station_complex_id,station_complex_name,borough,avg_annual_ridership,log_avg_ridership,is_ibx,subway_trips_per_hour_am_peak,subway_lines_serving_station,inv_headway,log_jobs_access_network,log_pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,log_pct_walked_access_network,log_bus_routes_access_network,min_line_anchor_travel_time_min,median_line_anchor_travel_time_min,n_valid_anchor_lines,travel_time_source,log_min_line_anchor_travel_time,travel_time_missing_flag,poverty_latest,poverty_slope,pop_latest,pop_slope,poverty_latest_orig,poverty_slope_orig,nearest_station_complex_id,poverty_source,poverty_imputed_flag,poverty_missing_flag,population_missing_flag,poverty_imputed_nearest_flag,poverty_imputed_line_flag
432,"Prospect Av (2,5)",Bronx,4109.270138,8.321244032,False,66.0,0,0.999999000001,8.412499120301572,11.165932074607458,1.961356802,2.302585093,2.54998736375622,2.70805020110221,28.5,28.5,1.0,observed_gtfs,3.3843902633457743,0,46.1,-0.51958042,4381.404737,44.32177328,,,375,nearest_gtfs,1,0,0,1,0
433,"Jackson Av (2,5)",Bronx,3122.304124,8.046646735,False,66.0,0,0.999999000001,8.458292083496076,11.06513723621554,2.152677627,2.564949357,2.515672041768452,2.772588722239781,27.0,27.0,1.0,observed_gtfs,3.332204510175204,0,46.1,-0.51958042,5659.861944,23.13847712,,,375,nearest_gtfs,1,0,0,1,0
434,"3 Av-149 St (2,5)",Bronx,11628.18874,9.361273487,False,77.67,0,0.999999000001,8.93075873555827,10.98796710962718,2.062324309,2.302585093,2.503567842398664,2.8903717578961645,23.0,23.5,2.0,observed_gtfs,3.1780538303479458,0,46.1,-0.51958042,2358.716303,-58.80497851,,,376,nearest_gtfs,1,0,0,1,0
442,Eastchester-Dyre Av (5),Bronx,2699.211962,7.901085553,False,32.33,0,0.6666662222225186,8.52595469708481,9.60521627853008,2.21205105,1.098612289,1.334957871588917,2.3978952727983707,47.75,47.75,1.0,observed_gtfs,3.886705197443856,0,46.1,-0.51958042,403.7410925,33.21996652,,,,line_fill,1,0,0,0,1
443,Baychester Av (5),Bronx,1888.283986,7.543953193,False,32.67,0,0.499999750000125,8.25582842728183,10.483130032299252,1.848498411,1.098612289,2.276383062507928,2.70805020110221,45.0,45.0,1.0,observed_gtfs,3.828641396489095,0,46.1,-0.51958042,1491.726218,166.1813961,,,,line_fill,1,0,0,0,1
444,Gun Hill Rd (5),Bronx,3085.45156,8.034777348,False,32.67,0,0.499999750000125,8.48590890137647,10.387671415355683,1.37758833,0.693147181,1.579336475168798,2.639057329615259,43.25,43.25,1.0,observed_gtfs,3.7898553714539385,0,46.1,-0.51958042,1545.181834,-17.80017469,,,,line_fill,1,0,0,0,1
445,Pelham Pkwy (5),Bronx,2093.033503,7.646847391,False,33.0,0,0.6666662222225186,9.41654120256008,10.349422593198003,1.314923302,1.098612289,2.4329778877441672,2.70805020110221,40.75,40.75,1.0,observed_gtfs,3.7316994512968646,0,46.1,-0.51958042,1370.239551,-45.54696728,,,,line_fill,1,0,0,0,1
446,Morris Park (5),Bronx,1864.098331,7.531069055,False,33.67,0,0.5714282448981458,8.304742269640771,10.730815914562092,1.758197724,1.609437912,2.16181292384661,2.5649493574615367,39.75,39.75,1.0,observed_gtfs,3.707455839686872,0,46.1,-0.51958042,3609.020698,-5.028265893,,,,line_fill,1,0,0,0,1
210,Norwood-205 St (D),Bronx,4387.130685,8.386658603,False,34.33,2,0.499999750000125,8.749890955535259,11.01794038142337,1.802075942,2.302585093,2.301566104301365,2.9444389791664403,39.5,39.5,1.0,observed_gtfs,3.701301974112493,0,36.32551531,0.284166676,5395.769297,-197.1569556,,,,line_fill,1,0,0,0,1
211,"Bedford Park Blvd (B,D)",Bronx,4265.993529,8.358664767,False,46.67,2,0.6666662222225186,8.0323601479245,11.149211519571828,1.983608156,2.48490665,2.1941344631808257,2.995732273553991,34.0,37.75,2.0,observed_gtfs,3.555348061489413,0,36.32551531,0.284166676,7263.962537,163.6902981,,,296,nearest_gtfs,1,0,0,1,0
