station_complex_id,station_complex_name,avg_annual_ridership,log_avg_ridership,is_ibx,subway_trips_per_hour_am_peak,inv_headway,log_jobs_access_network,log_pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,log_pct_walked_access_network,log_bus_routes_access_network,min_line_anchor_travel_time_min,median_line_anchor_travel_time_min,n_valid_anchor_lines,log_min_line_anchor_travel_time,travel_time_missing_flag,poverty_latest,poverty_slope,pop_latest,pop_slope,poverty_imputed_flag,poverty_missing_flag,population_missing_flag,poverty_imputed_nearest_flag,poverty_imputed_line_flag,borough_Brooklyn,borough_Manhattan,borough_Queens,borough_Staten Island,poverty_source_nearest_gtfs,poverty_source_observed,travel_time_source_nearest_station_complex_id,travel_time_source_observed_gtfs
286,Broadway (G),3289.410696,8.098767668,0,36.33,0.666666222,9.037533408,11.22892992,1.912364214,1.945910149,3.097115994,2.833213344,9.5,9.5,1,2.351375257,0,24.67594973,-1.383513407,5487.085531,66.40850737,0,0,0,0,0,1,0,0,0,0,1,0,1
287,Flushing Av (G),2241.859035,7.715506686,0,36.33,0.666666222,8.854379459,11.25167758,2.134548722,1.609437912,3.179979593,2.890371758,11,11,1,2.48490665,0,38.25112532,-0.789993414,7526.68813,481.2246616,0,0,0,0,0,1,0,0,0,0,1,0,1
288,Myrtle-Willoughby Avs (G),3746.301524,8.228791266,0,36,0.666666222,8.517393171,11.10992232,2.047050976,0.693147181,2.618824394,2.708050201,12.25,12.25,1,2.583997552,0,29.81169834,0.075461497,6458.790081,205.6203913,0,0,0,0,0,1,0,0,0,0,1,0,1
289,Bedford-Nostrand Avs (G),6261.654028,8.74235934,0,36.33,0.666666222,8.248790734,11.09534729,1.935776819,2.197224577,2.455783025,2.708050201,14,14,1,2.708050201,0,21.44610721,-0.180412329,4937.879571,85.81503419,0,0,0,0,0,1,0,0,0,0,1,0,1
290,Classon Av (G),4016.483007,8.298410868,0,36,0.666666222,8.49023301,11.01754659,1.912732595,2.890371758,2.506213118,2.890371758,15,15,1,2.772588722,0,22.92581923,-0.419890781,5781.510274,30.06663973,0,0,0,0,0,1,0,0,0,0,1,0,1
291,Clinton-Washington Avs (G),3930.457184,8.276765421,0,35.67,0.999999,8.915566546,10.9363873,1.961097941,4.189654742,2.391394393,2.995732274,16.5,16.5,1,2.862200881,0,7.106017835,-0.73922844,4280.663278,45.43937613,0,0,0,0,0,1,0,0,0,0,1,0,1
292,Fulton St (G),4529.588292,8.418607076,0,35.67,0.666666222,9.052047793,10.88138125,1.940454696,4.143134726,2.329378659,2.890371758,17.5,17.5,1,2.917770732,0,9.205791096,-0.158089915,4368.767555,102.8810922,0,0,0,0,0,1,0,0,0,0,1,0,1
30,Prospect Av (R),4406.090167,8.390969925,0,39,0.666666222,8.443331343,10.46201704,2.104085516,3.044522438,2.347716461,3.091042453,37.5,37.5,2,3.650658241,0,7.762702349,-0.842613704,3340.45031,165.4754649,0,0,0,0,0,1,0,0,0,0,1,0,1
31,25 St (R),2667.441824,7.889249994,0,39,0.666666222,8.420682291,9.993373959,1.86232061,2.63905733,2.395446442,2.995732274,39,39,2,3.688879454,0,14.36375036,-0.93413595,3176.533276,23.32671808,0,0,0,0,0,1,0,0,0,0,1,0,1
32,"36 St (D,N,R)",11194.84349,9.323297872,0,108,1.999996,8.762333041,9.947360887,1.879677189,2.397895273,2.513397094,2.944438979,28,34.75,4,3.36729583,0,12.4855892,-1.899633548,2614.791533,-3.259134128,0,0,0,0,0,1,0,0,0,0,1,0,1
33,45 St (R),5699.981011,8.648393546,0,39.33,0.666666222,9.071882579,10.80782715,1.808706404,2.302585093,2.713936063,2.772588722,43.5,43.5,2,3.795489189,0,22.15165701,-0.507016186,4777.044216,-110.983293,0,0,0,0,0,1,0,0,0,0,1,0,1
334,"Clark St (2,3)",4925.591618,8.502402673,0,75.33,0.999999,9.539716059,10.59698467,2.029496202,3.784189634,2.547203546,2.772588722,16.5,16.5,2,2.862200881,0,5.912751747,-0.860779696,8046.729706,79.67282419,0,0,0,0,0,1,0,0,0,0,1,0,1
336,"Hoyt St (2,3)",5683.629052,8.645521154,0,74,0.999999,9.605889815,10.94234984,2.023403793,3.850147602,2.55730562,2.833213344,20,20,2,3.044522438,0,13.25957312,0.392010593,5232.358929,505.3339172,0,0,0,0,0,1,0,0,0,0,1,0,1
337,"Nevins St (2,3,4,5)",7209.72061,8.883324171,0,139.33,1.999996,9.506511312,10.92435449,1.986217467,4.304065093,2.431705786,2.833213344,21.5,21.5,4,3.113515309,0,10.33914274,-0.309177538,4961.225815,252.1678654,0,0,0,0,0,1,0,0,0,0,1,0,1
339,"Bergen St (2,3)",3323.814647,8.109169206,0,78.67,0.999999,8.411832676,10.90413782,1.893451176,4.262679877,2.103214783,2.944438979,24.5,24.5,2,3.238678452,0,4.628555781,-0.615300135,4684.994607,226.9094887,0,0,0,0,0,1,0,0,0,0,1,0,1
34,53 St (R),6286.876028,8.746378618,0,39.33,0.666666222,8.850230966,11.1000278,1.808128725,2.397895273,2.776741263,2.890371758,45,45,2,3.828641396,0,17.86897498,-1.492108288,5433.869072,12.76802869,0,0,0,0,0,1,0,0,0,0,1,0,1
340,"Grand Army Plaza (2,3)",5363.439042,8.587547091,0,78.33,0.999999,8.273336599,10.89686895,1.909906153,3.258096538,2.02041208,2.772588722,26.5,26.5,2,3.314186005,0,6.012905391,0.032804761,4212.547689,179.6726924,0,0,0,0,0,1,0,0,0,0,1,0,1
341,"Eastern Pkwy-Brooklyn Museum (2,3)",3380.917755,8.126198211,0,78.33,0.999999,7.539027056,10.79415274,1.848232126,2.890371758,1.784982468,2.772588722,28,28,2,3.36729583,0,8.21736457,-0.716297562,4262.191581,28.8568745,0,0,0,0,0,1,0,0,0,0,1,0,1
343,Nostrand Av (3),2555.378628,7.846346938,0,39,0.999999,7.708859601,11.09687958,1.756344334,2.63905733,2.034580128,2.708050201,31.5,31.75,2,3.481240089,0,10.72998959,-1.618541773,4888.599413,-37.18467729,0,0,0,0,0,1,0,0,0,0,1,0,1
344,Kingston Av (3),3181.817489,8.065522086,0,39,0.666666222,8.005367067,11.10388899,1.698246359,2.397895273,2.344165915,2.833213344,33.5,33.88,2,3.540959324,0,17.29106152,-0.56473802,4416.50147,298.2042147,0,0,0,0,0,1,0,0,0,0,1,0,1
345,"Crown Hts-Utica Av (3,4)",16975.37996,9.739578243,0,83,0.999999,8.356554845,11.12300393,1.783960074,1.386294361,2.147955365,2.772588722,32.75,34.5,4,3.518980417,0,28.37514221,1.718399643,5936.084208,82.92860761,0,0,0,0,0,1,0,0,0,0,1,0,1
346,Sutter Av-Rutland Rd (3),4210.435414,8.345558822,0,40.33,0.666666222,8.367532417,10.94093341,1.697919217,1.386294361,1.982553765,2.63905733,33.5,37.75,4,3.540959324,0,51.22891111,1.341024093,3782.164991,-112.8362468,0,0,0,0,0,1,0,0,0,0,1,0,1
347,Saratoga Av (3),3154.713836,8.056970005,0,40,0.666666222,7.952966791,10.80519243,1.856215003,0.693147181,2.000788942,2.63905733,35.5,39.75,4,3.597312261,0,28.3665114,0.212200278,3691.1472,-41.2103705,0,0,0,0,0,1,0,0,0,0,1,0,1
348,Rockaway Av (3),2940.906023,7.986812957,0,40.33,0.666666222,7.676473646,10.61861636,2.001428084,1.609437912,2.077126818,2.48490665,37,41.25,4,3.63758616,0,34.08344775,-0.039686792,6627.688915,130.8574386,0,0,0,0,0,1,0,0,0,0,1,0,1
349,Junius St (3),1625.164006,7.39397915,0,39.67,0.666666222,6.947937069,10.62941649,1.95452427,1.386294361,1.868330275,2.564949357,38.5,42.75,4,3.676300672,0,37.29501719,-1.222298749,3329.613862,41.25986185,0,0,0,0,0,1,0,0,0,0,1,0,1
35,"59 St (N,R)",9194.564224,9.126476497,0,71.67,0.999999,8.740336743,10.93460585,2.072315819,2.079441542,2.708232948,3.496507561,33.5,46.25,3,3.540959324,0,22.72046404,-1.276584077,6874.356397,-98.29259994,0,0,0,0,0,1,0,0,0,0,1,0,1
350,Pennsylvania Av (3),2721.089381,7.909155019,0,39.67,0.666666222,7.567345676,10.64354217,1.946761073,1.098612289,1.690896278,2.833213344,40,44.25,4,3.713572067,0,26.94174444,-1.374648825,4499.751602,-2.580554653,0,0,0,0,0,1,0,0,0,0,1,0,1
351,Van Siclen Av (3),1624.314344,7.393456519,0,39.67,0.666666222,7.096721378,10.74453736,1.635252754,1.386294361,1.672468728,2.397895273,41.5,45.75,4,3.749504076,0,19.881879,-0.948516715,3724.108741,-6.415733313,0,0,0,0,0,1,0,0,0,0,1,0,1
352,New Lots Av (3),3646.56888,8.201816164,0,40,0.666666222,8.018625465,10.70804193,1.445706176,1.609437912,1.664974018,2.397895273,43,47.25,4,3.784189634,0,15.85245234,-1.233629538,4071.103599,79.59665253,0,0,0,0,0,1,0,0,0,0,1,0,1
353,"President St-Medgar Evers College (2,5)",2549.272799,7.843955612,0,56,0.999999,7.710653324,11.09813703,1.717222038,2.772588722,2.135865399,2.772588722,32,32.75,2,3.496507561,0,11.55992999,-1.717846144,5193.759429,-9.807866262,0,0,0,0,0,1,0,0,0,0,1,0,1
354,"Sterling St (2,5)",4067.635704,8.311063014,0,56,0.999999,7.970394907,11.01552597,1.693133113,2.772588722,2.24789229,2.564949357,33.5,34.25,2,3.540959324,0,18.83230637,-0.670528001,3691.471347,-152.474065,0,0,0,0,0,1,0,0,0,0,1,0,1
355,"Winthrop St (2,5)",5575.986393,8.626403837,0,57,0.999999,9.412627941,11.02329039,1.783462724,2.397895273,2.12177812,2.48490665,35.5,36.25,2,3.597312261,0,18.63344207,-1.056348368,2941.802982,-56.77412985,0,0,0,0,0,1,0,0,0,0,1,0,1
356,"Church Av (2,5)",6251.356797,8.740713759,0,57,0.999999,8.603554357,10.93013828,2.080210391,2.079441542,1.980133008,2.708050201,37,38,2,3.63758616,0,24.91083037,-0.394010918,5494.310543,22.16675489,0,0,0,0,0,1,0,0,0,0,1,0,1
357,"Beverly Rd (2,5)",3159.675798,8.058541144,0,56.33,0.999999,7.850493181,10.87373603,1.908368555,1.791759469,1.863413426,2.772588722,39.5,40.5,2,3.701301974,0,16.78333124,-0.576487669,3961.904021,-74.22104045,0,0,0,0,0,1,0,0,0,0,1,0,1
358,"Newkirk Av-Little Haiti (2,5)",4822.976234,8.481353812,0,56.33,0.999999,7.669961995,11.0050455,1.482675414,1.609437912,1.676901977,2.833213344,41,42,2,3.737669618,0,13.85128981,-0.225468282,4572.777782,37.8363028,0,0,0,0,0,1,0,0,0,0,1,0,1
359,"Flatbush Av-Brooklyn College (2,5)",13072.46825,9.478340131,0,56,0.666666222,8.435766193,10.80486767,1.49641511,1.609437912,1.797513653,2.890371758,43,44,2,3.784189634,0,13.32394577,-0.861170421,3603.847502,270.1341472,0,0,0,0,0,1,0,0,0,0,1,0,1
36,Bay Ridge Av (R),5780.660861,8.662446267,0,37,0.666666222,8.416488487,10.78624218,2.013010261,2.302585093,2.396660342,4.043051268,48.25,48.25,1,3.896909368,0,14.20789446,-1.477333834,5328.38519,-48.38892171,0,0,0,0,0,1,0,0,0,0,1,0,1
37,77 St (R),4022.607583,8.299934188,0,36.67,0.666666222,8.303504799,10.74147074,1.597708049,2.48490665,2.175256998,4.17438727,49.75,49.75,1,3.926911618,0,14.62888227,0.076271131,3912.671637,5.637362122,0,0,0,0,0,1,0,0,0,0,1,0,1
38,86 St (R),8620.412131,9.062004171,0,36.67,0.666666222,8.172164452,10.60688205,1.460767821,1.609437912,2.171245398,3.295836866,51.75,51.75,1,3.965563772,0,8.5122424,-1.078918036,3766.178286,72.21741983,0,0,0,0,0,1,0,0,0,0,1,0,1
39,Bay Ridge-95 St (R),4079.783019,8.314044165,0,36.33,0.666666222,9.051813464,10.43432166,1.707979323,1.098612289,1.840882781,4.234106505,54,54,1,4.007333185,0,12.01444234,-0.75673843,4123.783433,-33.2009917,0,0,0,0,0,1,0,0,0,0,1,0,1
41,"7 Av (B,Q)",7446.334664,8.915611484,0,53.67,0.999999,8.240385116,10.95063109,1.672839702,3.36729583,2.054093061,2.772588722,21,21.62,2,3.091042453,0,5.394522574,-0.226660559,4890.847411,271.1705748,0,0,0,0,0,1,0,0,0,0,1,0,1
42,"Prospect Park (B,Q,S)",6856.920295,8.833159511,0,90,0.999999,7.255591274,10.50246141,1.256540974,2.772588722,1.533003469,2.564949357,24,24.75,2,3.218875825,0,11.78356243,-0.975711164,3166.657802,44.6412791,0,0,0,0,0,1,0,0,0,0,1,0,1
43,Parkside Av (Q),4463.658563,8.403948021,0,39,0.666666222,7.563200592,11.01089439,1.539043466,2.772588722,1.655586226,2.772588722,25.5,25.5,1,3.277144733,0,12.77492018,-0.67681157,5784.091265,11.67512086,0,0,0,0,0,1,0,0,0,0,1,0,1
44,"Church Av (B,Q)",10076.11865,9.218022653,0,53.33,0.999999,7.851661178,11.04448861,1.770489444,3.044522438,1.846142878,2.944438979,27,27.25,2,3.33220451,0,18.34834754,-0.730444402,7434.444692,-138.7651271,0,0,0,0,0,1,0,0,0,0,1,0,1
45,Beverley Rd (Q),2752.405479,7.920593781,0,38.33,0.666666222,8.245909265,11.09668248,1.77231946,2.944438979,1.981081564,2.772588722,28.5,28.5,1,3.384390263,0,10.5244886,-0.73323358,2671.00531,-84.17832731,0,0,0,0,0,1,0,0,0,0,1,0,1
46,Cortelyou Rd (Q),4235.578374,8.351511235,0,38.33,0.666666222,8.015657615,11.08558278,1.560650865,2.772588722,2.022547816,2.772588722,29.5,29.5,1,3.417726684,0,12.75379196,-0.60896862,4510.979856,-21.22825099,0,0,0,0,0,1,0,0,0,0,1,0,1
47,"Newkirk Plaza (B,Q)",7258.503024,8.890066651,0,53.33,0.999999,7.822044008,10.94132312,1.380552933,2.079441542,2.078692787,2.708050201,30.5,30.75,2,3.449987546,0,14.2950047,-0.495164896,2455.487653,-123.3527128,0,0,0,0,0,1,0,0,0,0,1,0,1
48,Avenue H (Q),2296.420416,7.739542214,0,39,0.666666222,7.790696031,10.69761065,1.501574042,1.791759469,2.152938504,2.772588722,32.5,32.5,1,3.511545439,0,18.96396774,0.160603024,3020.582111,-20.23424101,0,0,0,0,0,1,0,0,0,0,1,0,1
49,Avenue J (Q),3910.300919,8.271625314,0,39,0.666666222,8.782476269,10.62743063,1.495423836,1.945910149,2.397219833,2.63905733,33.5,33.5,1,3.540959324,0,16.55363134,-0.926424281,3428.380702,16.37091475,0,0,0,0,0,1,0,0,0,0,1,0,1
50,Avenue M (Q),4057.600931,8.308593595,0,38.67,0.666666222,9.395491256,10.72814534,1.572793303,1.386294361,2.521315985,2.833213344,35.5,35.5,1,3.597312261,0,17.83349047,-1.034782966,3405.479968,120.9416312,0,0,0,0,0,1,0,0,0,0,1,0,1
51,"Kings Hwy (B,Q)",14519.16691,9.583293783,0,53,0.999999,9.494917629,10.76962119,1.541958966,1.098612289,2.368043657,2.63905733,35,36.5,2,3.583518938,0,15.9089467,-0.844493636,3579.758759,28.39549469,0,0,0,0,0,1,0,0,0,0,1,0,1
52,Avenue U (Q),5073.417271,8.531966974,0,38.67,0.666666222,9.08545719,10.73561376,1.425287836,0.693147181,2.147643247,2.772588722,40.5,40.5,1,3.725693427,0,24.32023764,0.450346822,3730.258136,-0.062738758,0,0,0,0,0,1,0,0,0,0,1,0,1
53,Neck Rd (Q),3245.563558,8.085352349,0,38.67,0.666666222,9.180705567,10.73967391,1.563503433,0.693147181,2.138251916,2.772588722,41.5,41.5,1,3.749504076,0,27.66154593,0.788094785,3081.41256,-10.16972761,0,0,0,0,0,1,0,0,0,0,1,0,1
54,"Sheepshead Bay (B,Q)",9700.038945,9.179988267,0,53,0.999999,9.650786449,10.55409251,1.832079811,1.098612289,2.210369585,2.197224577,39,41.25,2,3.688879454,0,14.42488772,-0.95319591,2744.427944,36.93426363,0,0,0,0,0,1,0,0,0,0,1,0,1
55,"Brighton Beach (B,Q)",8323.772375,9.026990972,0,52.33,0.999999,9.165970424,10.75651894,1.879936956,1.945910149,2.737522269,1.945910149,41,43.5,2,3.737669618,0,29.73851779,-1.019259931,5514.577618,-52.95488116,0,0,0,0,0,1,0,0,0,0,1,0,1
56,Ocean Pkwy (Q),2278.678882,7.731789871,0,38.33,0.666666222,8.726805608,10.55307462,1.786199234,1.791759469,2.777133633,2.397895273,48,48,1,3.891820298,0,28.99451724,-0.399151358,4643.340895,124.6335506,0,0,0,0,0,1,0,0,0,0,1,0,1
57,"W 8 St-NY Aquarium (F,Q)",1853.903302,7.525587845,0,71,0.999999,7.425953657,10.14222882,1.846808428,2.197224577,2.64084758,2.302585093,50,52.25,2,3.931825633,0,12.01291699,0.023029887,4066.597306,80.47244565,0,0,0,0,0,1,0,0,0,0,1,0,1
58,"Coney Island-Stillwell Av (D,F,N,Q)",9972.860426,9.207722992,0,137,1.999996,8.3918567,9.889996962,2.148936637,2.197224577,2.194395881,2.302585093,51.5,55,4,3.96081317,0,17.98299206,-0.970154933,2173.403752,37.36919682,0,0,0,0,0,1,0,0,0,0,1,0,1
59,9 Av (D),3987.379415,8.291140266,0,35,0.39999984,8.399984991,10.57270058,1.388755239,1.609437912,2.979274906,2.48490665,33,33,1,3.526360525,0,10.68026128,-1.977133214,2512.779581,160.2804832,0,0,0,0,0,1,0,0,0,0,1,0,1
60,Fort Hamilton Pkwy (D),2930.160256,7.983153616,0,34.67,0.49999975,8.889032572,11.03275836,1.948239489,1.386294361,3.207375819,2.48490665,36,36,1,3.610917913,0,29.86753598,-0.957864092,6483.493451,-48.75190945,0,0,0,0,0,1,0,0,0,0,1,0,1
61,50 St (D),2538.286768,7.839638521,0,34.33,0.666666222,9.02569612,11.11265683,1.611262735,0.693147181,3.361528027,2.079441542,37.25,37.25,1,3.64414356,0,37.05302478,0.199399187,4757.258724,10.39200519,0,0,0,0,0,1,0,0,0,0,1,0,1
62,55 St (D),1395.530842,7.24174647,0,35,0.49999975,9.082393358,10.93791681,1.896922809,1.098612289,3.364953576,2.197224577,39,39,1,3.688879454,0,35.63320977,-0.501756137,4785.14784,90.67561269,0,0,0,0,0,1,0,0,0,0,1,0,1
620,"Borough Hall/Court St (2,3,4,5,R)",22325.47859,10.01352863,0,37,0.666666222,9.664024052,10.95720707,2.034762207,3.784189634,2.544917033,2.833213344,18.5,19.38,6,2.970414466,0,6.069079041,-0.390719239,3634.784384,73.69139735,0,0,0,0,0,1,0,0,0,0,1,0,1
64,71 St (D),3459.854439,8.149270785,0,34,0.571428245,8.600062669,10.8229333,1.707274748,1.098612289,2.478425263,2.302585093,42.5,42.5,1,3.772760938,0,19.12369306,-0.874658493,3436.770412,-14.72827029,0,0,0,0,0,1,0,0,0,0,1,0,1
65,79 St (D),4432.119436,8.396858777,0,34,0.666666222,8.383433201,10.84226358,1.330738601,1.609437912,2.212858919,2.397895273,44.5,44.5,1,3.817712326,0,15.42448702,-0.667657502,4168.827886,-40.17428987,0,0,0,0,0,1,0,0,0,0,1,0,1
66,18 Av (D),4355.382862,8.379397373,0,34.33,0.49999975,8.283746747,10.88140006,1.441715688,1.791759469,2.015572591,2.397895273,45.75,45.75,1,3.844814256,0,10.24677798,-1.086143968,3357.397383,-41.30631868,0,0,0,0,0,1,0,0,0,0,1,0,1
67,20 Av (D),3597.546746,8.188285361,0,34.33,0.666666222,8.121777419,10.93426701,1.607818234,1.791759469,2.091111722,2.397895273,47,47,1,3.871201011,0,21.69104327,-0.407344126,4998.685202,105.5849898,0,0,0,0,0,1,0,0,0,0,1,0,1
68,Bay Pkwy (D),5435.647073,8.600917803,0,35,0.666666222,8.247482004,10.88599664,1.532427268,1.098612289,2.211722239,2.397895273,48.5,48.5,1,3.90197267,0,28.31303992,1.422097277,4518.039966,39.44902392,0,0,0,0,0,1,0,0,0,0,1,0,1
69,25 Av (D),3088.780721,8.035855403,0,34,0.49999975,7.738923757,10.81458482,1.413561873,1.386294361,2.089999841,2.397895273,50.5,50.5,1,3.941581808,0,19.23645668,0.885007701,3185.991468,184.5599866,0,0,0,0,0,1,0,0,0,0,1,0,1
70,Bay 50 St (D),1906.832668,7.553723148,0,32,0.49999975,7.706612914,10.13765017,1.933273135,1.386294361,1.881402225,2.564949357,53,53,1,3.988984047,0,29.18726096,-0.792703608,1393.213164,-19.32335556,0,0,0,0,0,1,0,0,0,0,1,0,1
71,8 Av (N),8028.686139,8.99090072,0,35,0.666666222,8.263590433,10.9250568,1.915274417,0,2.80357842,3.433987204,36.5,43,2,3.624340933,0,28.38430022,-0.904846177,1853.90026,11.89293899,0,0,0,0,0,1,0,0,0,0,1,0,1
72,Fort Hamilton Pkwy (N),4945.477927,8.506431072,0,35.33,0.666666222,8.808070155,10.81361936,1.58406075,0.693147181,2.846684106,3.401197382,38,44.5,2,3.663561646,0,27.98047262,-0.484032673,2703.011663,-127.2570747,0,0,0,0,0,1,0,0,0,0,1,0,1
74,18 Av (N),3661.116836,8.20579663,0,34.67,0.666666222,8.374246182,10.73007237,1.692902758,1.609437912,2.64463375,1.945910149,42,48.25,2,3.761200116,0,21.19283246,-0.075227115,3724.989903,-62.76466688,0,0,0,0,0,1,0,0,0,0,1,0,1
75,20 Av (N),3157.792513,8.057945118,0,35,0.666666222,7.997326823,10.80782715,1.609829002,1.386294361,2.441770397,2.079441542,43.5,49.75,2,3.795489189,0,23.0103229,-0.133732354,3533.758439,-125.3028906,0,0,0,0,0,1,0,0,0,0,1,0,1
76,Bay Pkwy (N),5045.586115,8.526467277,0,35.33,0.666666222,7.890956716,10.94344619,1.345291655,1.386294361,2.293253697,2.197224577,45,51.25,2,3.828641396,0,16.19308234,-0.370237502,4626.889417,-50.05427085,0,0,0,0,0,1,0,0,0,0,1,0,1
77,Kings Hwy (N),4077.813075,8.313561312,0,35.33,0.666666222,8.005367067,10.87276914,1.5767079,1.098612289,2.138951352,2.079441542,47,53.25,2,3.871201011,0,19.91254167,0.173265094,4878.531662,39.52954821,0,0,0,0,0,1,0,0,0,0,1,0,1
78,Avenue U (N),2787.658503,7.933315936,0,35,0.666666222,7.78113851,10.73802578,1.427656661,1.386294361,2.10687388,2.397895273,49,55.25,2,3.912023005,0,20.98334282,0.049618231,3113.585258,-32.07585658,0,0,0,0,0,1,0,0,0,0,1,0,1
79,86 St (N),1794.305697,7.492930591,0,34,0.49999975,7.612336837,10.48408175,1.932734654,1.609437912,2.158985865,2.48490665,50,56.25,2,3.931825633,0,23.66393729,-0.206322688,2643.859864,0.189970575,0,0,0,0,0,1,0,0,0,0,1,0,1
86,Cypress Hills (J),1018.869436,6.927429895,0,34.67,0.666666222,6.936342736,10.25544639,1.240568278,1.386294361,1.320588156,2.302585093,34,34,1,3.555348061,0,19.72720919,-1.431351472,2572.185607,47.69646041,0,0,0,0,0,1,0,0,0,0,1,0,1
87,"Crescent St (J,Z)",2326.403181,7.75250841,0,36.33,0.666666222,7.396948603,10.75523976,1.738956441,1.609437912,1.51178108,2.079441542,31,31.75,2,3.465735903,0,9.812402472,-1.919649067,4352.455934,17.16241565,0,0,0,0,0,1,0,0,0,0,1,0,1
88,"Norwood Av (J,Z)",1548.587143,7.345743815,0,33.67,0.666666222,7.209340257,10.55947789,1.698249831,2.197224577,1.47812106,2.197224577,29.5,30.5,2,3.417726684,0,13.89677441,-1.282638741,3639.699009,83.82729484,0,0,0,0,0,1,0,0,0,0,1,0,1
89,Cleveland St (J),1388.30491,7.236558837,0,34.33,0.666666222,7.026426809,10.57943771,1.793749947,1.945910149,1.38459484,2.564949357,29.75,29.75,1,3.425889994,0,22.6185808,-0.326383156,4168.880833,128.0539565,0,0,0,0,0,1,0,0,0,0,1,0,1
90,"Van Siclen Av (J,Z)",1702.305273,7.440325921,0,34,0.666666222,7.109879463,10.39007171,2.022113496,2.079441542,1.348081884,2.302585093,27,27.75,2,3.33220451,0,20.97705649,-1.115743704,2966.807477,-1.434582355,0,0,0,0,0,1,0,0,0,0,1,0,1
91,"Alabama Av (J,Z)",1300.866715,7.171554448,0,36,0.666666222,7.303170051,10.09765533,2.084233802,1.791759469,1.416677725,2.302585093,26,26.38,2,3.295836866,0,29.47801393,-0.243551959,1319.741055,8.036892322,0,0,0,0,0,1,0,0,0,0,1,0,1
93,"Chauncey St (J,Z)",1906.691461,7.553649131,0,34.67,0.666666222,7.101675972,10.79755313,1.808925498,0.693147181,1.53583967,2.708050201,23.5,23.5,2,3.198673118,0,18.77733977,-1.32590831,5176.30713,99.30647146,0,0,0,0,0,1,0,0,0,0,1,0,1
94,Halsey St (J),3911.404088,8.27190732,0,35,0.666666222,7.326465614,11.03912263,1.533666404,0.693147181,1.578326799,2.708050201,22,22,1,3.135494216,0,22.23400049,-0.788331183,4604.794583,55.41014824,0,0,0,0,0,1,0,0,0,0,1,0,1
95,"Gates Av (J,Z)",4668.944485,8.448902463,0,34,0.666666222,7.544861069,11.01854717,1.635791743,1.791759469,1.689542503,2.833213344,20.5,20.75,2,3.068052935,0,21.9869136,-1.169635657,4067.006707,64.81736291,0,0,0,0,0,1,0,0,0,0,1,0,1
96,Kosciuszko St (J),3923.294388,8.27494184,0,34.33,0.666666222,7.737616283,10.97864355,1.786247282,1.945910149,1.785299231,2.708050201,19,19,1,2.995732274,0,26.03290414,-0.721697694,4722.765535,90.23279186,0,0,0,0,0,1,0,0,0,0,1,0,1
97,"Myrtle Av (M,J,Z)",8614.009676,9.061261272,0,72.67,0.999999,8.092851028,10.95500823,1.990267132,1.945910149,1.962095495,2.63905733,17.5,18,3,2.917770732,0,23.78615446,-1.032582241,3705.203716,47.32557342,0,0,0,0,0,1,0,0,0,0,1,0,1
98,"Flushing Av (M,J)",5355.548016,8.58607502,0,60,0.999999,8.379079889,10.99492416,2.116570087,2.079441542,2.369464829,2.833213344,23,23,1,3.17805383,0,30.58253691,0.47568436,2741.252443,10.24324816,0,0,0,0,0,1,0,0,0,0,1,0,1
99,"Lorimer St (M,J)",2869.982765,7.962409677,0,59.67,0.999999,8.720460513,11.23351575,2.029161013,2.079441542,2.987935423,2.890371758,21.5,21.5,1,3.113515309,0,36.15509037,0.52614092,7194.539529,176.4055894,0,0,0,0,0,1,0,0,0,0,1,0,1
101,"Marcy Av (M,J,Z)",9079.049468,9.11383492,0,68.67,0.999999,9.369904942,11.25040419,1.950228821,2.890371758,3.093779147,2.772588722,13.5,14,3,2.674148649,0,24.49245798,-2.122652397,4792.644076,-40.86974648,0,0,0,0,0,1,0,0,0,0,1,0,1
113,Knickerbocker Av (M),2889.460752,7.969171198,0,36.67,0.666666222,8.124150603,11.11924564,1.81798493,2.079441542,2.163722684,2.890371758,29,29,1,3.401197382,0,16.6398517,-2.017332512,4094.556475,-98.69099922,0,0,0,0,0,1,0,0,0,0,1,0,1
114,Central Av (M),2828.179971,7.947742186,0,37,0.666666222,7.948738455,11.03802989,1.935594414,1.791759469,2.026163391,2.833213344,27,27,1,3.33220451,0,15.17152953,-1.313495012,4539.496815,-37.40257605,0,0,0,0,0,1,0,0,0,0,1,0,1
138,Canarsie-Rockaway Pkwy (L),2112.861817,7.656271798,0,57,0.999999,8.313852267,10.23516259,2.005137559,0.693147181,1.088839892,2.564949357,35.5,35.5,1,3.597312261,0,22.0736276,0.225684458,1620.275974,-32.47039374,0,0,0,0,0,1,0,0,0,0,1,0,1
615,"62 St/New Utrecht Av (D,N)",3751.465409,8.230168345,0,34.67,0.666666222,8.911529942,10.8365174,1.785037348,0.693147181,2.973338313,2.197224577,40.5,40.5,3,3.725693427,0,26.10589207,0.073313585,2691.685074,-16.69443077,0,0,0,0,0,1,0,0,0,0,1,0,1
