station_complex_id,pop_latest,pop_slope,pop_growth_ratio,pop_first_year,pop_last_year,n_years
405,4954.525578,-0.451493885,1.018209141,2013,2024,12
407,5461.786329,-352.481462,0.649181414,2013,2024,12
409,4255.627614,-71.51987542,0.821595524,2013,2024,12
413,5839.716633,-533.574685,0.652726317,2013,2024,12
414,2173.979612,-21.24098058,0.960884264,2013,2024,12
416,2076.006517,-10.28465335,1.04243924,2013,2024,12
417,2872.547608,64.85428721,1.22031067,2013,2024,12
418,4727.048714,34.53597786,1.151059594,2013,2024,12
419,4153.46058,15.22772375,1.040341741,2013,2024,12
420,3411.173775,-28.46946423,0.875570175,2013,2024,12
421,4425.063325,-38.26092507,0.956966855,2013,2024,12
422,4631.601066,338.9217398,2.815869417,2013,2024,12
423,5293.412425,415.5976948,2.765727704,2013,2024,12
424,5192.048093,-108.5449102,0.837069855,2013,2024,12
425,2018.62586,3.514872968,1.152725224,2013,2024,12
426,1335.430215,-9.022582292,0.977544436,2013,2024,12
427,3926.717724,29.84687851,1.167323802,2013,2024,12
428,4718.389966,22.58400956,0.961252127,2013,2024,12
429,5397.202676,65.222048,1.235869337,2013,2024,12
430,4596.127017,66.31425123,1.108043317,2013,2024,12
431,5996.271524,107.9481897,1.232571603,2013,2024,12
432,4381.404737,44.32177328,1.065128871,2013,2024,12
433,5659.861944,23.13847712,1.058917516,2013,2024,12
434,2358.716303,-58.80497851,0.824790464,2013,2024,12
436,8132.871633,106.3467337,1.14428007,2013,2024,12
437,6003.90944,242.7124125,1.468779479,2013,2024,12
438,5199.52094,32.94906945,1.113827575,2013,2024,12
439,3631.465604,49.87947869,1.103754953,2013,2024,12
440,6861.267242,70.99745003,1.110192098,2013,2024,12
441,8521.647954,2.484612926,1.129739596,2013,2024,12
442,403.7410925,33.21996652,1.516338885,2013,2024,12
443,1491.726218,166.1813961,6.4438519,2013,2024,12
444,1545.181834,-17.80017469,0.830478424,2013,2024,12
445,1370.239551,-45.54696728,0.827772561,2013,2024,12
446,3609.020698,-5.028265893,1.016335045,2013,2024,12
447,2718.781785,200.9420214,3.029364073,2013,2024,12
448,0,-0.153426013,0,2013,2024,12
449,5486.665631,-57.79287638,0.986851004,2020,2024,5
450,5681.697854,-249.6854205,0.881395089,2020,2024,5
451,5571.250072,524.3211485,3.247883479,2013,2024,12
452,8071.375148,812.1617991,3.810809776,2013,2024,12
453,8329.013984,4.239067602,1.02800319,2013,2024,12
455,4140.930984,-96.95108836,0.870447293,2013,2024,12
456,4992.702537,33.11887959,1.205592372,2013,2024,12
457,5409.585617,89.89198974,1.155762735,2013,2024,12
458,4914.081198,41.81503403,1.027108889,2013,2024,12
459,5527.02193,-15.57974514,0.979613111,2013,2024,12
460,35.28190619,6.535863952,3.690804425,2020,2024,5
461,4198.197746,464.8243557,1.793683936,2020,2024,5
463,1483.725485,135.0682781,1.562810569,2020,2024,5
464,2655.517964,171.0626862,1.339574384,2020,2024,5
471,618.7761805,44.39138333,1.33424408,2020,2024,5
475,8166.173887,67.00520109,1.084304055,2013,2024,12
476,12052.90149,-73.33712919,0.952363178,2013,2024,12
477,12399.96174,1277.846962,6.96567073,2013,2024,12
501,841.370843,12.90578106,1.185659515,2013,2024,12
502,821.154592,33.82127153,1.686685527,2013,2024,12
503,994.2167495,57.7258812,2.074327478,2013,2024,12
504,1160.275587,101.3043334,4.426035646,2013,2024,12
505,652.8864006,10.42253652,1.277032197,2013,2024,12
506,1016.488443,29.80743718,1.266226548,2013,2024,12
507,1090.807113,-4.315059551,0.938274611,2013,2024,12
508,927.8429635,-11.6529716,0.877755968,2013,2024,12
509,981.5061172,-11.29656349,1.218159705,2013,2024,12
510,816.0354474,-11.08836661,0.858891054,2013,2024,12
511,743.5900853,7.088607355,1.192083257,2013,2024,12
512,1158.069739,11.84464703,1.118155974,2013,2024,12
513,1185.379823,0.544763621,1.021380577,2013,2024,12
