stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,station_complex_id,complex_stop_name,complex_display_name,constituent_station_names,station_ids,borough,cbd,daytime_routes,structure_type,complex_latitude,complex_longitude,ada,ada_notes,is_ibx,station_complex_name,station_complex_lat,station_complex_lon
L02N,6 Av,40.737335,-73.996786,0,L02,,,,,,,,,,,,,,False,6 Av,,
L02S,6 Av,40.737335,-73.996786,0,L02,,,,,,,,,,,,,,False,6 Av,,
L03,14 St-Union Sq,40.734789,-73.99073,1,,602.0,14 St-Union Sq,"14 St-Union Sq (4,5,6,L,N,Q,R,W)",14 St-Union Sq,15; 117; 406,M,True,4 5 6 L N Q R W,Subway,40.735066,-73.99041633,2.0,N Q R W accessible; L accessible; 4 5 6 not accessible,False,"14 St-Union Sq (4,5,6,L,N,Q,R,W)",40.735066,-73.99041633
L03N,14 St-Union Sq,40.734789,-73.99073,0,L03,,,,,,,,,,,,,,False,14 St-Union Sq,,
L03S,14 St-Union Sq,40.734789,-73.99073,0,L03,,,,,,,,,,,,,,False,14 St-Union Sq,,
L05,3 Av,40.732849,-73.986122,1,,118.0,3 Av,3 Av (L),3 Av,118,M,True,L,Subway,40.732849,-73.986122,0.0,,False,3 Av (L),40.732849,-73.986122
L05N,3 Av,40.732849,-73.986122,0,L05,,,,,,,,,,,,,,False,3 Av,,
L05S,3 Av,40.732849,-73.986122,0,L05,,,,,,,,,,,,,,False,3 Av,,
L06,1 Av,40.730953,-73.981628,1,,119.0,1 Av,1 Av (L),1 Av,119,M,True,L,Subway,40.730953,-73.981628,1.0,,False,1 Av (L),40.730953,-73.981628
L06N,1 Av,40.730953,-73.981628,0,L06,,,,,,,,,,,,,,False,1 Av,,
L06S,1 Av,40.730953,-73.981628,0,L06,,,,,,,,,,,,,,False,1 Av,,
L08,Bedford Av,40.717304,-73.956872,1,,120.0,Bedford Av,Bedford Av (L),Bedford Av,120,Bk,False,L,Subway,40.717304,-73.956872,1.0,,False,Bedford Av (L),40.717304,-73.956872
L08N,Bedford Av,40.717304,-73.956872,0,L08,,,,,,,,,,,,,,False,Bedford Av,,
L08S,Bedford Av,40.717304,-73.956872,0,L08,,,,,,,,,,,,,,False,Bedford Av,,
L10,Lorimer St,40.714063,-73.950275,1,,629.0,Metropolitan Av/Lorimer St,"Metropolitan Av/Lorimer St (G,L)",Lorimer St; Metropolitan Av,121; 285,Bk,False,G L,Subway,40.7134275,-73.9508465,1.0,,False,"Metropolitan Av/Lorimer St (G,L)",40.7134275,-73.9508465
L10N,Lorimer St,40.714063,-73.950275,0,L10,,,,,,,,,,,,,,False,Lorimer St,,
L10S,Lorimer St,40.714063,-73.950275,0,L10,,,,,,,,,,,,,,False,Lorimer St,,
L11,Graham Av,40.714565,-73.944053,1,,122.0,Graham Av,Graham Av (L),Graham Av,122,Bk,False,L,Subway,40.714565,-73.944053,0.0,,False,Graham Av (L),40.714565,-73.944053
L11N,Graham Av,40.714565,-73.944053,0,L11,,,,,,,,,,,,,,False,Graham Av,,
L11S,Graham Av,40.714565,-73.944053,0,L11,,,,,,,,,,,,,,False,Graham Av,,
L12,Grand St,40.711926,-73.94067,1,,123.0,Grand St,Grand St (L),Grand St,123,Bk,False,L,Subway,40.711926,-73.94067,1.0,,False,Grand St (L),40.711926,-73.94067
L12N,Grand St,40.711926,-73.94067,0,L12,,,,,,,,,,,,,,False,Grand St,,
L12S,Grand St,40.711926,-73.94067,0,L12,,,,,,,,,,,,,,False,Grand St,,
L13,Montrose Av,40.707739,-73.93985,1,,124.0,Montrose Av,Montrose Av (L),Montrose Av,124,Bk,False,L,Subway,40.707739,-73.93985,0.0,,False,Montrose Av (L),40.707739,-73.93985
L13N,Montrose Av,40.707739,-73.93985,0,L13,,,,,,,,,,,,,,False,Montrose Av,,
L13S,Montrose Av,40.707739,-73.93985,0,L13,,,,,,,,,,,,,,False,Montrose Av,,
L14,Morgan Av,40.706152,-73.933147,1,,125.0,Morgan Av,Morgan Av (L),Morgan Av,125,Bk,False,L,Subway,40.706152,-73.933147,0.0,,False,Morgan Av (L),40.706152,-73.933147
L14N,Morgan Av,40.706152,-73.933147,0,L14,,,,,,,,,,,,,,False,Morgan Av,,
L14S,Morgan Av,40.706152,-73.933147,0,L14,,,,,,,,,,,,,,False,Morgan Av,,
L15,Jefferson St,40.706607,-73.922913,1,,126.0,Jefferson St,Jefferson St (L),Jefferson St,126,Bk,False,L,Subway,40.706607,-73.922913,0.0,,False,Jefferson St (L),40.706607,-73.922913
L15N,Jefferson St,40.706607,-73.922913,0,L15,,,,,,,,,,,,,,False,Jefferson St,,
L15S,Jefferson St,40.706607,-73.922913,0,L15,,,,,,,,,,,,,,False,Jefferson St,,
L16,DeKalb Av,40.703811,-73.918425,1,,127.0,DeKalb Av,DeKalb Av (L),DeKalb Av,127,Bk,False,L,Subway,40.703811,-73.918425,0.0,,False,DeKalb Av (L),40.703811,-73.918425
L16N,DeKalb Av,40.703811,-73.918425,0,L16,,,,,,,,,,,,,,False,DeKalb Av,,
L16S,DeKalb Av,40.703811,-73.918425,0,L16,,,,,,,,,,,,,,False,DeKalb Av,,
L17,Myrtle-Wyckoff Avs,40.699814,-73.911586,1,,630.0,Myrtle-Wyckoff Avs,"Myrtle-Wyckoff Avs (M,L)",Myrtle-Wyckoff Avs,112; 128,Bk,False,M L,Elevated; Subway,40.699622,-73.9119855,1.0,,False,"Myrtle-Wyckoff Avs (M,L)",40.699622,-73.9119855
L17N,Myrtle-Wyckoff Avs,40.699814,-73.911586,0,L17,,,,,,,,,,,,,,False,Myrtle-Wyckoff Avs,,
L17S,Myrtle-Wyckoff Avs,40.699814,-73.911586,0,L17,,,,,,,,,,,,,,False,Myrtle-Wyckoff Avs,,
L19,Halsey St,40.695602,-73.904084,1,,129.0,Halsey St,Halsey St (L),Halsey St,129,Q,False,L,Subway,40.695602,-73.904084,0.0,,False,Halsey St (L),40.695602,-73.904084
L19N,Halsey St,40.695602,-73.904084,0,L19,,,,,,,,,,,,,,False,Halsey St,,
L19S,Halsey St,40.695602,-73.904084,0,L19,,,,,,,,,,,,,,False,Halsey St,,
L20,Wilson Av,40.688764,-73.904046,1,,130.0,Wilson Av,Wilson Av (L),Wilson Av,130,Bk,False,L,Subway,40.688764,-73.904046,2.0,Manhattan-bound only,False,Wilson Av (L),40.688764,-73.904046
L20N,Wilson Av,40.688764,-73.904046,0,L20,,,,,,,,,,,,,,False,Wilson Av,,
L20S,Wilson Av,40.688764,-73.904046,0,L20,,,,,,,,,,,,,,False,Wilson Av,,
L21,Bushwick Av-Aberdeen St,40.682829,-73.905249,1,,131.0,Bushwick Av-Aberdeen St,Bushwick Av-Aberdeen St (L),Bushwick Av-Aberdeen St,131,Bk,False,L,Subway,40.682829,-73.905249,0.0,,False,Bushwick Av-Aberdeen St (L),40.682829,-73.905249
L21N,Bushwick Av-Aberdeen St,40.682829,-73.905249,0,L21,,,,,,,,,,,,,,False,Bushwick Av-Aberdeen St,,
L21S,Bushwick Av-Aberdeen St,40.682829,-73.905249,0,L21,,,,,,,,,,,,,,False,Bushwick Av-Aberdeen St,,
L22,Broadway Junction,40.678856,-73.90324,1,,621.0,Broadway Junction,"Broadway Junction (A,C,J,Z,L)",Broadway Junction,92; 132; 184,Bk,False,A C J Z L,Elevated; Subway,40.678896,-73.904356,0.0,,False,"Broadway Junction (A,C,J,Z,L)",40.678896,-73.904356
L22N,Broadway Junction,40.678856,-73.90324,0,L22,,,,,,,,,,,,,,False,Broadway Junction,,
L22S,Broadway Junction,40.678856,-73.90324,0,L22,,,,,,,,,,,,,,False,Broadway Junction,,
L24,Atlantic Av,40.675345,-73.903097,1,,133.0,Atlantic Av,Atlantic Av (L),Atlantic Av,133,Bk,False,L,Elevated,40.675345,-73.903097,0.0,,False,Atlantic Av (L),40.675345,-73.903097
L24N,Atlantic Av,40.675345,-73.903097,0,L24,,,,,,,,,,,,,,False,Atlantic Av,,
L24S,Atlantic Av,40.675345,-73.903097,0,L24,,,,,,,,,,,,,,False,Atlantic Av,,
L25,Sutter Av,40.669367,-73.901975,1,,134.0,Sutter Av,Sutter Av (L),Sutter Av,134,Bk,False,L,Elevated,40.669367,-73.901975,0.0,,False,Sutter Av (L),40.669367,-73.901975
L25N,Sutter Av,40.669367,-73.901975,0,L25,,,,,,,,,,,,,,False,Sutter Av,,
L25S,Sutter Av,40.669367,-73.901975,0,L25,,,,,,,,,,,,,,False,Sutter Av,,
L26,Livonia Av,40.664038,-73.900571,1,,135.0,Livonia Av,Livonia Av (L),Livonia Av,135,Bk,False,L,Elevated,40.664038,-73.900571,1.0,,False,Livonia Av (L),40.664038,-73.900571
L26N,Livonia Av,40.664038,-73.900571,0,L26,,,,,,,,,,,,,,False,Livonia Av,,
L26S,Livonia Av,40.664038,-73.900571,0,L26,,,,,,,,,,,,,,False,Livonia Av,,
L27,New Lots Av,40.658733,-73.899232,1,,136.0,New Lots Av,New Lots Av (L),New Lots Av,136,Bk,False,L,Elevated,40.658733,-73.899232,0.0,,False,New Lots Av (L),40.658733,-73.899232
L27N,New Lots Av,40.658733,-73.899232,0,L27,,,,,,,,,,,,,,False,New Lots Av,,
L27S,New Lots Av,40.658733,-73.899232,0,L27,,,,,,,,,,,,,,False,New Lots Av,,
L28,East 105 St,40.650573,-73.899485,1,,137.0,East 105 St,East 105 St (L),East 105 St,137,Bk,False,L,At Grade,40.650573,-73.899485,0.0,,False,East 105 St (L),40.650573,-73.899485
L28N,East 105 St,40.650573,-73.899485,0,L28,,,,,,,,,,,,,,False,East 105 St,,
L28S,East 105 St,40.650573,-73.899485,0,L28,,,,,,,,,,,,,,False,East 105 St,,
L29,Canarsie-Rockaway Pkwy,40.646654,-73.90185,1,,138.0,Canarsie-Rockaway Pkwy,Canarsie-Rockaway Pkwy (L),Canarsie-Rockaway Pkwy,138,Bk,False,L,At Grade,40.646654,-73.90185,1.0,,False,Canarsie-Rockaway Pkwy (L),40.646654,-73.90185
L29N,Canarsie-Rockaway Pkwy,40.646654,-73.90185,0,L29,,,,,,,,,,,,,,False,Canarsie-Rockaway Pkwy,,
L29S,Canarsie-Rockaway Pkwy,40.646654,-73.90185,0,L29,,,,,,,,,,,,,,False,Canarsie-Rockaway Pkwy,,
M01,Middle Village-Metropolitan Av,40.711396,-73.889601,1,,108.0,Middle Village-Metropolitan Av,Middle Village-Metropolitan Av (M),Middle Village-Metropolitan Av,108,Q,False,M,Elevated,40.711396,-73.889601,1.0,,False,Middle Village-Metropolitan Av (M),40.711396,-73.889601
M01N,Middle Village-Metropolitan Av,40.711396,-73.889601,0,M01,,,,,,,,,,,,,,False,Middle Village-Metropolitan Av,,
M01S,Middle Village-Metropolitan Av,40.711396,-73.889601,0,M01,,,,,,,,,,,,,,False,Middle Village-Metropolitan Av,,
M04,Fresh Pond Rd,40.706186,-73.895877,1,,109.0,Fresh Pond Rd,Fresh Pond Rd (M),Fresh Pond Rd,109,Q,False,M,Elevated,40.706186,-73.895877,0.0,,False,Fresh Pond Rd (M),40.706186,-73.895877
M04N,Fresh Pond Rd,40.706186,-73.895877,0,M04,,,,,,,,,,,,,,False,Fresh Pond Rd,,
M04S,Fresh Pond Rd,40.706186,-73.895877,0,M04,,,,,,,,,,,,,,False,Fresh Pond Rd,,
M05,Forest Av,40.704423,-73.903077,1,,110.0,Forest Av,Forest Av (M),Forest Av,110,Q,False,M,Elevated,40.704423,-73.903077,0.0,,False,Forest Av (M),40.704423,-73.903077
M05N,Forest Av,40.704423,-73.903077,0,M05,,,,,,,,,,,,,,False,Forest Av,,
M05S,Forest Av,40.704423,-73.903077,0,M05,,,,,,,,,,,,,,False,Forest Av,,
M06,Seneca Av,40.702762,-73.90774,1,,111.0,Seneca Av,Seneca Av (M),Seneca Av,111,Q,False,M,Elevated,40.702762,-73.90774,0.0,,False,Seneca Av (M),40.702762,-73.90774
M06N,Seneca Av,40.702762,-73.90774,0,M06,,,,,,,,,,,,,,False,Seneca Av,,
M06S,Seneca Av,40.702762,-73.90774,0,M06,,,,,,,,,,,,,,False,Seneca Av,,
M08,Myrtle-Wyckoff Avs,40.69943,-73.912385,1,,630.0,Myrtle-Wyckoff Avs,"Myrtle-Wyckoff Avs (M,L)",Myrtle-Wyckoff Avs,112; 128,Bk,False,M L,Elevated; Subway,40.699622,-73.9119855,1.0,,False,"Myrtle-Wyckoff Avs (M,L)",40.699622,-73.9119855
M08N,Myrtle-Wyckoff Avs,40.69943,-73.912385,0,M08,,,,,,,,,,,,,,False,Myrtle-Wyckoff Avs,,
M08S,Myrtle-Wyckoff Avs,40.69943,-73.912385,0,M08,,,,,,,,,,,,,,False,Myrtle-Wyckoff Avs,,
M09,Knickerbocker Av,40.698664,-73.919711,1,,113.0,Knickerbocker Av,Knickerbocker Av (M),Knickerbocker Av,113,Bk,False,M,Elevated,40.698664,-73.919711,0.0,,False,Knickerbocker Av (M),40.698664,-73.919711
M09N,Knickerbocker Av,40.698664,-73.919711,0,M09,,,,,,,,,,,,,,False,Knickerbocker Av,,
M09S,Knickerbocker Av,40.698664,-73.919711,0,M09,,,,,,,,,,,,,,False,Knickerbocker Av,,
M10,Central Av,40.697857,-73.927397,1,,114.0,Central Av,Central Av (M),Central Av,114,Bk,False,M,Elevated,40.697857,-73.927397,0.0,,False,Central Av (M),40.697857,-73.927397
M10N,Central Av,40.697857,-73.927397,0,M10,,,,,,,,,,,,,,False,Central Av,,
M10S,Central Av,40.697857,-73.927397,0,M10,,,,,,,,,,,,,,False,Central Av,,
M11,Myrtle Av,40.697207,-73.935657,1,,97.0,Myrtle Av,"Myrtle Av (M,J,Z)",Myrtle Av,97,Bk,False,M J Z,Elevated,40.697207,-73.935657,0.0,,False,"Myrtle Av (M,J,Z)",40.697207,-73.935657
M11N,Myrtle Av,40.697207,-73.935657,0,M11,,,,,,,,,,,,,,False,Myrtle Av,,
M11S,Myrtle Av,40.697207,-73.935657,0,M11,,,,,,,,,,,,,,False,Myrtle Av,,
M12,Flushing Av,40.70026,-73.941126,1,,98.0,Flushing Av,"Flushing Av (M,J)",Flushing Av,98,Bk,False,M J,Elevated,40.70026,-73.941126,1.0,,False,"Flushing Av (M,J)",40.70026,-73.941126
M12N,Flushing Av,40.70026,-73.941126,0,M12,,,,,,,,,,,,,,False,Flushing Av,,
M12S,Flushing Av,40.70026,-73.941126,0,M12,,,,,,,,,,,,,,False,Flushing Av,,
M13,Lorimer St,40.703869,-73.947408,1,,99.0,Lorimer St,"Lorimer St (M,J)",Lorimer St,99,Bk,False,M J,Elevated,40.703869,-73.947408,0.0,,False,"Lorimer St (M,J)",40.703869,-73.947408
M13N,Lorimer St,40.703869,-73.947408,0,M13,,,,,,,,,,,,,,False,Lorimer St,,
M13S,Lorimer St,40.703869,-73.947408,0,M13,,,,,,,,,,,,,,False,Lorimer St,,
M14,Hewes St,40.70687,-73.953431,1,,100.0,Hewes St,"Hewes St (M,J)",Hewes St,100,Bk,False,M J,Elevated,40.70687,-73.953431,0.0,,False,"Hewes St (M,J)",40.70687,-73.953431
M14N,Hewes St,40.70687,-73.953431,0,M14,,,,,,,,,,,,,,False,Hewes St,,
M14S,Hewes St,40.70687,-73.953431,0,M14,,,,,,,,,,,,,,False,Hewes St,,
M16,Marcy Av,40.708359,-73.957757,1,,101.0,Marcy Av,"Marcy Av (M,J,Z)",Marcy Av,101,Bk,False,M J Z,Elevated,40.708359,-73.957757,1.0,,False,"Marcy Av (M,J,Z)",40.708359,-73.957757
M16N,Marcy Av,40.708359,-73.957757,0,M16,,,,,,,,,,,,,,False,Marcy Av,,
M16S,Marcy Av,40.708359,-73.957757,0,M16,,,,,,,,,,,,,,False,Marcy Av,,
M18,Delancey St-Essex St,40.718315,-73.987437,1,,625.0,Delancey St-Essex St,"Delancey St-Essex St (F,M,J,Z)",Delancey St-Essex St,102; 233,M,True,F M J Z,Subway,40.718463,-73.9877755,0.0,,False,"Delancey St-Essex St (F,M,J,Z)",40.718463,-73.9877755
M18N,Delancey St-Essex St,40.718315,-73.987437,0,M18,,,,,,,,,,,,,,False,Delancey St-Essex St,,
M18S,Delancey St-Essex St,40.718315,-73.987437,0,M18,,,,,,,,,,,,,,False,Delancey St-Essex St,,
M19,Bowery,40.72028,-73.993915,1,,103.0,Bowery,"Bowery (J,Z)",Bowery,103,M,True,J Z,Subway,40.72028,-73.993915,0.0,,False,"Bowery (J,Z)",40.72028,-73.993915
M19N,Bowery,40.72028,-73.993915,0,M19,,,,,,,,,,,,,,False,Bowery,,
M19S,Bowery,40.72028,-73.993915,0,M19,,,,,,,,,,,,,,False,Bowery,,
M20,Canal St,40.718092,-73.999892,1,,623.0,Canal St,"Canal St (6,J,Z,N,Q,R,W)",Canal St,18; 19; 104; 410,M,True,6 J Z N Q R W,Subway,40.71870125,-74.00058,2.0,R W not accessible; N Q not accessible; J Z not accessible; 6 accessible,False,"Canal St (6,J,Z,N,Q,R,W)",40.71870125,-74.00058
M20N,Canal St,40.718092,-73.999892,0,M20,,,,,,,,,,,,,,False,Canal St,,
M20S,Canal St,40.718092,-73.999892,0,M20,,,,,,,,,,,,,,False,Canal St,,
M21,Chambers St,40.713243,-74.003401,1,,622.0,Brooklyn Bridge-City Hall/Chambers St,"Brooklyn Bridge-City Hall/Chambers St (4,5,6,J,Z)",Brooklyn Bridge-City Hall; Chambers St,105; 411,M,True,4 5 6 J Z,Subway,40.713154,-74.003766,1.0,,False,"Brooklyn Bridge-City Hall/Chambers St (4,5,6,J,Z)",40.713154,-74.003766
M21N,Chambers St,40.713243,-74.003401,0,M21,,,,,,,,,,,,,,False,Chambers St,,
M21S,Chambers St,40.713243,-74.003401,0,M21,,,,,,,,,,,,,,False,Chambers St,,
M22,Fulton St,40.710374,-74.007582,1,,628.0,Fulton St,"Fulton St (2,3,4,5,A,C,J,Z)",Fulton St,106; 172; 332; 412,M,True,2 3 4 5 A C J Z,Subway,40.71008875,-74.00783825,1.0,,False,"Fulton St (2,3,4,5,A,C,J,Z)",40.71008875,-74.00783825
M22N,Fulton St,40.710374,-74.007582,0,M22,,,,,,,,,,,,,,False,Fulton St,,
M22S,Fulton St,40.710374,-74.007582,0,M22,,,,,,,,,,,,,,False,Fulton St,,
M23,Broad St,40.706476,-74.011056,1,,107.0,Broad St,"Broad St (J,Z)",Broad St,107,M,True,J Z,Subway,40.706476,-74.011056,0.0,,False,"Broad St (J,Z)",40.706476,-74.011056
M23N,Broad St,40.706476,-74.011056,0,M23,,,,,,,,,,,,,,False,Broad St,,
M23S,Broad St,40.706476,-74.011056,0,M23,,,,,,,,,,,,,,False,Broad St,,
N02,8 Av,40.635064,-74.011719,1,,71.0,8 Av,8 Av (N),8 Av,71,Bk,False,N,Open Cut,40.635064,-74.011719,1.0,,False,8 Av (N),40.635064,-74.011719
N02N,8 Av,40.635064,-74.011719,0,N02,,,,,,,,,,,,,,False,8 Av,,
N02S,8 Av,40.635064,-74.011719,0,N02,,,,,,,,,,,,,,False,8 Av,,
N03,Fort Hamilton Pkwy,40.631386,-74.005351,1,,72.0,Fort Hamilton Pkwy,Fort Hamilton Pkwy (N),Fort Hamilton Pkwy,72,Bk,False,N,Open Cut,40.631386,-74.005351,0.0,,False,Fort Hamilton Pkwy (N),40.631386,-74.005351
N03N,Fort Hamilton Pkwy,40.631386,-74.005351,0,N03,,,,,,,,,,,,,,False,Fort Hamilton Pkwy,,
N03S,Fort Hamilton Pkwy,40.631386,-74.005351,0,N03,,,,,,,,,,,,,,False,Fort Hamilton Pkwy,,
N04,New Utrecht Av,40.624842,-73.996353,1,,615.0,62 St/New Utrecht Av,"62 St/New Utrecht Av (D,N)",62 St; New Utrecht Av,63; 73,Bk,False,D N,Elevated; Open Cut,40.625657,-73.996624,1.0,,False,"62 St/New Utrecht Av (D,N)",40.625657,-73.996624
N04N,New Utrecht Av,40.624842,-73.996353,0,N04,,,,,,,,,,,,,,False,New Utrecht Av,,
N04S,New Utrecht Av,40.624842,-73.996353,0,N04,,,,,,,,,,,,,,False,New Utrecht Av,,
N05,18 Av,40.620671,-73.990414,1,,74.0,18 Av,18 Av (N),18 Av,74,Bk,False,N,Open Cut,40.620671,-73.990414,0.0,,False,18 Av (N),40.620671,-73.990414
N05N,18 Av,40.620671,-73.990414,0,N05,,,,,,,,,,,,,,False,18 Av,,
N05S,18 Av,40.620671,-73.990414,0,N05,,,,,,,,,,,,,,False,18 Av,,
N06,20 Av,40.61741,-73.985026,1,,75.0,20 Av,20 Av (N),20 Av,75,Bk,False,N,Open Cut,40.61741,-73.985026,0.0,,False,20 Av (N),40.61741,-73.985026
N06N,20 Av,40.61741,-73.985026,0,N06,,,,,,,,,,,,,,False,20 Av,,
N06S,20 Av,40.61741,-73.985026,0,N06,,,,,,,,,,,,,,False,20 Av,,
N07,Bay Pkwy,40.611815,-73.981848,1,,76.0,Bay Pkwy,Bay Pkwy (N),Bay Pkwy,76,Bk,False,N,Open Cut,40.611815,-73.981848,0.0,,False,Bay Pkwy (N),40.611815,-73.981848
N07N,Bay Pkwy,40.611815,-73.981848,0,N07,,,,,,,,,,,,,,False,Bay Pkwy,,
N07S,Bay Pkwy,40.611815,-73.981848,0,N07,,,,,,,,,,,,,,False,Bay Pkwy,,
N08,Kings Hwy,40.603923,-73.980353,1,,77.0,Kings Hwy,Kings Hwy (N),Kings Hwy,77,Bk,False,N,Open Cut,40.603923,-73.980353,0.0,,False,Kings Hwy (N),40.603923,-73.980353
N08N,Kings Hwy,40.603923,-73.980353,0,N08,,,,,,,,,,,,,,False,Kings Hwy,,
N08S,Kings Hwy,40.603923,-73.980353,0,N08,,,,,,,,,,,,,,False,Kings Hwy,,
N09,Avenue U,40.597473,-73.979137,1,,78.0,Avenue U,Avenue U (N),Avenue U,78,Bk,False,N,Open Cut,40.597473,-73.979137,0.0,,False,Avenue U (N),40.597473,-73.979137
N09N,Avenue U,40.597473,-73.979137,0,N09,,,,,,,,,,,,,,False,Avenue U,,
N09S,Avenue U,40.597473,-73.979137,0,N09,,,,,,,,,,,,,,False,Avenue U,,
N10,86 St,40.592721,-73.97823,1,,79.0,86 St,86 St (N),86 St,79,Bk,False,N,Open Cut,40.592721,-73.97823,0.0,,False,86 St (N),40.592721,-73.97823
N10N,86 St,40.592721,-73.97823,0,N10,,,,,,,,,,,,,,False,86 St,,
N10S,86 St,40.592721,-73.97823,0,N10,,,,,,,,,,,,,,False,86 St,,
N12,S.B. Coney Island,40.577422,-73.981233,1,,,,,,,,,,,,,,,False,S.B. Coney Island,,
N12N,S.B. Coney Island,40.577422,-73.981233,0,N12,,,,,,,,,,,,,,False,S.B. Coney Island,,
N12S,S.B. Coney Island,40.577422,-73.981233,0,N12,,,,,,,,,,,,,,False,S.B. Coney Island,,
Q01,Canal St,40.718383,-74.00046,1,,623.0,Canal St,"Canal St (6,J,Z,N,Q,R,W)",Canal St,18; 19; 104; 410,M,True,6 J Z N Q R W,Subway,40.71870125,-74.00058,2.0,R W not accessible; N Q not accessible; J Z not accessible; 6 accessible,False,"Canal St (6,J,Z,N,Q,R,W)",40.71870125,-74.00058
Q01N,Canal St,40.718383,-74.00046,0,Q01,,,,,,,,,,,,,,False,Canal St,,
Q01S,Canal St,40.718383,-74.00046,0,Q01,,,,,,,,,,,,,,False,Canal St,,
Q03,72 St,40.768799,-73.958424,1,,477.0,72 St,72 St (Q),72 St,477,M,False,Q,Subway,40.768799,-73.958424,1.0,,False,72 St (Q),40.768799,-73.958424
Q03N,72 St,40.768799,-73.958424,0,Q03,,,,,,,,,,,,,,False,72 St,,
Q03S,72 St,40.768799,-73.958424,0,Q03,,,,,,,,,,,,,,False,72 St,,
Q04,86 St,40.777891,-73.951787,1,,476.0,86 St,86 St (Q),86 St,476,M,False,Q,Subway,40.777891,-73.951787,1.0,,False,86 St (Q),40.777891,-73.951787
Q04N,86 St,40.777891,-73.951787,0,Q04,,,,,,,,,,,,,,False,86 St,,
Q04S,86 St,40.777891,-73.951787,0,Q04,,,,,,,,,,,,,,False,86 St,,
Q05,96 St,40.784318,-73.947152,1,,475.0,96 St,96 St (Q),96 St,475,M,False,Q,Subway,40.784318,-73.947152,1.0,,False,96 St (Q),40.784318,-73.947152
Q05N,96 St,40.784318,-73.947152,0,Q05,,,,,,,,,,,,,,False,96 St,,
Q05S,96 St,40.784318,-73.947152,0,Q05,,,,,,,,,,,,,,False,96 St,,
R01,Astoria-Ditmars Blvd,40.775036,-73.912034,1,,1.0,Astoria-Ditmars Blvd,"Astoria-Ditmars Blvd (N,W)",Astoria-Ditmars Blvd,1,Q,False,N W,Elevated,40.775036,-73.912034,0.0,,False,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.912034
R01N,Astoria-Ditmars Blvd,40.775036,-73.912034,0,R01,,,,,,,,,,,,,,False,Astoria-Ditmars Blvd,,
R01S,Astoria-Ditmars Blvd,40.775036,-73.912034,0,R01,,,,,,,,,,,,,,False,Astoria-Ditmars Blvd,,
R03,Astoria Blvd,40.770258,-73.917843,1,,2.0,Astoria Blvd,"Astoria Blvd (N,W)",Astoria Blvd,2,Q,False,N W,Elevated,40.770258,-73.917843,1.0,,False,"Astoria Blvd (N,W)",40.770258,-73.917843
R03N,Astoria Blvd,40.770258,-73.917843,0,R03,,,,,,,,,,,,,,False,Astoria Blvd,,
R03S,Astoria Blvd,40.770258,-73.917843,0,R03,,,,,,,,,,,,,,False,Astoria Blvd,,
R04,30 Av,40.766779,-73.921479,1,,3.0,30 Av,"30 Av (N,W)",30 Av,3,Q,False,N W,Elevated,40.766779,-73.921479,0.0,,False,"30 Av (N,W)",40.766779,-73.921479
R04N,30 Av,40.766779,-73.921479,0,R04,,,,,,,,,,,,,,False,30 Av,,
R04S,30 Av,40.766779,-73.921479,0,R04,,,,,,,,,,,,,,False,30 Av,,
R05,Broadway,40.76182,-73.925508,1,,4.0,Broadway,"Broadway (N,W)",Broadway,4,Q,False,N W,Elevated,40.76182,-73.925508,0.0,,False,"Broadway (N,W)",40.76182,-73.925508
R05N,Broadway,40.76182,-73.925508,0,R05,,,,,,,,,,,,,,False,Broadway,,
R05S,Broadway,40.76182,-73.925508,0,R05,,,,,,,,,,,,,,False,Broadway,,
R06,36 Av,40.756804,-73.929575,1,,5.0,36 Av,"36 Av (N,W)",36 Av,5,Q,False,N W,Elevated,40.756804,-73.929575,0.0,,False,"36 Av (N,W)",40.756804,-73.929575
R06N,36 Av,40.756804,-73.929575,0,R06,,,,,,,,,,,,,,False,36 Av,,
R06S,36 Av,40.756804,-73.929575,0,R06,,,,,,,,,,,,,,False,36 Av,,
R08,39 Av-Dutch Kills,40.752882,-73.932755,1,,6.0,39 Av-Dutch Kills,"39 Av-Dutch Kills (N,W)",39 Av-Dutch Kills,6,Q,False,N W,Elevated,40.752882,-73.932755,0.0,,False,"39 Av-Dutch Kills (N,W)",40.752882,-73.932755
R08N,39 Av-Dutch Kills,40.752882,-73.932755,0,R08,,,,,,,,,,,,,,False,39 Av-Dutch Kills,,
R08S,39 Av-Dutch Kills,40.752882,-73.932755,0,R08,,,,,,,,,,,,,,False,39 Av-Dutch Kills,,
R09,Queensboro Plaza,40.750582,-73.940202,1,,461.0,Queensboro Plaza,"Queensboro Plaza (7,N,W)",Queensboro Plaza,461,Q,False,7 N W,Elevated,40.750582,-73.940202,1.0,,False,"Queensboro Plaza (7,N,W)",40.750582,-73.940202
R09N,Queensboro Plaza,40.750582,-73.940202,0,R09,,,,,,,,,,,,,,False,Queensboro Plaza,,
R09S,Queensboro Plaza,40.750582,-73.940202,0,R09,,,,,,,,,,,,,,False,Queensboro Plaza,,
