stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,station_complex_id,complex_stop_name,complex_display_name,constituent_station_names,station_ids,borough,cbd,daytime_routes,structure_type,complex_latitude,complex_longitude,ada,ada_notes,is_ibx,station_complex_name,station_complex_lat,station_complex_lon
610S,Morrison Av-Soundview,40.829521,-73.874516,0,610,,,,,,,,,,,,,,False,Morrison Av-Soundview,,
611,Elder Av,40.828584,-73.879159,1,,369.0,Elder Av,Elder Av (6),Elder Av,369,Bx,False,6,Elevated,40.828584,-73.879159,0.0,,False,Elder Av (6),40.828584,-73.879159
611N,Elder Av,40.828584,-73.879159,0,611,,,,,,,,,,,,,,False,Elder Av,,
611S,Elder Av,40.828584,-73.879159,0,611,,,,,,,,,,,,,,False,Elder Av,,
612,Whitlock Av,40.826525,-73.886283,1,,370.0,Whitlock Av,Whitlock Av (6),Whitlock Av,370,Bx,False,6,Elevated,40.826525,-73.886283,0.0,,False,Whitlock Av (6),40.826525,-73.886283
612N,Whitlock Av,40.826525,-73.886283,0,612,,,,,,,,,,,,,,False,Whitlock Av,,
612S,Whitlock Av,40.826525,-73.886283,0,612,,,,,,,,,,,,,,False,Whitlock Av,,
613,Hunts Point Av,40.820948,-73.890549,1,,371.0,Hunts Point Av,Hunts Point Av (6),Hunts Point Av,371,Bx,False,6,Subway,40.820948,-73.890549,1.0,,False,Hunts Point Av (6),40.820948,-73.890549
613N,Hunts Point Av,40.820948,-73.890549,0,613,,,,,,,,,,,,,,False,Hunts Point Av,,
613S,Hunts Point Av,40.820948,-73.890549,0,613,,,,,,,,,,,,,,False,Hunts Point Av,,
614,Longwood Av,40.816104,-73.896435,1,,372.0,Longwood Av,Longwood Av (6),Longwood Av,372,Bx,False,6,Subway,40.816104,-73.896435,0.0,,False,Longwood Av (6),40.816104,-73.896435
614N,Longwood Av,40.816104,-73.896435,0,614,,,,,,,,,,,,,,False,Longwood Av,,
614S,Longwood Av,40.816104,-73.896435,0,614,,,,,,,,,,,,,,False,Longwood Av,,
615,E 149 St,40.812118,-73.904098,1,,373.0,E 149 St,E 149 St (6),E 149 St,373,Bx,False,6,Subway,40.812118,-73.904098,1.0,,False,E 149 St (6),40.812118,-73.904098
615N,E 149 St,40.812118,-73.904098,0,615,,,,,,,,,,,,,,False,E 149 St,,
615S,E 149 St,40.812118,-73.904098,0,615,,,,,,,,,,,,,,False,E 149 St,,
616,E 143 St-St Mary's St,40.808719,-73.907657,1,,374.0,E 143 St-St Mary's St,E 143 St-St Mary's St (6),E 143 St-St Mary's St,374,Bx,False,6,Subway,40.808719,-73.907657,0.0,,False,E 143 St-St Mary's St (6),40.808719,-73.907657
616N,E 143 St-St Mary's St,40.808719,-73.907657,0,616,,,,,,,,,,,,,,False,E 143 St-St Mary's St,,
616S,E 143 St-St Mary's St,40.808719,-73.907657,0,616,,,,,,,,,,,,,,False,E 143 St-St Mary's St,,
617,Cypress Av,40.805368,-73.914042,1,,375.0,Cypress Av,Cypress Av (6),Cypress Av,375,Bx,False,6,Subway,40.805368,-73.914042,0.0,,False,Cypress Av (6),40.805368,-73.914042
617N,Cypress Av,40.805368,-73.914042,0,617,,,,,,,,,,,,,,False,Cypress Av,,
617S,Cypress Av,40.805368,-73.914042,0,617,,,,,,,,,,,,,,False,Cypress Av,,
618,Brook Av,40.807566,-73.91924,1,,376.0,Brook Av,Brook Av (6),Brook Av,376,Bx,False,6,Subway,40.807566,-73.91924,0.0,,False,Brook Av (6),40.807566,-73.91924
618N,Brook Av,40.807566,-73.91924,0,618,,,,,,,,,,,,,,False,Brook Av,,
618S,Brook Av,40.807566,-73.91924,0,618,,,,,,,,,,,,,,False,Brook Av,,
619,3 Av-138 St,40.810476,-73.926138,1,,377.0,3 Av-138 St,3 Av-138 St (6),3 Av-138 St,377,Bx,False,6,Subway,40.810476,-73.926138,0.0,,False,3 Av-138 St (6),40.810476,-73.926138
619N,3 Av-138 St,40.810476,-73.926138,0,619,,,,,,,,,,,,,,False,3 Av-138 St,,
619S,3 Av-138 St,40.810476,-73.926138,0,619,,,,,,,,,,,,,,False,3 Av-138 St,,
621,125 St,40.804138,-73.937594,1,,392.0,125 St,"125 St (4,5,6)",125 St,392,M,False,4 5 6,Subway,40.804138,-73.937594,1.0,,False,"125 St (4,5,6)",40.804138,-73.937594
621N,125 St,40.804138,-73.937594,0,621,,,,,,,,,,,,,,False,125 St,,
621S,125 St,40.804138,-73.937594,0,621,,,,,,,,,,,,,,False,125 St,,
622,116 St,40.798629,-73.941617,1,,393.0,116 St,116 St (6),116 St,393,M,False,6,Subway,40.798629,-73.941617,0.0,,False,116 St (6),40.798629,-73.941617
622N,116 St,40.798629,-73.941617,0,622,,,,,,,,,,,,,,False,116 St,,
622S,116 St,40.798629,-73.941617,0,622,,,,,,,,,,,,,,False,116 St,,
623,110 St,40.79502,-73.94425,1,,394.0,110 St,110 St (6),110 St,394,M,False,6,Subway,40.79502,-73.94425,0.0,,False,110 St (6),40.79502,-73.94425
623N,110 St,40.79502,-73.94425,0,623,,,,,,,,,,,,,,False,110 St,,
623S,110 St,40.79502,-73.94425,0,623,,,,,,,,,,,,,,False,110 St,,
624,103 St,40.7906,-73.947478,1,,395.0,103 St,103 St (6),103 St,395,M,False,6,Subway,40.7906,-73.947478,0.0,,False,103 St (6),40.7906,-73.947478
624N,103 St,40.7906,-73.947478,0,624,,,,,,,,,,,,,,False,103 St,,
624S,103 St,40.7906,-73.947478,0,624,,,,,,,,,,,,,,False,103 St,,
625,96 St,40.785672,-73.95107,1,,396.0,96 St,96 St (6),96 St,396,M,False,6,Subway,40.785672,-73.95107,0.0,,False,96 St (6),40.785672,-73.95107
625N,96 St,40.785672,-73.95107,0,625,,,,,,,,,,,,,,False,96 St,,
625S,96 St,40.785672,-73.95107,0,625,,,,,,,,,,,,,,False,96 St,,
626,86 St,40.779492,-73.955589,1,,397.0,86 St,"86 St (4,5,6)",86 St,397,M,False,4 5 6,Subway,40.779492,-73.955589,2.0,Uptown local only,False,"86 St (4,5,6)",40.779492,-73.955589
626N,86 St,40.779492,-73.955589,0,626,,,,,,,,,,,,,,False,86 St,,
626S,86 St,40.779492,-73.955589,0,626,,,,,,,,,,,,,,False,86 St,,
627,77 St,40.77362,-73.959874,1,,398.0,77 St,77 St (6),77 St,398,M,False,6,Subway,40.77362,-73.959874,0.0,,False,77 St (6),40.77362,-73.959874
627N,77 St,40.77362,-73.959874,0,627,,,,,,,,,,,,,,False,77 St,,
627S,77 St,40.77362,-73.959874,0,627,,,,,,,,,,,,,,False,77 St,,
628,68 St-Hunter College,40.768141,-73.96387,1,,399.0,68 St-Hunter College,68 St-Hunter College (6),68 St-Hunter College,399,M,False,6,Subway,40.768141,-73.96387,1.0,,False,68 St-Hunter College (6),40.768141,-73.96387
628N,68 St-Hunter College,40.768141,-73.96387,0,628,,,,,,,,,,,,,,False,68 St-Hunter College,,
628S,68 St-Hunter College,40.768141,-73.96387,0,628,,,,,,,,,,,,,,False,68 St-Hunter College,,
629,59 St,40.762526,-73.967967,1,,613.0,Lexington Av/59 St,"Lexington Av/59 St (4,5,6,N,R,W)",59 St; Lexington Av/59 St,7; 400,M,True,4 5 6 N R W,Subway,40.762593,-73.9676125,0.0,,False,"Lexington Av/59 St (4,5,6,N,R,W)",40.762593,-73.9676125
629N,59 St,40.762526,-73.967967,0,629,,,,,,,,,,,,,,False,59 St,,
629S,59 St,40.762526,-73.967967,0,629,,,,,,,,,,,,,,False,59 St,,
630,51 St,40.757107,-73.97192,1,,612.0,Lexington Av/51-53 Sts,"Lexington Av/51-53 Sts (6,E,F)",51 St; Lexington Av/53 St,275; 401,M,True,6 E F,Subway,40.7573295,-73.9704875,1.0,,False,"Lexington Av/51-53 Sts (6,E,F)",40.7573295,-73.9704875
630N,51 St,40.757107,-73.97192,0,630,,,,,,,,,,,,,,False,51 St,,
630S,51 St,40.757107,-73.97192,0,630,,,,,,,,,,,,,,False,51 St,,
631,Grand Central-42 St,40.751776,-73.976848,1,,610.0,Grand Central-42 St,"Grand Central-42 St (4,5,6,7,S)",Grand Central-42 St,402; 465; 469,M,True,4 5 6 7 S,Subway,40.751992,-73.97735933,1.0,,False,"Grand Central-42 St (4,5,6,7,S)",40.751992,-73.97735933
631N,Grand Central-42 St,40.751776,-73.976848,0,631,,,,,,,,,,,,,,False,Grand Central-42 St,,
631S,Grand Central-42 St,40.751776,-73.976848,0,631,,,,,,,,,,,,,,False,Grand Central-42 St,,
632,33 St,40.746081,-73.982076,1,,403.0,33 St,33 St (6),33 St,403,M,True,6,Subway,40.746081,-73.982076,0.0,,False,33 St (6),40.746081,-73.982076
632N,33 St,40.746081,-73.982076,0,632,,,,,,,,,,,,,,False,33 St,,
632S,33 St,40.746081,-73.982076,0,632,,,,,,,,,,,,,,False,33 St,,
633,28 St,40.74307,-73.984264,1,,404.0,28 St,28 St (6),28 St,404,M,True,6,Subway,40.74307,-73.984264,2.0,Downtown only,False,28 St (6),40.74307,-73.984264
633N,28 St,40.74307,-73.984264,0,633,,,,,,,,,,,,,,False,28 St,,
633S,28 St,40.74307,-73.984264,0,633,,,,,,,,,,,,,,False,28 St,,
634,23 St,40.739864,-73.986599,1,,405.0,23 St-Baruch College,23 St-Baruch College (6),23 St-Baruch College,405,M,True,6,Subway,40.739864,-73.986599,1.0,,False,23 St-Baruch College (6),40.739864,-73.986599
634N,23 St,40.739864,-73.986599,0,634,,,,,,,,,,,,,,False,23 St,,
634S,23 St,40.739864,-73.986599,0,634,,,,,,,,,,,,,,False,23 St,,
635,14 St-Union Sq,40.734673,-73.989951,1,,602.0,14 St-Union Sq,"14 St-Union Sq (4,5,6,L,N,Q,R,W)",14 St-Union Sq,15; 117; 406,M,True,4 5 6 L N Q R W,Subway,40.735066,-73.99041633,2.0,N Q R W accessible; L accessible; 4 5 6 not accessible,False,"14 St-Union Sq (4,5,6,L,N,Q,R,W)",40.735066,-73.99041633
635N,14 St-Union Sq,40.734673,-73.989951,0,635,,,,,,,,,,,,,,False,14 St-Union Sq,,
635S,14 St-Union Sq,40.734673,-73.989951,0,635,,,,,,,,,,,,,,False,14 St-Union Sq,,
636,Astor Pl,40.730054,-73.99107,1,,407.0,Astor Pl,Astor Pl (6),Astor Pl,407,M,True,6,Subway,40.730054,-73.99107,0.0,,False,Astor Pl (6),40.730054,-73.99107
636N,Astor Pl,40.730054,-73.99107,0,636,,,,,,,,,,,,,,False,Astor Pl,,
636S,Astor Pl,40.730054,-73.99107,0,636,,,,,,,,,,,,,,False,Astor Pl,,
637,Bleecker St,40.725915,-73.994659,1,,619.0,Broadway-Lafayette St/Bleecker St,"Broadway-Lafayette St/Bleecker St (6,B,D,F,M)",Bleecker St; Broadway-Lafayette St,230; 408,M,True,6 B D F M,Subway,40.725606,-73.9954315,1.0,,False,"Broadway-Lafayette St/Bleecker St (6,B,D,F,M)",40.725606,-73.9954315
637N,Bleecker St,40.725915,-73.994659,0,637,,,,,,,,,,,,,,False,Bleecker St,,
637S,Bleecker St,40.725915,-73.994659,0,637,,,,,,,,,,,,,,False,Bleecker St,,
638,Spring St,40.722301,-73.997141,1,,409.0,Spring St,Spring St (6),Spring St,409,M,True,6,Subway,40.722301,-73.997141,0.0,,False,Spring St (6),40.722301,-73.997141
638N,Spring St,40.722301,-73.997141,0,638,,,,,,,,,,,,,,False,Spring St,,
638S,Spring St,40.722301,-73.997141,0,638,,,,,,,,,,,,,,False,Spring St,,
639,Canal St,40.718803,-74.000193,1,,623.0,Canal St,"Canal St (6,J,Z,N,Q,R,W)",Canal St,18; 19; 104; 410,M,True,6 J Z N Q R W,Subway,40.71870125,-74.00058,2.0,R W not accessible; N Q not accessible; J Z not accessible; 6 accessible,False,"Canal St (6,J,Z,N,Q,R,W)",40.71870125,-74.00058
639N,Canal St,40.718803,-74.000193,0,639,,,,,,,,,,,,,,False,Canal St,,
639S,Canal St,40.718803,-74.000193,0,639,,,,,,,,,,,,,,False,Canal St,,
640,Brooklyn Bridge-City Hall,40.713065,-74.004131,1,,622.0,Brooklyn Bridge-City Hall/Chambers St,"Brooklyn Bridge-City Hall/Chambers St (4,5,6,J,Z)",Brooklyn Bridge-City Hall; Chambers St,105; 411,M,True,4 5 6 J Z,Subway,40.713154,-74.003766,1.0,,False,"Brooklyn Bridge-City Hall/Chambers St (4,5,6,J,Z)",40.713154,-74.003766
640N,Brooklyn Bridge-City Hall,40.713065,-74.004131,0,640,,,,,,,,,,,,,,False,Brooklyn Bridge-City Hall,,
640S,Brooklyn Bridge-City Hall,40.713065,-74.004131,0,640,,,,,,,,,,,,,,False,Brooklyn Bridge-City Hall,,
701,Flushing-Main St,40.7596,-73.83003,1,,447.0,Flushing-Main St,Flushing-Main St (7),Flushing-Main St,447,Q,False,7,Subway,40.7596,-73.83003,1.0,,False,Flushing-Main St (7),40.7596,-73.83003
701N,Flushing-Main St,40.7596,-73.83003,0,701,,,,,,,,,,,,,,False,Flushing-Main St,,
701S,Flushing-Main St,40.7596,-73.83003,0,701,,,,,,,,,,,,,,False,Flushing-Main St,,
702,Mets-Willets Point,40.754622,-73.845625,1,,448.0,Mets-Willets Point,Mets-Willets Point (7),Mets-Willets Point,448,Q,False,7,Elevated,40.754622,-73.845625,0.0,,False,Mets-Willets Point (7),40.754622,-73.845625
702N,Mets-Willets Point,40.754622,-73.845625,0,702,,,,,,,,,,,,,,False,Mets-Willets Point,,
702S,Mets-Willets Point,40.754622,-73.845625,0,702,,,,,,,,,,,,,,False,Mets-Willets Point,,
705,111 St,40.75173,-73.855334,1,,449.0,111 St,111 St (7),111 St,449,Q,False,7,Elevated,40.75173,-73.855334,0.0,,False,111 St (7),40.75173,-73.855334
705N,111 St,40.75173,-73.855334,0,705,,,,,,,,,,,,,,False,111 St,,
705S,111 St,40.75173,-73.855334,0,705,,,,,,,,,,,,,,False,111 St,,
706,103 St-Corona Plaza,40.749865,-73.8627,1,,450.0,103 St-Corona Plaza,103 St-Corona Plaza (7),103 St-Corona Plaza,450,Q,False,7,Elevated,40.749865,-73.8627,0.0,,False,103 St-Corona Plaza (7),40.749865,-73.8627
706N,103 St-Corona Plaza,40.749865,-73.8627,0,706,,,,,,,,,,,,,,False,103 St-Corona Plaza,,
706S,103 St-Corona Plaza,40.749865,-73.8627,0,706,,,,,,,,,,,,,,False,103 St-Corona Plaza,,
707,Junction Blvd,40.749145,-73.869527,1,,451.0,Junction Blvd,Junction Blvd (7),Junction Blvd,451,Q,False,7,Elevated,40.749145,-73.869527,1.0,,False,Junction Blvd (7),40.749145,-73.869527
707N,Junction Blvd,40.749145,-73.869527,0,707,,,,,,,,,,,,,,False,Junction Blvd,,
707S,Junction Blvd,40.749145,-73.869527,0,707,,,,,,,,,,,,,,False,Junction Blvd,,
708,90 St-Elmhurst Av,40.748408,-73.876613,1,,452.0,90 St-Elmhurst Av,90 St-Elmhurst Av (7),90 St-Elmhurst Av,452,Q,False,7,Elevated,40.748408,-73.876613,0.0,,False,90 St-Elmhurst Av (7),40.748408,-73.876613
708N,90 St-Elmhurst Av,40.748408,-73.876613,0,708,,,,,,,,,,,,,,False,90 St-Elmhurst Av,,
708S,90 St-Elmhurst Av,40.748408,-73.876613,0,708,,,,,,,,,,,,,,False,90 St-Elmhurst Av,,
709,82 St-Jackson Hts,40.747659,-73.883697,1,,453.0,82 St-Jackson Hts,82 St-Jackson Hts (7),82 St-Jackson Hts,453,Q,False,7,Elevated,40.747659,-73.883697,0.0,,False,82 St-Jackson Hts (7),40.747659,-73.883697
709N,82 St-Jackson Hts,40.747659,-73.883697,0,709,,,,,,,,,,,,,,False,82 St-Jackson Hts,,
709S,82 St-Jackson Hts,40.747659,-73.883697,0,709,,,,,,,,,,,,,,False,82 St-Jackson Hts,,
710,74 St-Broadway,40.746848,-73.891394,1,,616.0,Jackson Hts-Roosevelt Av/74 St-Broadway,"Jackson Hts-Roosevelt Av/74 St-Broadway (7,E,F,M,R)",74 St-Broadway; Jackson Hts-Roosevelt Av,267; 454,Q,False,7 E F M R,Elevated; Subway,40.746746,-73.891366,1.0,,False,"Jackson Hts-Roosevelt Av/74 St-Broadway (7,E,F,M,R)",40.746746,-73.891366
710N,74 St-Broadway,40.746848,-73.891394,0,710,,,,,,,,,,,,,,False,74 St-Broadway,,
710S,74 St-Broadway,40.746848,-73.891394,0,710,,,,,,,,,,,,,,False,74 St-Broadway,,
711,69 St,40.746325,-73.896403,1,,455.0,69 St,69 St (7),69 St,455,Q,False,7,Elevated,40.746325,-73.896403,0.0,,False,69 St (7),40.746325,-73.896403
711N,69 St,40.746325,-73.896403,0,711,,,,,,,,,,,,,,False,69 St,,
711S,69 St,40.746325,-73.896403,0,711,,,,,,,,,,,,,,False,69 St,,
712,61 St-Woodside,40.74563,-73.902984,1,,456.0,61 St-Woodside,61 St-Woodside (7),61 St-Woodside,456,Q,False,7,Elevated,40.74563,-73.902984,1.0,,False,61 St-Woodside (7),40.74563,-73.902984
712N,61 St-Woodside,40.74563,-73.902984,0,712,,,,,,,,,,,,,,False,61 St-Woodside,,
712S,61 St-Woodside,40.74563,-73.902984,0,712,,,,,,,,,,,,,,False,61 St-Woodside,,
713,52 St,40.744149,-73.912549,1,,457.0,52 St,52 St (7),52 St,457,Q,False,7,Elevated,40.744149,-73.912549,0.0,,False,52 St (7),40.744149,-73.912549
713N,52 St,40.744149,-73.912549,0,713,,,,,,,,,,,,,,False,52 St,,
713S,52 St,40.744149,-73.912549,0,713,,,,,,,,,,,,,,False,52 St,,
714,46 St-Bliss St,40.743132,-73.918435,1,,458.0,46 St-Bliss St,46 St-Bliss St (7),46 St-Bliss St,458,Q,False,7,Elevated,40.743132,-73.918435,0.0,,False,46 St-Bliss St (7),40.743132,-73.918435
714N,46 St-Bliss St,40.743132,-73.918435,0,714,,,,,,,,,,,,,,False,46 St-Bliss St,,
714S,46 St-Bliss St,40.743132,-73.918435,0,714,,,,,,,,,,,,,,False,46 St-Bliss St,,
715,40 St-Lowery St,40.743781,-73.924016,1,,459.0,40 St-Lowery St,40 St-Lowery St (7),40 St-Lowery St,459,Q,False,7,Elevated,40.743781,-73.924016,0.0,,False,40 St-Lowery St (7),40.743781,-73.924016
715N,40 St-Lowery St,40.743781,-73.924016,0,715,,,,,,,,,,,,,,False,40 St-Lowery St,,
715S,40 St-Lowery St,40.743781,-73.924016,0,715,,,,,,,,,,,,,,False,40 St-Lowery St,,
716,33 St-Rawson St,40.744587,-73.930997,1,,460.0,33 St-Rawson St,33 St-Rawson St (7),33 St-Rawson St,460,Q,False,7,Elevated,40.744587,-73.930997,0.0,,False,33 St-Rawson St (7),40.744587,-73.930997
716N,33 St-Rawson St,40.744587,-73.930997,0,716,,,,,,,,,,,,,,False,33 St-Rawson St,,
716S,33 St-Rawson St,40.744587,-73.930997,0,716,,,,,,,,,,,,,,False,33 St-Rawson St,,
718,Queensboro Plaza,40.750582,-73.940202,1,,461.0,Queensboro Plaza,"Queensboro Plaza (7,N,W)",Queensboro Plaza,461,Q,False,7 N W,Elevated,40.750582,-73.940202,1.0,,False,"Queensboro Plaza (7,N,W)",40.750582,-73.940202
718N,Queensboro Plaza,40.750582,-73.940202,0,718,,,,,,,,,,,,,,False,Queensboro Plaza,,
718S,Queensboro Plaza,40.750582,-73.940202,0,718,,,,,,,,,,,,,,False,Queensboro Plaza,,
719,Court Sq,40.747023,-73.945264,1,,606.0,Court Sq-23 St,"Court Sq-23 St (7,E,F,G)",Court Sq; Court Sq-23 St,274; 281; 462,Q,False,7 E F G,Elevated; Subway,40.747141,-73.945032,2.0,E M Manhattan-bound only; G accessible; 7 accessible,False,"Court Sq-23 St (7,E,F,G)",40.747141,-73.945032
719N,Court Sq,40.747023,-73.945264,0,719,,,,,,,,,,,,,,False,Court Sq,,
719S,Court Sq,40.747023,-73.945264,0,719,,,,,,,,,,,,,,False,Court Sq,,
720,Hunters Point Av,40.742216,-73.948916,1,,463.0,Hunters Point Av,Hunters Point Av (7),Hunters Point Av,463,Q,False,7,Subway,40.742216,-73.948916,0.0,,False,Hunters Point Av (7),40.742216,-73.948916
720N,Hunters Point Av,40.742216,-73.948916,0,720,,,,,,,,,,,,,,False,Hunters Point Av,,
720S,Hunters Point Av,40.742216,-73.948916,0,720,,,,,,,,,,,,,,False,Hunters Point Av,,
721,Vernon Blvd-Jackson Av,40.742626,-73.953581,1,,464.0,Vernon Blvd-Jackson Av,Vernon Blvd-Jackson Av (7),Vernon Blvd-Jackson Av,464,Q,False,7,Subway,40.742626,-73.953581,0.0,,False,Vernon Blvd-Jackson Av (7),40.742626,-73.953581
721N,Vernon Blvd-Jackson Av,40.742626,-73.953581,0,721,,,,,,,,,,,,,,False,Vernon Blvd-Jackson Av,,
721S,Vernon Blvd-Jackson Av,40.742626,-73.953581,0,721,,,,,,,,,,,,,,False,Vernon Blvd-Jackson Av,,
723,Grand Central-42 St,40.751431,-73.976041,1,,610.0,Grand Central-42 St,"Grand Central-42 St (4,5,6,7,S)",Grand Central-42 St,402; 465; 469,M,True,4 5 6 7 S,Subway,40.751992,-73.97735933,1.0,,False,"Grand Central-42 St (4,5,6,7,S)",40.751992,-73.97735933
723N,Grand Central-42 St,40.751431,-73.976041,0,723,,,,,,,,,,,,,,False,Grand Central-42 St,,
723S,Grand Central-42 St,40.751431,-73.976041,0,723,,,,,,,,,,,,,,False,Grand Central-42 St,,
724,5 Av,40.753821,-73.981963,1,,609.0,42 St-Bryant Pk/5 Av,"42 St-Bryant Pk/5 Av (7,B,D,F,M)",42 St-Bryant Pk; 5 Av,226; 466,M,True,7 B D F M,Subway,40.7540215,-73.983266,0.0,,False,"42 St-Bryant Pk/5 Av (7,B,D,F,M)",40.7540215,-73.983266
724N,5 Av,40.753821,-73.981963,0,724,,,,,,,,,,,,,,False,5 Av,,
724S,5 Av,40.753821,-73.981963,0,724,,,,,,,,,,,,,,False,5 Av,,
725,Times Sq-42 St,40.755477,-73.987691,1,,611.0,Times Sq-42 St/Port Authority Bus Terminal,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",42 St-Port Authority Bus Terminal; Times Sq-42 St,11; 163; 317; 467; 468,M,True,1 2 3 7 A C E N Q R W S,Subway,40.755746,-73.9875808,1.0,,False,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",40.755746,-73.9875808
725N,Times Sq-42 St,40.755477,-73.987691,0,725,,,,,,,,,,,,,,False,Times Sq-42 St,,
725S,Times Sq-42 St,40.755477,-73.987691,0,725,,,,,,,,,,,,,,False,Times Sq-42 St,,
726,34 St-Hudson Yards,40.755882,-74.00191,1,,471.0,34 St-Hudson Yards,34 St-Hudson Yards (7),34 St-Hudson Yards,471,M,True,7,Subway,40.755882,-74.00191,1.0,,False,34 St-Hudson Yards (7),40.755882,-74.00191
726N,34 St-Hudson Yards,40.755882,-74.00191,0,726,,,,,,,,,,,,,,False,34 St-Hudson Yards,,
726S,34 St-Hudson Yards,40.755882,-74.00191,0,726,,,,,,,,,,,,,,False,34 St-Hudson Yards,,
901,Grand Central-42 St,40.752769,-73.979189,1,,610.0,Grand Central-42 St,"Grand Central-42 St (4,5,6,7,S)",Grand Central-42 St,402; 465; 469,M,True,4 5 6 7 S,Subway,40.751992,-73.97735933,1.0,,False,"Grand Central-42 St (4,5,6,7,S)",40.751992,-73.97735933
901N,Grand Central-42 St,40.752769,-73.979189,0,901,,,,,,,,,,,,,,False,Grand Central-42 St,,
901S,Grand Central-42 St,40.752769,-73.979189,0,901,,,,,,,,,,,,,,False,Grand Central-42 St,,
902,Times Sq-42 St,40.755983,-73.986229,1,,611.0,Times Sq-42 St/Port Authority Bus Terminal,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",42 St-Port Authority Bus Terminal; Times Sq-42 St,11; 163; 317; 467; 468,M,True,1 2 3 7 A C E N Q R W S,Subway,40.755746,-73.9875808,1.0,,False,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",40.755746,-73.9875808
902N,Times Sq-42 St,40.755983,-73.986229,0,902,,,,,,,,,,,,,,False,Times Sq-42 St,,
902S,Times Sq-42 St,40.755983,-73.986229,0,902,,,,,,,,,,,,,,False,Times Sq-42 St,,
A02,Inwood-207 St,40.868072,-73.919899,1,,143.0,Inwood-207 St,Inwood-207 St (A),Inwood-207 St,143,M,False,A,Subway,40.868072,-73.919899,1.0,,False,Inwood-207 St (A),40.868072,-73.919899
A02N,Inwood-207 St,40.868072,-73.919899,0,A02,,,,,,,,,,,,,,False,Inwood-207 St,,
A02S,Inwood-207 St,40.868072,-73.919899,0,A02,,,,,,,,,,,,,,False,Inwood-207 St,,
A03,Dyckman St,40.865491,-73.927271,1,,144.0,Dyckman St,Dyckman St (A),Dyckman St,144,M,False,A,Subway,40.865491,-73.927271,0.0,,False,Dyckman St (A),40.865491,-73.927271
A03N,Dyckman St,40.865491,-73.927271,0,A03,,,,,,,,,,,,,,False,Dyckman St,,
A03S,Dyckman St,40.865491,-73.927271,0,A03,,,,,,,,,,,,,,False,Dyckman St,,
A05,190 St,40.859022,-73.93418,1,,145.0,190 St,190 St (A),190 St,145,M,False,A,Subway,40.859022,-73.93418,0.0,,False,190 St (A),40.859022,-73.93418
A05N,190 St,40.859022,-73.93418,0,A05,,,,,,,,,,,,,,False,190 St,,
A05S,190 St,40.859022,-73.93418,0,A05,,,,,,,,,,,,,,False,190 St,,
A06,181 St,40.851695,-73.937969,1,,146.0,181 St,181 St (A),181 St,146,M,False,A,Subway,40.851695,-73.937969,1.0,,False,181 St (A),40.851695,-73.937969
A06N,181 St,40.851695,-73.937969,0,A06,,,,,,,,,,,,,,False,181 St,,
A06S,181 St,40.851695,-73.937969,0,A06,,,,,,,,,,,,,,False,181 St,,
A07,175 St,40.847391,-73.939704,1,,147.0,175 St,175 St (A),175 St,147,M,False,A,Subway,40.847391,-73.939704,1.0,,False,175 St (A),40.847391,-73.939704
A07N,175 St,40.847391,-73.939704,0,A07,,,,,,,,,,,,,,False,175 St,,
A07S,175 St,40.847391,-73.939704,0,A07,,,,,,,,,,,,,,False,175 St,,
A09,168 St,40.840719,-73.939561,1,,605.0,168 St-Washington Hts,"168 St-Washington Hts (1,A,C)",168 St; 168 St-Washington Hts,148; 302,M,False,1 A C,Subway,40.8406375,-73.939847,2.0,A C accessible; 1 not accessible,False,"168 St-Washington Hts (1,A,C)",40.8406375,-73.939847
A09N,168 St,40.840719,-73.939561,0,A09,,,,,,,,,,,,,,False,168 St,,
A09S,168 St,40.840719,-73.939561,0,A09,,,,,,,,,,,,,,False,168 St,,
A10,163 St-Amsterdam Av,40.836013,-73.939892,1,,149.0,163 St-Amsterdam Av,163 St-Amsterdam Av (C),163 St-Amsterdam Av,149,M,False,C,Subway,40.836013,-73.939892,0.0,,False,163 St-Amsterdam Av (C),40.836013,-73.939892
A10N,163 St-Amsterdam Av,40.836013,-73.939892,0,A10,,,,,,,,,,,,,,False,163 St-Amsterdam Av,,
A10S,163 St-Amsterdam Av,40.836013,-73.939892,0,A10,,,,,,,,,,,,,,False,163 St-Amsterdam Av,,
A11,155 St,40.830518,-73.941514,1,,150.0,155 St,155 St (C),155 St,150,M,False,C,Subway,40.830518,-73.941514,0.0,,False,155 St (C),40.830518,-73.941514
A11N,155 St,40.830518,-73.941514,0,A11,,,,,,,,,,,,,,False,155 St,,
A11S,155 St,40.830518,-73.941514,0,A11,,,,,,,,,,,,,,False,155 St,,
A12,145 St,40.824783,-73.944216,1,,151.0,145 St,"145 St (A,C,B,D)",145 St,151,M,False,A C B D,Subway,40.824783,-73.944216,0.0,,False,"145 St (A,C,B,D)",40.824783,-73.944216
