YEAR,GEO_ID,NAME,S1701_C03_001E
2014,1400000US36047070201,"Census Tract 702.01, Kings County, New York",10.7
2014,1400000US36047070202,"Census Tract 702.02, Kings County, New York",0
2014,1400000US36047070600,"Census Tract 706, Kings County, New York",0.7
2014,1400000US36047072000,"Census Tract 720, Kings County, New York",12.9
2014,1400000US36047072200,"Census Tract 722, Kings County, New York",13
2014,1400000US36047072400,"Census Tract 724, Kings County, New York",4
2014,1400000US36047072600,"Census Tract 726, Kings County, New York",3.8
2014,1400000US36047072800,"Census Tract 728, Kings County, New York",9.2
2014,1400000US36047073000,"Census Tract 730, Kings County, New York",4.5
2014,1400000US36047073200,"Census Tract 732, Kings County, New York",12.1
2014,1400000US36047073400,"Census Tract 734, Kings County, New York",3.7
2014,1400000US36047073600,"Census Tract 736, Kings County, New York",28.1
2014,1400000US36047073800,"Census Tract 738, Kings County, New York",12.9
2014,1400000US36047074000,"Census Tract 740, Kings County, New York",17.1
2014,1400000US36047074200,"Census Tract 742, Kings County, New York",11.6
2014,1400000US36047074400,"Census Tract 744, Kings County, New York",10.1
2014,1400000US36047074600,"Census Tract 746, Kings County, New York",10.3
2014,1400000US36047074800,"Census Tract 748, Kings County, New York",31.7
2014,1400000US36047075000,"Census Tract 750, Kings County, New York",22
2014,1400000US36047075200,"Census Tract 752, Kings County, New York",2.5
2014,1400000US36047075400,"Census Tract 754, Kings County, New York",21.7
2014,1400000US36047075600,"Census Tract 756, Kings County, New York",19.6
2014,1400000US36047075800,"Census Tract 758, Kings County, New York",8.9
2014,1400000US36047076000,"Census Tract 760, Kings County, New York",16.2
2014,1400000US36047076200,"Census Tract 762, Kings County, New York",34
2014,1400000US36047076400,"Census Tract 764, Kings County, New York",16.9
2014,1400000US36047076600,"Census Tract 766, Kings County, New York",11.9
2014,1400000US36047076800,"Census Tract 768, Kings County, New York",15.7
2014,1400000US36047077000,"Census Tract 770, Kings County, New York",14.3
2014,1400000US36047077200,"Census Tract 772, Kings County, New York",25.2
2014,1400000US36047077400,"Census Tract 774, Kings County, New York",26.6
2014,1400000US36047077600,"Census Tract 776, Kings County, New York",5.7
2014,1400000US36047078000,"Census Tract 780, Kings County, New York",3.8
2014,1400000US36047078200,"Census Tract 782, Kings County, New York",13.5
2014,1400000US36047078400,"Census Tract 784, Kings County, New York",7.8
2014,1400000US36047078600,"Census Tract 786, Kings County, New York",17.8
2014,1400000US36047078800,"Census Tract 788, Kings County, New York",25.2
2014,1400000US36047079000,"Census Tract 790, Kings County, New York",16.7
2014,1400000US36047079200,"Census Tract 792, Kings County, New York",31.7
2014,1400000US36047079400,"Census Tract 794, Kings County, New York",26.2
2014,1400000US36047079601,"Census Tract 796.01, Kings County, New York",12
2014,1400000US36047079602,"Census Tract 796.02, Kings County, New York",26.8
2014,1400000US36047079801,"Census Tract 798.01, Kings County, New York",8.8
2014,1400000US36047079802,"Census Tract 798.02, Kings County, New York",24.6
2014,1400000US36047080000,"Census Tract 800, Kings County, New York",23.1
2014,1400000US36047080200,"Census Tract 802, Kings County, New York",25.3
2014,1400000US36047080400,"Census Tract 804, Kings County, New York",31.1
2014,1400000US36047080600,"Census Tract 806, Kings County, New York",22.7
2014,1400000US36047080800,"Census Tract 808, Kings County, New York",72.6
2014,1400000US36047081000,"Census Tract 810, Kings County, New York",22.6
2014,1400000US36047081400,"Census Tract 814, Kings County, New York",27.1
2014,1400000US36047081600,"Census Tract 816, Kings County, New York",21.4
2014,1400000US36047081800,"Census Tract 818, Kings County, New York",29.8
2014,1400000US36047082000,"Census Tract 820, Kings County, New York",19.8
2014,1400000US36047082200,"Census Tract 822, Kings County, New York",22.4
2014,1400000US36047082400,"Census Tract 824, Kings County, New York",22.4
2014,1400000US36047082600,"Census Tract 826, Kings County, New York",21.2
2014,1400000US36047082800,"Census Tract 828, Kings County, New York",16.1
2014,1400000US36047083000,"Census Tract 830, Kings County, New York",12.5
2014,1400000US36047083200,"Census Tract 832, Kings County, New York",3.5
2014,1400000US36047083400,"Census Tract 834, Kings County, New York",7.5
2014,1400000US36047083600,"Census Tract 836, Kings County, New York",9.2
2014,1400000US36047083800,"Census Tract 838, Kings County, New York",7.7
2014,1400000US36047084000,"Census Tract 840, Kings County, New York",4.2
2014,1400000US36047084600,"Census Tract 846, Kings County, New York",16.4
2014,1400000US36047084800,"Census Tract 848, Kings County, New York",16.2
2014,1400000US36047085000,"Census Tract 850, Kings County, New York",9.4
2014,1400000US36047085200,"Census Tract 852, Kings County, New York",0
2014,1400000US36047085400,"Census Tract 854, Kings County, New York",5
2014,1400000US36047085600,"Census Tract 856, Kings County, New York",8.4
2014,1400000US36047085800,"Census Tract 858, Kings County, New York",15.8
2014,1400000US36047086000,"Census Tract 860, Kings County, New York",19.1
2014,1400000US36047086200,"Census Tract 862, Kings County, New York",11.9
2014,1400000US36047086400,"Census Tract 864, Kings County, New York",10.4
2014,1400000US36047086600,"Census Tract 866, Kings County, New York",15.2
2014,1400000US36047086800,"Census Tract 868, Kings County, New York",22.3
2014,1400000US36047087000,"Census Tract 870, Kings County, New York",19.2
2014,1400000US36047087200,"Census Tract 872, Kings County, New York",20.1
2014,1400000US36047087401,"Census Tract 874.01, Kings County, New York",33.5
2014,1400000US36047087600,"Census Tract 876, Kings County, New York",12.4
2014,1400000US36047087800,"Census Tract 878, Kings County, New York",45.4
2014,1400000US36047088000,"Census Tract 880, Kings County, New York",13.5
2014,1400000US36047088200,"Census Tract 882, Kings County, New York",16.9
2014,1400000US36047088400,"Census Tract 884, Kings County, New York",18.5
2014,1400000US36047088600,"Census Tract 886, Kings County, New York",21.8
2014,1400000US36047088800,"Census Tract 888, Kings County, New York",18.4
2014,1400000US36047089000,"Census Tract 890, Kings County, New York",39
2014,1400000US36047089200,"Census Tract 892, Kings County, New York",32.5
2014,1400000US36047089400,"Census Tract 894, Kings County, New York",29.3
2014,1400000US36047089600,"Census Tract 896, Kings County, New York",23.7
2014,1400000US36047089800,"Census Tract 898, Kings County, New York",32.1
2014,1400000US36047090000,"Census Tract 900, Kings County, New York",35
2014,1400000US36047090200,"Census Tract 902, Kings County, New York",36.9
2014,1400000US36047090600,"Census Tract 906, Kings County, New York",45.5
2014,1400000US36047090800,"Census Tract 908, Kings County, New York",59.6
2014,1400000US36047091000,"Census Tract 910, Kings County, New York",69
2014,1400000US36047091200,"Census Tract 912, Kings County, New York",47.4
2014,1400000US36047091600,"Census Tract 916, Kings County, New York",35.5
2014,1400000US36047091800,"Census Tract 918, Kings County, New York",36.8
2014,1400000US36047092000,"Census Tract 920, Kings County, New York",34
2014,1400000US36047092200,"Census Tract 922, Kings County, New York",12.7
2014,1400000US36047092400,"Census Tract 924, Kings County, New York",27.7
2014,1400000US36047092800,"Census Tract 928, Kings County, New York",10.8
2014,1400000US36047093000,"Census Tract 930, Kings County, New York",9.6
2014,1400000US36047093200,"Census Tract 932, Kings County, New York",2.4
2014,1400000US36047093400,"Census Tract 934, Kings County, New York",9.2
2014,1400000US36047093600,"Census Tract 936, Kings County, New York",5.1
2014,1400000US36047093800,"Census Tract 938, Kings County, New York",27.6
2014,1400000US36047094401,"Census Tract 944.01, Kings County, New York",12.3
2014,1400000US36047094402,"Census Tract 944.02, Kings County, New York",33
2014,1400000US36047094600,"Census Tract 946, Kings County, New York",9.3
2014,1400000US36047095000,"Census Tract 950, Kings County, New York",9
2014,1400000US36047095400,"Census Tract 954, Kings County, New York",9.6
2014,1400000US36047095600,"Census Tract 956, Kings County, New York",16.4
2014,1400000US36047095800,"Census Tract 958, Kings County, New York",12.3
2014,1400000US36047096200,"Census Tract 962, Kings County, New York",15.9
2014,1400000US36047096400,"Census Tract 964, Kings County, New York",18.5
2014,1400000US36047096600,"Census Tract 966, Kings County, New York",11.1
2014,1400000US36047096800,"Census Tract 968, Kings County, New York",11.9
2014,1400000US36047097000,"Census Tract 970, Kings County, New York",11.9
2014,1400000US36047097400,"Census Tract 974, Kings County, New York",18.4
2014,1400000US36047098200,"Census Tract 982, Kings County, New York",42.4
2014,1400000US36047098400,"Census Tract 984, Kings County, New York",23.9
2014,1400000US36047098600,"Census Tract 986, Kings County, New York",6.3
2014,1400000US36047098800,"Census Tract 988, Kings County, New York",18
2014,1400000US36047099000,"Census Tract 990, Kings County, New York",20.2
2014,1400000US36047099200,"Census Tract 992, Kings County, New York",19.3
2014,1400000US36047099400,"Census Tract 994, Kings County, New York",14.6
2014,1400000US36047099600,"Census Tract 996, Kings County, New York",6
2014,1400000US36047099800,"Census Tract 998, Kings County, New York",12.6
2014,1400000US36047100400,"Census Tract 1004, Kings County, New York",10.1
2014,1400000US36047100600,"Census Tract 1006, Kings County, New York",12.5
2014,1400000US36047100800,"Census Tract 1008, Kings County, New York",19.1
2014,1400000US36047101000,"Census Tract 1010, Kings County, New York",14.9
2014,1400000US36047101200,"Census Tract 1012, Kings County, New York",7
2014,1400000US36047101400,"Census Tract 1014, Kings County, New York",11.5
2014,1400000US36047101600,"Census Tract 1016, Kings County, New York",4.5
2014,1400000US36047101800,"Census Tract 1018, Kings County, New York",2.2
2014,1400000US36047102000,"Census Tract 1020, Kings County, New York",13.3
2014,1400000US36047102200,"Census Tract 1022, Kings County, New York",11.5
2014,1400000US36047102400,"Census Tract 1024, Kings County, New York",5.7
2014,1400000US36047102600,"Census Tract 1026, Kings County, New York",4.4
2014,1400000US36047102800,"Census Tract 1028, Kings County, New York",9.7
2014,1400000US36047103400,"Census Tract 1034, Kings County, New York",48.6
2014,1400000US36047105801,"Census Tract 1058.01, Kings County, New York",33.5
2014,1400000US36047105804,"Census Tract 1058.04, Kings County, New York",30.4
2014,1400000US36047107000,"Census Tract 1070, Kings County, New York",13.6
2014,1400000US36047107800,"Census Tract 1078, Kings County, New York",5.2
2014,1400000US36047109800,"Census Tract 1098, Kings County, New York",22.9
2014,1400000US36047110400,"Census Tract 1104, Kings County, New York",24.5
2014,1400000US36047110600,"Census Tract 1106, Kings County, New York",35.5
2014,1400000US36047111000,"Census Tract 1110, Kings County, New York",43.4
2014,1400000US36047111600,"Census Tract 1116, Kings County, New York",39.4
2014,1400000US36047111800,"Census Tract 1118, Kings County, New York",40.9
2014,1400000US36047112000,"Census Tract 1120, Kings County, New York",37.5
2014,1400000US36047112200,"Census Tract 1122, Kings County, New York",36.1
2014,1400000US36047112400,"Census Tract 1124, Kings County, New York",35
2014,1400000US36047112600,"Census Tract 1126, Kings County, New York",32
2014,1400000US36047112800,"Census Tract 1128, Kings County, New York",31.5
2014,1400000US36047113000,"Census Tract 1130, Kings County, New York",45.6
2014,1400000US36047113200,"Census Tract 1132, Kings County, New York",10.6
2014,1400000US36047113400,"Census Tract 1134, Kings County, New York",51.9
2014,1400000US36047114201,"Census Tract 1142.01, Kings County, New York",23.8
2014,1400000US36047114202,"Census Tract 1142.02, Kings County, New York",22.9
2014,1400000US36047114400,"Census Tract 1144, Kings County, New York",56.2
2014,1400000US36047114600,"Census Tract 1146, Kings County, New York",31.6
2014,1400000US36047115000,"Census Tract 1150, Kings County, New York",37.4
2014,1400000US36047115200,"Census Tract 1152, Kings County, New York",41.7
2014,1400000US36047115600,"Census Tract 1156, Kings County, New York",55.4
2014,1400000US36047115800,"Census Tract 1158, Kings County, New York",23
2014,1400000US36047116000,"Census Tract 1160, Kings County, New York",36.4
2014,1400000US36047116200,"Census Tract 1162, Kings County, New York",22.5
2014,1400000US36047116400,"Census Tract 1164, Kings County, New York",25.8
2014,1400000US36047116600,"Census Tract 1166, Kings County, New York",41.6
2014,1400000US36047116800,"Census Tract 1168, Kings County, New York",37
2014,1400000US36047117000,"Census Tract 1170, Kings County, New York",22.6
2014,1400000US36047117201,"Census Tract 1172.01, Kings County, New York",25.6
2014,1400000US36047117202,"Census Tract 1172.02, Kings County, New York",16.4
2014,1400000US36047117400,"Census Tract 1174, Kings County, New York",30.3
2014,1400000US36047117601,"Census Tract 1176.01, Kings County, New York",23.4
2014,1400000US36047117602,"Census Tract 1176.02, Kings County, New York",29.4
2014,1400000US36047117800,"Census Tract 1178, Kings County, New York",38.7
2014,1400000US36047118201,"Census Tract 1182.01, Kings County, New York",32
2014,1400000US36047118202,"Census Tract 1182.02, Kings County, New York",31.9
2014,1400000US36047118400,"Census Tract 1184, Kings County, New York",25.5
2014,1400000US36047118600,"Census Tract 1186, Kings County, New York",35.9
2014,1400000US36047118800,"Census Tract 1188, Kings County, New York",42.6
2014,1400000US36047119000,"Census Tract 1190, Kings County, New York",44.6
2014,1400000US36047119200,"Census Tract 1192, Kings County, New York",50.3
2014,1400000US36047119400,"Census Tract 1194, Kings County, New York",31.5
2014,1400000US36047119600,"Census Tract 1196, Kings County, New York",29.3
2014,1400000US36047119800,"Census Tract 1198, Kings County, New York",28.3
2014,1400000US36047120000,"Census Tract 1200, Kings County, New York",44.6
2014,1400000US36047120200,"Census Tract 1202, Kings County, New York",28.4
2014,1400000US36047120800,"Census Tract 1208, Kings County, New York",25.5
2014,1400000US36047121000,"Census Tract 1210, Kings County, New York",51.2
2014,1400000US36047121400,"Census Tract 1214, Kings County, New York",45.9
2014,1400000US36047122000,"Census Tract 1220, Kings County, New York",26.6
2014,1400000US36047123700,"Census Tract 1237, Kings County, New York",56.9
2014,1400000US36047150200,"Census Tract 1502, Kings County, New York",2.8
2014,1400000US36047152200,"Census Tract 1522, Kings County, New York",12.6
2014,1400000US36061000201,"Census Tract 2.01, New York County, New York",44.8
2014,1400000US36061000202,"Census Tract 2.02, New York County, New York",22.4
2014,1400000US36061000600,"Census Tract 6, New York County, New York",39.3
2014,1400000US36061000700,"Census Tract 7, New York County, New York",10.3
2014,1400000US36061000800,"Census Tract 8, New York County, New York",32.4
2014,1400000US36061000900,"Census Tract 9, New York County, New York",8.2
2014,1400000US36061001001,"Census Tract 10.01, New York County, New York",6.2
2014,1400000US36061001002,"Census Tract 10.02, New York County, New York",31.5
2014,1400000US36061001200,"Census Tract 12, New York County, New York",15
2014,1400000US36061001300,"Census Tract 13, New York County, New York",8.3
2014,1400000US36061001401,"Census Tract 14.01, New York County, New York",6.7
2014,1400000US36061001402,"Census Tract 14.02, New York County, New York",33.3
2014,1400000US36061001501,"Census Tract 15.01, New York County, New York",10.1
2014,1400000US36061001502,"Census Tract 15.02, New York County, New York",9
2014,1400000US36061001600,"Census Tract 16, New York County, New York",30.9
2014,1400000US36061001800,"Census Tract 18, New York County, New York",25.5
2014,1400000US36061002000,"Census Tract 20, New York County, New York",43.5
2014,1400000US36061002100,"Census Tract 21, New York County, New York",2.1
2014,1400000US36061002201,"Census Tract 22.01, New York County, New York",21.7
2014,1400000US36061002202,"Census Tract 22.02, New York County, New York",17.1
2014,1400000US36061002400,"Census Tract 24, New York County, New York",37.5
2014,1400000US36061002500,"Census Tract 25, New York County, New York",46.9
2014,1400000US36061002601,"Census Tract 26.01, New York County, New York",24.6
2014,1400000US36061002602,"Census Tract 26.02, New York County, New York",9.1
2014,1400000US36061002700,"Census Tract 27, New York County, New York",16.4
2014,1400000US36061002800,"Census Tract 28, New York County, New York",32.8
2014,1400000US36061002900,"Census Tract 29, New York County, New York",22
2014,1400000US36061003001,"Census Tract 30.01, New York County, New York",14.4
2014,1400000US36061003002,"Census Tract 30.02, New York County, New York",17.3
2014,1400000US36061003100,"Census Tract 31, New York County, New York",11.5
2014,1400000US36061003200,"Census Tract 32, New York County, New York",10.4
2014,1400000US36061003300,"Census Tract 33, New York County, New York",5.9
2014,1400000US36061003400,"Census Tract 34, New York County, New York",20.5
2014,1400000US36061003601,"Census Tract 36.01, New York County, New York",27.6
2014,1400000US36061003602,"Census Tract 36.02, New York County, New York",27.3
2014,1400000US36061003700,"Census Tract 37, New York County, New York",9.1
2014,1400000US36061003800,"Census Tract 38, New York County, New York",12.4
2014,1400000US36061003900,"Census Tract 39, New York County, New York",6.5
2014,1400000US36061004000,"Census Tract 40, New York County, New York",12.2
2014,1400000US36061004100,"Census Tract 41, New York County, New York",23.5
2014,1400000US36061004200,"Census Tract 42, New York County, New York",11.5
2014,1400000US36061004300,"Census Tract 43, New York County, New York",18.1
2014,1400000US36061004400,"Census Tract 44, New York County, New York",12.1
2014,1400000US36061004500,"Census Tract 45, New York County, New York",4.1
2014,1400000US36061004700,"Census Tract 47, New York County, New York",9.2
2014,1400000US36061004800,"Census Tract 48, New York County, New York",9.2
2014,1400000US36061004900,"Census Tract 49, New York County, New York",2.2
2014,1400000US36061005000,"Census Tract 50, New York County, New York",7.3
2014,1400000US36061005200,"Census Tract 52, New York County, New York",11.7
2014,1400000US36061005400,"Census Tract 54, New York County, New York",6.6
2014,1400000US36061005501,"Census Tract 55.01, New York County, New York",4
2014,1400000US36061005502,"Census Tract 55.02, New York County, New York",13.1
2014,1400000US36061005600,"Census Tract 56, New York County, New York",19.1
2014,1400000US36061005700,"Census Tract 57, New York County, New York",5.3
2014,1400000US36061005800,"Census Tract 58, New York County, New York",5
2014,1400000US36061005900,"Census Tract 59, New York County, New York",5.9
2014,1400000US36061006000,"Census Tract 60, New York County, New York",8
2014,1400000US36061006100,"Census Tract 61, New York County, New York",5.7
2014,1400000US36061006200,"Census Tract 62, New York County, New York",32.8
2014,1400000US36061006300,"Census Tract 63, New York County, New York",5.8
2014,1400000US36061006400,"Census Tract 64, New York County, New York",7.3
2014,1400000US36061006500,"Census Tract 65, New York County, New York",12.8
2014,1400000US36061006600,"Census Tract 66, New York County, New York",13.6
2014,1400000US36061006700,"Census Tract 67, New York County, New York",5.5
2014,1400000US36061006800,"Census Tract 68, New York County, New York",13.2
2014,1400000US36061006900,"Census Tract 69, New York County, New York",7.4
2014,1400000US36061007000,"Census Tract 70, New York County, New York",12
2014,1400000US36061007100,"Census Tract 71, New York County, New York",7.6
2014,1400000US36061007200,"Census Tract 72, New York County, New York",8
2014,1400000US36061007300,"Census Tract 73, New York County, New York",4.9
2014,1400000US36061007400,"Census Tract 74, New York County, New York",14.7
2014,1400000US36061007500,"Census Tract 75, New York County, New York",6.3
2014,1400000US36061007600,"Census Tract 76, New York County, New York",16.2
2014,1400000US36061007700,"Census Tract 77, New York County, New York",5.3
2014,1400000US36061007800,"Census Tract 78, New York County, New York",8.5
2014,1400000US36061007900,"Census Tract 79, New York County, New York",9.7
2014,1400000US36061008000,"Census Tract 80, New York County, New York",11
2014,1400000US36061008100,"Census Tract 81, New York County, New York",9.8
2014,1400000US36061008200,"Census Tract 82, New York County, New York",9.2
2014,1400000US36061008300,"Census Tract 83, New York County, New York",23.1
2014,1400000US36061008400,"Census Tract 84, New York County, New York",18.6
2014,1400000US36061008601,"Census Tract 86.01, New York County, New York",11.2
2014,1400000US36061008603,"Census Tract 86.03, New York County, New York",3.2
2014,1400000US36061008700,"Census Tract 87, New York County, New York",2.9
2014,1400000US36061008800,"Census Tract 88, New York County, New York",7.2
2014,1400000US36061008900,"Census Tract 89, New York County, New York",12.8
2014,1400000US36061009000,"Census Tract 90, New York County, New York",8.5
2014,1400000US36061009100,"Census Tract 91, New York County, New York",13.6
2014,1400000US36061009200,"Census Tract 92, New York County, New York",5.9
2014,1400000US36061009300,"Census Tract 93, New York County, New York",20.4
2014,1400000US36061009400,"Census Tract 94, New York County, New York",0
2014,1400000US36061009500,"Census Tract 95, New York County, New York",12.3
2014,1400000US36061009600,"Census Tract 96, New York County, New York",7.5
2014,1400000US36061009700,"Census Tract 97, New York County, New York",17.2
2014,1400000US36061009800,"Census Tract 98, New York County, New York",4.5
2014,1400000US36061009900,"Census Tract 99, New York County, New York",6.7
2014,1400000US36061010000,"Census Tract 100, New York County, New York",8.5
2014,1400000US36061010100,"Census Tract 101, New York County, New York",8.3
2014,1400000US36061010200,"Census Tract 102, New York County, New York",13.8
2014,1400000US36061010300,"Census Tract 103, New York County, New York",9.8
2014,1400000US36061010400,"Census Tract 104, New York County, New York",7.3
2014,1400000US36061010601,"Census Tract 106.01, New York County, New York",4.9
2014,1400000US36061010602,"Census Tract 106.02, New York County, New York",4.3
2014,1400000US36061010800,"Census Tract 108, New York County, New York",4.2
2014,1400000US36061010900,"Census Tract 109, New York County, New York",18.2
2014,1400000US36061011000,"Census Tract 110, New York County, New York",2.9
2014,1400000US36061011100,"Census Tract 111, New York County, New York",15.3
2014,1400000US36061011201,"Census Tract 112.01, New York County, New York",3
2014,1400000US36061011202,"Census Tract 112.02, New York County, New York",1.9
2014,1400000US36061011203,"Census Tract 112.03, New York County, New York",13.9
2014,1400000US36061011300,"Census Tract 113, New York County, New York",25.8
2014,1400000US36061011401,"Census Tract 114.01, New York County, New York",3.9
2014,1400000US36061011402,"Census Tract 114.02, New York County, New York",5
2014,1400000US36061011500,"Census Tract 115, New York County, New York",19.8
2014,1400000US36061011600,"Census Tract 116, New York County, New York",5.2
2014,1400000US36061011700,"Census Tract 117, New York County, New York",10.7
2014,1400000US36061011800,"Census Tract 118, New York County, New York",8.4
2014,1400000US36061011900,"Census Tract 119, New York County, New York",47.3
2014,1400000US36061012000,"Census Tract 120, New York County, New York",7.8
2014,1400000US36061012100,"Census Tract 121, New York County, New York",10.1
2014,1400000US36061012200,"Census Tract 122, New York County, New York",3.3
2014,1400000US36061012400,"Census Tract 124, New York County, New York",7.4
2014,1400000US36061012500,"Census Tract 125, New York County, New York",12
2014,1400000US36061012600,"Census Tract 126, New York County, New York",4
2014,1400000US36061012700,"Census Tract 127, New York County, New York",12.7
2014,1400000US36061012800,"Census Tract 128, New York County, New York",6.3
2014,1400000US36061012900,"Census Tract 129, New York County, New York",12.4
2014,1400000US36061013000,"Census Tract 130, New York County, New York",7.6
2014,1400000US36061013100,"Census Tract 131, New York County, New York",16.4
2014,1400000US36061013200,"Census Tract 132, New York County, New York",7.6
2014,1400000US36061013300,"Census Tract 133, New York County, New York",14.5
2014,1400000US36061013400,"Census Tract 134, New York County, New York",17
2014,1400000US36061013500,"Census Tract 135, New York County, New York",18.4
2014,1400000US36061013600,"Census Tract 136, New York County, New York",4
2014,1400000US36061013700,"Census Tract 137, New York County, New York",8.3
2014,1400000US36061013800,"Census Tract 138, New York County, New York",8.4
2014,1400000US36061013900,"Census Tract 139, New York County, New York",6.1
2014,1400000US36061014000,"Census Tract 140, New York County, New York",6.6
2014,1400000US36061014200,"Census Tract 142, New York County, New York",7.6
2014,1400000US36061014300,"Census Tract 143, New York County, New York",100
2014,1400000US36061014401,"Census Tract 144.01, New York County, New York",4.1
2014,1400000US36061014402,"Census Tract 144.02, New York County, New York",5.2
2014,1400000US36061014500,"Census Tract 145, New York County, New York",10.1
2014,1400000US36061014601,"Census Tract 146.01, New York County, New York",5.1
2014,1400000US36061014602,"Census Tract 146.02, New York County, New York",6.5
2014,1400000US36061014700,"Census Tract 147, New York County, New York",4.2
2014,1400000US36061014801,"Census Tract 148.01, New York County, New York",4
2014,1400000US36061014802,"Census Tract 148.02, New York County, New York",7.9
2014,1400000US36061014900,"Census Tract 149, New York County, New York",5.5
2014,1400000US36061015001,"Census Tract 150.01, New York County, New York",7.1
2014,1400000US36061015002,"Census Tract 150.02, New York County, New York",3.1
2014,1400000US36061015100,"Census Tract 151, New York County, New York",16.8
2014,1400000US36061015200,"Census Tract 152, New York County, New York",16
2014,1400000US36061015300,"Census Tract 153, New York County, New York",6.4
2014,1400000US36061015400,"Census Tract 154, New York County, New York",7.9
2014,1400000US36061015500,"Census Tract 155, New York County, New York",4.4
2014,1400000US36061015601,"Census Tract 156.01, New York County, New York",8.3
2014,1400000US36061015602,"Census Tract 156.02, New York County, New York",23.7
2014,1400000US36061015700,"Census Tract 157, New York County, New York",6.6
2014,1400000US36061015801,"Census Tract 158.01, New York County, New York",5.6
2014,1400000US36061015802,"Census Tract 158.02, New York County, New York",6.5
2014,1400000US36061015900,"Census Tract 159, New York County, New York",9.3
2014,1400000US36061016001,"Census Tract 160.01, New York County, New York",3.1
2014,1400000US36061016002,"Census Tract 160.02, New York County, New York",9.9
2014,1400000US36061016100,"Census Tract 161, New York County, New York",4.6
2014,1400000US36061016200,"Census Tract 162, New York County, New York",39.3
2014,1400000US36061016300,"Census Tract 163, New York County, New York",7.4
2014,1400000US36061016400,"Census Tract 164, New York County, New York",22.4
2014,1400000US36061016500,"Census Tract 165, New York County, New York",4.7
2014,1400000US36061016600,"Census Tract 166, New York County, New York",26.2
2014,1400000US36061016700,"Census Tract 167, New York County, New York",7.5
2014,1400000US36061016800,"Census Tract 168, New York County, New York",37.8
2014,1400000US36061016900,"Census Tract 169, New York County, New York",9
2014,1400000US36061017000,"Census Tract 170, New York County, New York",27
2014,1400000US36061017100,"Census Tract 171, New York County, New York",9.8
2014,1400000US36061017200,"Census Tract 172, New York County, New York",21
2014,1400000US36061017300,"Census Tract 173, New York County, New York",4.9
2014,1400000US36061017401,"Census Tract 174.01, New York County, New York",34.7
2014,1400000US36061017402,"Census Tract 174.02, New York County, New York",28.3
2014,1400000US36061017500,"Census Tract 175, New York County, New York",2.7
2014,1400000US36061017700,"Census Tract 177, New York County, New York",15.5
2014,1400000US36061017800,"Census Tract 178, New York County, New York",29.2
2014,1400000US36061017900,"Census Tract 179, New York County, New York",13.9
2014,1400000US36061018000,"Census Tract 180, New York County, New York",27
2014,1400000US36061018100,"Census Tract 181, New York County, New York",8.7
2014,1400000US36061018200,"Census Tract 182, New York County, New York",41.5
2014,1400000US36061018300,"Census Tract 183, New York County, New York",6.9
2014,1400000US36061018400,"Census Tract 184, New York County, New York",34.1
2014,1400000US36061018500,"Census Tract 185, New York County, New York",7.4
2014,1400000US36061018600,"Census Tract 186, New York County, New York",43.7
2014,1400000US36061018700,"Census Tract 187, New York County, New York",15.2
2014,1400000US36061018800,"Census Tract 188, New York County, New York",30.5
2014,1400000US36061018900,"Census Tract 189, New York County, New York",34.4
2014,1400000US36061019000,"Census Tract 190, New York County, New York",20.3
2014,1400000US36061019100,"Census Tract 191, New York County, New York",7
2014,1400000US36061019200,"Census Tract 192, New York County, New York",55.3
2014,1400000US36061019300,"Census Tract 193, New York County, New York",34
2014,1400000US36061019400,"Census Tract 194, New York County, New York",55.9
2014,1400000US36061019500,"Census Tract 195, New York County, New York",13.3
2014,1400000US36061019600,"Census Tract 196, New York County, New York",36.1
2014,1400000US36061019701,"Census Tract 197.01, New York County, New York",38.8
2014,1400000US36061019702,"Census Tract 197.02, New York County, New York",25.8
2014,1400000US36061019800,"Census Tract 198, New York County, New York",9.1
2014,1400000US36061019900,"Census Tract 199, New York County, New York",24.3
2014,1400000US36061020000,"Census Tract 200, New York County, New York",10.3
2014,1400000US36061020101,"Census Tract 201.01, New York County, New York",19.5
2014,1400000US36061020102,"Census Tract 201.02, New York County, New York",19
2014,1400000US36061020300,"Census Tract 203, New York County, New York",25.2
2014,1400000US36061020500,"Census Tract 205, New York County, New York",3.7
2014,1400000US36061020600,"Census Tract 206, New York County, New York",26.3
2014,1400000US36061020701,"Census Tract 207.01, New York County, New York",25.5
2014,1400000US36061020800,"Census Tract 208, New York County, New York",29.6
2014,1400000US36061020901,"Census Tract 209.01, New York County, New York",35.7
2014,1400000US36061021000,"Census Tract 210, New York County, New York",34.4
2014,1400000US36061021100,"Census Tract 211, New York County, New York",22.9
2014,1400000US36061021200,"Census Tract 212, New York County, New York",6.7
2014,1400000US36061021303,"Census Tract 213.03, New York County, New York",29.2
2014,1400000US36061021400,"Census Tract 214, New York County, New York",24.8
2014,1400000US36061021500,"Census Tract 215, New York County, New York",30.7
2014,1400000US36061021600,"Census Tract 216, New York County, New York",23.5
2014,1400000US36061021800,"Census Tract 218, New York County, New York",36.4
2014,1400000US36061021900,"Census Tract 219, New York County, New York",44
2014,1400000US36061022000,"Census Tract 220, New York County, New York",22.6
2014,1400000US36061022102,"Census Tract 221.02, New York County, New York",17.3
2014,1400000US36061022200,"Census Tract 222, New York County, New York",39.2
