station_complex_id,station_complex_name,borough,avg_annual_ridership,log_avg_ridership,is_ibx,subway_trips_per_hour_am_peak,subway_lines_serving_station,inv_headway,log_jobs_access_network,log_pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,log_pct_walked_access_network,log_bus_routes_access_network,min_line_anchor_travel_time_min,median_line_anchor_travel_time_min,n_valid_anchor_lines,travel_time_source,log_min_line_anchor_travel_time,travel_time_missing_flag,poverty_latest,poverty_slope,pop_latest,pop_slope,poverty_missing_flag,population_missing_flag,travel_time_to_midtown,log_travel_time,inv_travel_time,num_transfer_lines,transfer_score,log_service_intensity,combined_service,jobs_density_interaction,log_jobs_density_interaction,walkability_index,pop_poverty_interaction,log_pop_poverty_interaction,accessibility_demand
439,"125 St (2,3)",Manhattan,8855.033986,9.088854312,FALSE,75.67,0,1.999996,8.723394022,11.24696574,1.996111216,4.143134726,2.328990073,3.36729583,14.75,14.88,2,observed_gtfs,2.756840365,0,23.36396152,-0.866566072,3631.465604,49.87947869,0,0,14.75,2.756840365,0.063492063,2,151.34,4.339510498,103.67,470913024,19.97018397,4.325101289,84845.42263,11.34859811,230.5692447
440,"116 St (2,3)",Manhattan,6178.910135,8.729059009,FALSE,75.33,0,1.999996,8.573573525,11.34539399,1.794133476,3.713572067,2.366629971,3.36729583,13,13.25,2,observed_gtfs,2.63905733,0,16.83380289,-1.452028314,6861.267242,70.99745003,0,0,13,2.63905733,0.071428571,2,150.66,4.335066046,103.33,447311886,19.91876664,4.160763447,115501.2203,11.65704503,490.0905173
441,"110 St-Malcolm X Plaza (2,3)",Manhattan,4913.069182,8.499857632,FALSE,75,0,0.999999,8.58485184,11.27931482,1.467345043,3.555348061,2.465482792,3.218875825,12,12.25,2,observed_gtfs,2.564949357,0,21.62352118,-1.088722659,8521.647954,2.484612926,0,0,12,2.564949357,0.076923077,2,150,4.33073334,99,423458934,19.8639671,3.932827835,184268.035,12.12415212,655.5113811
624,"Chambers St/WTC/Park Place/Cortlandt St (2,3,A,C,E,R,W)",Manhattan,45015.99571,10.71479538,FALSE,49.67,3,0.999999,10.19204424,11.11449059,1.533412886,4.804021045,3.333560704,3.784189634,9.5,13.5,7,observed_gtfs,2.351375257,0,4.053814349,-0.070779355,3825.473535,-178.670721,0,0,9.5,2.351375257,0.095238095,7,347.69,3.925334019,92.67,1791792704,21.30648247,4.86697359,15507.75951,9.649160273,364.3308129
628,"Fulton St (2,3,4,5,A,C,J,Z)",Manhattan,63320.64653,11.05598252,FALSE,37.33,3,0.666666222,10.25213537,11.06685709,1.512338524,4.927253685,3.372940621,3.761200116,0,0,6,observed_gtfs,0,0,6.779371865,-0.193281274,6358.254074,-424.3885823,0,0,0,0,1,6,223.98,3.646232879,79.33,1814256446,21.31894155,4.885279145,43104.96878,10.67141675,6358.254074
333,"Wall St (2,3)",Manhattan,14290.07741,9.567390664,FALSE,74.67,0,0.999999,10.11597452,10.86256954,1.638297754,4.852030264,3.375105733,3.737669618,13,13,2,observed_gtfs,2.63905733,0,4.073016351,-0.69454286,10223.71554,16.17637578,0,0,13,2.63905733,0.071428571,2,149.34,4.326381781,115.67,1290743790,20.97848447,5.013403487,41641.36056,10.63687321,730.2653957
334,"Clark St (2,3)",Brooklyn,4925.591618,8.502402673,FALSE,75.33,0,0.999999,9.539716059,10.59698467,2.029496202,3.784189634,2.547203546,2.772588722,16.5,16.5,2,observed_gtfs,2.862200881,0,5.912751747,-0.860779696,8046.729706,79.67282419,0,0,16.5,2.862200881,0.057142857,2,150.66,4.335066046,90.33,556180700,20.1366038,4.576699748,47578.31513,10.77015339,459.8131261
620,"Borough Hall/Court St (2,3,4,5,R)",Brooklyn,22325.47859,10.01352863,FALSE,37,0,0.666666222,9.664024052,10.95720707,2.034762207,3.784189634,2.544917033,2.833213344,18.5,19.38,6,observed_gtfs,2.970414466,0,6.069079041,-0.390719239,3634.784384,73.69139735,0,0,18.5,2.970414466,0.051282051,6,222,3.63758616,53,902925100,20.62115016,4.57967924,22059.79372,10.00155727,186.3991992
336,"Hoyt St (2,3)",Brooklyn,5683.629052,8.645521154,FALSE,74,0,0.999999,9.605889815,10.94234984,2.023403793,3.850147602,2.55730562,2.833213344,20,20,2,observed_gtfs,3.044522438,0,13.25957312,0.392010593,5232.358929,505.3339172,0,0,20,3.044522438,0.047619048,2,148,4.317488114,90,839363669,20.54815463,4.580709413,69378.84581,11.1473517,249.159949
337,"Nevins St (2,3,4,5)",Brooklyn,7209.72061,8.883324171,FALSE,139.33,0,1.999996,9.506511312,10.92435449,1.986217467,4.304065093,2.431705786,2.833213344,21.5,21.5,4,observed_gtfs,3.113515309,0,10.33914274,-0.309177538,4961.225815,252.1678654,0,0,21.5,3.113515309,0.044444444,4,557.32,4.943996792,155.33,746400906,20.43077342,4.417923253,51294.82187,10.84536458,220.4989251
617,"Atlantic Av-Barclays Ctr (2,3,4,5,B,D,N,Q,R)",Brooklyn,31195.54669,10.34806268,FALSE,107.33,1,1.999996,8.995040975,10.85477857,2.106024532,4.234106505,2.248956942,2.833213344,19,23,10,observed_gtfs,2.995732274,0,10.07430258,-0.147701142,3268.667747,65.58397311,0,0,19,2.995732274,0.05,10,1073.3,4.685182124,123.33,417450360,19.8496762,4.354981474,32929.54792,10.40215601,163.4333874
339,"Bergen St (2,3)",Brooklyn,3323.814647,8.109169206,FALSE,78.67,0,0.999999,8.411832676,10.90413782,1.893451176,4.262679877,2.103214783,2.944438979,24.5,24.5,2,observed_gtfs,3.238678452,0,4.628555781,-0.615300135,4684.994607,226.9094887,0,0,24.5,3.238678452,0.039215686,2,157.34,4.377893103,96.67,244745600,19.31572987,3.996665959,21684.75887,9.984411051,183.7252787
340,"Grand Army Plaza (2,3)",Brooklyn,5363.439042,8.587547091,FALSE,78.33,0,0.999999,8.273336599,10.89686895,1.909906153,3.258096538,2.02041208,2.772588722,26.5,26.5,2,observed_gtfs,3.314186005,0,6.012905391,0.032804761,4212.547689,179.6726924,0,0,26.5,3.314186005,0.036363636,2,156.66,4.373616367,93.33,211541502,19.16993177,3.930318233,25329.65071,10.13977043,153.1835523
341,"Eastern Pkwy-Brooklyn Museum (2,3)",Brooklyn,3380.917755,8.126198211,FALSE,78.33,0,0.999999,7.539027056,10.79415274,1.848232126,2.890371758,1.784982468,2.772588722,28,28,2,observed_gtfs,3.36729583,0,8.21736457,-0.716297562,4262.191581,28.8568745,0,0,28,3.36729583,0.034482759,2,156.66,4.373616367,93.33,91571186,18.33262723,3.633214594,35023.98209,10.46381686,146.9721235
626,"Franklin Av-Medgar Evers College/Botanic Garden (2,3,4,5,S)",Brooklyn,10738.78078,9.281709956,FALSE,36,4,0.999999,7.454141078,10.98987543,1.922099661,3.044522438,1.729658851,2.63905733,0,0,4,observed_gtfs,0,0,15.28255975,-0.632404757,6972.566136,149.7715188,0,0,0,0,1,4,144,3.610917913,49,102300020,18.44342044,3.651758512,106558.6586,11.57646028,6972.566136
353,"President St-Medgar Evers College (2,5)",Brooklyn,2549.272799,7.843955612,FALSE,56,0,0.999999,7.710653324,11.09813703,1.717222038,2.772588722,2.135865399,2.772588722,32,32.75,2,observed_gtfs,3.496507561,0,11.55992999,-1.717846144,5193.759429,-9.807866262,0,0,32,3.496507561,0.03030303,2,112,4.043051268,71,147350857,18.80832709,3.853087437,60039.49538,11.00277454,157.3866494
354,"Sterling St (2,5)",Brooklyn,4067.635704,8.311063014,FALSE,56,0,0.999999,7.970394907,11.01552597,1.693133113,2.772588722,2.24789229,2.564949357,33.5,34.25,2,observed_gtfs,3.540959324,0,18.83230637,-0.670528001,3691.471347,-152.474065,0,0,33.5,3.540959324,0.028985507,2,112,4.043051268,68,175923330,18.98555884,3.941025403,69518.91936,11.1493686,106.9991695
355,"Winthrop St (2,5)",Brooklyn,5575.986393,8.626403837,FALSE,57,0,0.999999,9.412627941,11.02329039,1.783462724,2.397895273,2.12177812,2.48490665,35.5,36.25,2,observed_gtfs,3.597312261,0,18.63344207,-1.056348368,2941.802982,-56.77412985,0,0,35.5,3.597312261,0.02739726,2,114,4.060443011,68,750177444,20.43582033,3.905240844,54815.91545,10.9117541,80.59734197
356,"Church Av (2,5)",Brooklyn,6251.356797,8.740713759,FALSE,57,0,0.999999,8.603554357,10.93013828,2.080210391,2.079441542,1.980133008,2.708050201,37,38,2,observed_gtfs,3.63758616,0,24.91083037,-0.394010918,5494.310543,22.16675489,0,0,37,3.63758616,0.026315789,2,114,4.060443011,71,304289850,19.53349126,4.060343399,136867.8379,11.82677836,144.5871196
357,"Beverly Rd (2,5)",Brooklyn,3159.675798,8.058541144,FALSE,56.33,0,0.999999,7.850493181,10.87373603,1.908368555,1.791759469,1.863413426,2.772588722,39.5,40.5,2,observed_gtfs,3.701301974,0,16.78333124,-0.576487669,3961.904021,-74.22104045,0,0,39.5,3.701301974,0.024691358,2,112.66,4.048824047,71.33,135410386,18.72382063,3.771781981,66493.94753,11.10488125,97.82479064
358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,4822.976234,8.481353812,FALSE,56.33,0,0.999999,7.669961995,11.0050455,1.482675414,1.609437912,1.676901977,2.833213344,41,42,2,observed_gtfs,3.737669618,0,13.85128981,-0.225468282,4572.777782,37.8363028,0,0,41,3.737669618,0.023809524,2,112.66,4.048824047,72.33,128896992,18.67452414,3.159577391,63338.8703,11.05627027,108.8756615
359,"Flatbush Av-Brooklyn College (2,5)",Brooklyn,13072.46825,9.478340131,FALSE,56,0,0.666666222,8.435766193,10.80486767,1.49641511,1.609437912,1.797513653,2.890371758,43,44,2,observed_gtfs,3.784189634,0,13.32394577,-0.861170421,3603.847502,270.1341472,0,0,43,3.784189634,0.022727273,2,112,4.043051268,73,226985472,19.24039658,3.293928763,48017.46868,10.77934098,81.90562505
343,Nostrand Av (3),Brooklyn,2555.378628,7.846346938,FALSE,39,0,0.999999,7.708859601,11.09687958,1.756344334,2.63905733,2.034580128,2.708050201,31.5,31.75,2,observed_gtfs,3.481240089,0,10.72998959,-1.618541773,4888.599413,-37.18467729,0,0,31.5,3.481240089,0.030769231,2,78,3.688879454,53,146901828,18.80527509,3.790924462,52454.62081,10.86772277,150.4184435
344,Kingston Av (3),Brooklyn,3181.817489,8.065522086,FALSE,39,0,0.666666222,8.005367067,11.10388899,1.698246359,2.397895273,2.344165915,2.833213344,33.5,33.88,2,observed_gtfs,3.540959324,0,17.29106152,-0.56473802,4416.50147,298.2042147,0,0,33.5,3.540959324,0.028985507,2,78,3.688879454,55,199018288,19.10890728,4.042412274,76365.99862,11.24330593,128.0145354
345,"Crown Hts-Utica Av (3,4)",Brooklyn,16975.37996,9.739578243,FALSE,83,0,0.999999,8.356554845,11.12300393,1.783960074,1.386294361,2.147955365,2.772588722,32.75,34.5,4,observed_gtfs,3.518980417,0,28.37514221,1.718399643,5936.084208,82.92860761,0,0,32.75,3.518980417,0.02962963,4,332,4.430816799,98,288241470,19.47930913,3.931915439,168437.2336,12.0343244,175.8839765
346,Sutter Av-Rutland Rd (3),Brooklyn,4210.435414,8.345558822,FALSE,40.33,0,0.666666222,8.367532417,10.94093341,1.697919217,1.386294361,1.982553765,2.63905733,33.5,37.75,4,observed_gtfs,3.540959324,0,51.22891111,1.341024093,3782.164991,-112.8362468,0,0,33.5,3.540959324,0.028985507,4,161.32,3.721588629,53.33,242913456,19.30821579,3.680472982,193756.1941,12.17436108,109.6279708
347,Saratoga Av (3),Brooklyn,3154.713836,8.056970005,FALSE,40,0,0.666666222,7.952966791,10.80519243,1.856215003,0.693147181,2.000788942,2.63905733,35.5,39.75,4,observed_gtfs,3.597312261,0,28.3665114,0.212200278,3691.1472,-41.2103705,0,0,35.5,3.597312261,0.02739726,4,160,3.713572067,53,140088825,18.75778725,3.857003945,104704.9691,11.55891141,101.1273205
348,Rockaway Av (3),Brooklyn,2940.906023,7.986812957,FALSE,40.33,0,0.666666222,7.676473646,10.61861636,2.001428084,1.609437912,2.077126818,2.48490665,37,41.25,4,observed_gtfs,3.63758616,0,34.08344775,-0.039686792,6627.688915,130.8574386,0,0,37,3.63758616,0.026315789,4,161.32,3.721588629,51.33,88154528,18.29460184,4.078554902,225894.4888,12.32782773,174.4128662
349,Junius St (3),Brooklyn,1625.164006,7.39397915,FALSE,39.67,0,0.666666222,6.947937069,10.62941649,1.95452427,1.386294361,1.868330275,2.564949357,38.5,42.75,4,observed_gtfs,3.676300672,0,37.29501719,-1.222298749,3329.613862,41.25986185,0,0,38.5,3.676300672,0.025316456,4,158.68,3.70549072,51.67,42985280,17.57636831,3.822854545,124178.0062,11.7294794,84.29402182
350,Pennsylvania Av (3),Brooklyn,2721.089381,7.909155019,FALSE,39.67,0,0.666666222,7.567345676,10.64354217,1.946761073,1.098612289,1.690896278,2.833213344,40,44.25,4,observed_gtfs,3.713572067,0,26.94174444,-1.374648825,4499.751602,-2.580554653,0,0,40,3.713572067,0.024390244,4,158.68,3.70549072,55.67,81031360,18.21034681,3.637657351,121231.1577,11.70546265,109.7500391
351,Van Siclen Av (3),Brooklyn,1624.314344,7.393456519,FALSE,39.67,0,0.666666222,7.096721378,10.74453736,1.635252754,1.386294361,1.672468728,2.397895273,41.5,45.75,4,observed_gtfs,3.749504076,0,19.881879,-0.948516715,3724.108741,-6.415733313,0,0,41.5,3.749504076,0.023529412,4,158.68,3.70549072,49.67,55974625,17.84040904,3.307721482,74042.27937,11.21240506,87.62608802
352,New Lots Av (3),Brooklyn,3646.56888,8.201816164,FALSE,40,0,0.666666222,8.018625465,10.70804193,1.445706176,1.609437912,1.664974018,2.397895273,43,47.25,4,observed_gtfs,3.784189634,0,15.85245234,-1.233629538,4071.103599,79.59665253,0,0,43,3.784189634,0.022727273,4,160,3.713572067,50,135748668,18.72631571,3.110680194,64536.97577,11.0750091,92.5250818
436,Harlem-148 St (3),Manhattan,2240.882862,7.715071355,FALSE,34,0,0.49999975,6.161207322,11.13019984,2.174889835,2.708050201,1.886592431,2.564949357,21.5,21.5,1,observed_gtfs,3.113515309,0,19.24683864,-0.422377419,8132.871633,106.3467337,0,0,21.5,3.113515309,0.044444444,1,34,3.555348061,46,32258127,17.2892806,4.061482266,156532.068,11.96102256,361.4609615
437,145 St (3),Manhattan,2004.105769,7.603452091,FALSE,34.33,0,0.666666222,7.908019445,11.07081712,2.055813137,3.091042453,2.112871529,3.258096538,19,19,1,observed_gtfs,2.995732274,0,34.01480337,0.654021724,6003.90944,242.7124125,0,0,19,2.995732274,0.05,1,34.33,3.564732461,59.33,174677706,18.97845316,4.168684666,204221.7991,12.22696683,300.195472
378,Woodlawn (4),Bronx,4368.079584,8.382307644,FALSE,41.33,0,0.666666222,8.530109417,9.894900792,0.693600634,1.098612289,2.525584688,2.48490665,44.25,44.25,1,observed_gtfs,3.81220267,0,,,2401.232349,121.673772,1,0,44.25,3.81220267,0.022099448,1,41.33,3.745496055,52.33,100408992,18.42476233,3.219185322,,,53.06590827
379,Mosholu Pkwy (4),Bronx,5111.977746,8.539537243,FALSE,41.33,0,0.666666222,8.698180525,10.73020363,2.092947217,2.397895273,2.250969593,2.833213344,42,42,1,observed_gtfs,3.761200116,0,,,3158.579004,8.857480182,1,0,42,3.761200116,0.023255814,1,41.33,3.745496055,57.33,273878565,19.42819538,4.34391681,,,73.45532567
380,Bedford Park Blvd-Lehman College (4),Bronx,3683.697992,8.211943845,FALSE,41.67,0,0.79999936,7.416378479,11.06018005,1.774461782,2.397895273,2.069319199,2.995732274,39.75,39.75,1,observed_gtfs,3.70745584,0,,,3161.788236,106.2519055,1,0,39.75,3.70745584,0.024539877,1,41.67,3.753496097,60.67,105681594,18.47594131,3.843780981,,,77.58989536
381,Kingsbridge Rd (4),Bronx,5749.886551,8.657109305,FALSE,42.33,0,0.666666222,8.329899293,11.46679775,1.963344809,2.302585093,2.130627904,3.044522438,37.75,37.75,1,observed_gtfs,3.657130756,0,,,4519.505445,-138.2777243,1,0,37.75,3.657130756,0.025806452,1,42.33,3.768845236,62.33,395810195,19.79644535,4.093972713,,,116.6323986
382,Fordham Rd (4),Bronx,6240.195573,8.738927041,FALSE,42.67,0,0.666666222,8.436850439,11.52086387,1.990690094,2.079441542,2.380812678,3.135494216,36.25,36.25,1,observed_gtfs,3.617651945,0,,,9316.401497,168.9114772,1,0,36.25,3.617651945,0.026845638,1,42.67,3.776661367,64.67,464971948,19.95748764,4.371502772,,,250.1047382
383,183 St (4),Bronx,3475.493832,8.153779545,FALSE,43,0,0.666666222,8.02289687,11.54838913,1.981342092,1.791759469,2.220207035,2.995732274,34.75,34.75,1,observed_gtfs,3.576550269,0,,,8877.445857,-58.98369737,1,0,34.75,3.576550269,0.027972028,1,43,3.784189634,62,315903841,19.57094843,4.201549127,,,248.3201638
384,Burnside Av (4),Bronx,6012.663945,8.701789483,FALSE,43,0,0.666666222,8.024207486,11.53106986,1.99861164,2.079441542,2.137025198,2.772588722,33.25,33.25,1,observed_gtfs,3.533686565,0,,,7188.530384,-12.67158624,1,0,33.25,3.533686565,0.02919708,1,43,3.784189634,58,310886990,19.55494003,4.135636838,,,209.8840988
385,176 St (4),Bronx,3295.020864,8.100471221,FALSE,43.67,0,0.666666222,7.877017896,11.48615019,2.084467121,1.609437912,2.184085401,2.833213344,31.25,31.25,1,observed_gtfs,3.473518043,0,,,6976.015589,-72.67601406,1,0,31.25,3.473518043,0.031007752,1,43.67,3.799302135,59.67,256535695,19.36277838,4.268552522,,,216.3105609
386,Mt Eden Av (4),Bronx,3081.630201,8.033538473,FALSE,43,0,0.666666222,7.921535632,11.48369231,2.10712115,0.693147181,2.255358253,2.833213344,30.25,30.25,1,observed_gtfs,3.442019376,0,,,5754.092414,14.9709077,1,0,30.25,3.442019376,0.032,1,43,3.784189634,59,267560090,19.40485474,4.362479403,,,184.1309572
387,170 St (4),Bronx,4496.430576,8.41126153,FALSE,43,0,0.666666222,7.905441649,11.51940443,2.065993428,1.609437912,2.217304106,2.890371758,28.75,28.75,1,observed_gtfs,3.392829132,0,,,5855.820432,-83.79934833,1,0,28.75,3.392829132,0.033613445,1,43,3.784189634,60,272859439,19.42446735,4.283297534,,,196.8343002
388,167 St (4),Bronx,5606.061139,8.631782,FALSE,43.33,0,0.666666222,8.285261134,11.5275776,2.047639134,2.079441542,2.283412816,2.833213344,26.75,26.75,1,observed_gtfs,3.32323584,0,,,6320.73834,-18.39330532,1,0,26.75,3.32323584,0.036036036,1,43.33,3.791661649,59.33,402246900,19.81257664,4.33105195,,,227.7743546
604,"161 St-Yankee Stadium (4,B,D)",Bronx,17504.653,9.770279136,FALSE,42.67,2,0.666666222,8.554296279,10.97635459,2.172833531,1.791759469,2.228629972,2.995732274,24.25,25.62,2,observed_gtfs,3.228826156,0,,,2167.307645,111.1041152,1,0,24.25,3.228826156,0.03960396,2,85.34,3.776661367,61.67,303363112,19.53044104,4.401463503,,,85.83396614
391,"138 St-Grand Concourse (4,5)",Bronx,2618.438921,7.870715422,FALSE,70.67,0,0.999999,8.622093601,10.64380454,2.030236576,2.708050201,2.459182587,2.944438979,16.5,16.5,2,observed_gtfs,2.862200881,0,36.7,0.312237762,1681.560354,57.91650391,0,0,16.5,2.862200881,0.057142857,2,141.34,4.27207225,88.67,232800912,19.2656942,4.489419163,61713.26499,11.03027038,96.08916309
413,"Wall St (4,5)",Manhattan,12426.29082,9.427650206,FALSE,83.67,1,0.999999,10.14659058,10.91723162,1.584442073,4.812184355,3.364631589,3.737669618,12.5,12.5,2,observed_gtfs,2.602689685,0,7.097609292,-0.368921555,5839.716633,-533.574685,0,0,12.5,2.602689685,0.074074074,2,167.34,4.438761348,124.67,1405648851,21.06376485,4.949073662,41448.02704,10.63221969,432.5716024
414,"Bowling Green (4,5)",Manhattan,17565.86333,9.773769641,FALSE,83,1,0.999999,9.978966014,10.55880305,1.597350393,4.564348191,3.37537308,3.737669618,14,14,2,observed_gtfs,2.708050201,0,10.40808127,0.149702013,2173.979612,-21.24098058,0,0,14,2.708050201,0.066666667,2,166,4.430816799,124,830631438,20.53769674,4.972723473,22626.95648,10.02694143,144.9319741
442,Eastchester-Dyre Av (5),Bronx,2699.211962,7.901085553,FALSE,32.33,0,0.666666222,8.525954697,9.605216279,2.21205105,1.098612289,1.334957872,2.397895273,47.75,47.75,1,observed_gtfs,3.886705197,0,,,403.7410925,33.21996652,1,0,47.75,3.886705197,0.020512821,1,32.33,3.506457892,42.33,74843163,18.13090534,3.547008922,,,8.281868564
443,Baychester Av (5),Bronx,1888.283986,7.543953193,FALSE,32.67,0,0.49999975,8.255828427,10.48313003,1.848498411,1.098612289,2.276383063,2.708050201,45,45,1,observed_gtfs,3.828641396,0,,,1491.726218,166.1813961,1,0,45,3.828641396,0.02173913,1,32.67,3.516607233,46.67,137436243,18.73867069,4.124881474,,,32.42883083
444,Gun Hill Rd (5),Bronx,3085.45156,8.034777348,FALSE,32.67,0,0.49999975,8.485908901,10.38767142,1.37758833,0.693147181,1.579336475,2.63905733,43.25,43.25,1,observed_gtfs,3.789855371,0,,,1545.181834,-17.80017469,1,0,43.25,3.789855371,0.02259887,1,32.67,3.516607233,45.67,157249320,18.87334314,2.956924805,,,34.91936348
445,Pelham Pkwy (5),Bronx,2093.033503,7.646847391,FALSE,33,0,0.666666222,9.416541203,10.34942259,1.314923302,1.098612289,2.432977888,2.708050201,40.75,40.75,1,observed_gtfs,3.731699451,0,,,1370.239551,-45.54696728,1,0,40.75,3.731699451,0.023952096,1,33,3.526360525,47,383883782,19.76585042,3.74790119,,,32.82010901
446,Morris Park (5),Bronx,1864.098331,7.531069055,FALSE,33.67,0,0.571428245,8.30474227,10.73081591,1.758197724,1.609437912,2.161812924,2.564949357,39.75,39.75,1,observed_gtfs,3.70745584,0,,,3609.020698,-5.028265893,1,0,39.75,3.70745584,0.024539877,1,33.67,3.54587476,45.67,184893206,19.03528896,3.920010648,,,88.5649251
360,Pelham Bay Park (6),Bronx,4094.668118,8.317685138,FALSE,41.67,0,0.666666222,6.923628628,9.654128354,1.365046746,0,1.34148111,2.302585093,44,44,1,observed_gtfs,3.80666249,0,,,2440.39756,96.27228832,1,0,44,3.80666249,0.022222222,1,41.67,3.753496097,50.67,15818775,16.57670815,2.706527856,,,54.23105689
361,Buhre Av (6),Bronx,2642.566219,7.879884125,FALSE,41.67,0,0.666666222,7.374629015,10.09385995,1.844091504,0.693147181,1.280454359,2.63905733,42,42,1,observed_gtfs,3.761200116,0,,,3421.869384,5.460068009,1,0,42,3.761200116,0.023255814,1,41.67,3.753496097,54.67,38563642,17.4678205,3.124545863,,,79.57835777
362,Middletown Rd (6),Bronx,1505.461841,7.317519029,FALSE,42,0,0.666666222,9.090542809,9.941024156,1.888730477,1.098612289,1.650206272,2.63905733,41,41,1,observed_gtfs,3.737669618,0,,,2508.732117,4.040769651,1,0,41,3.737669618,0.023809524,1,42,3.761200116,55,184176680,19.03140608,3.538936749,,,59.73171707
363,Westchester Sq-E Tremont Av (6),Bronx,2566.653362,7.850747672,FALSE,41.33,0,0.666666222,8.915566546,9.967353973,2.12455464,1.791759469,2.434182407,2.708050201,39,39,1,observed_gtfs,3.688879454,0,,,2378.32528,182.9423336,1,0,39,3.688879454,0.025,1,41.33,3.745496055,55.33,158733828,18.88273933,4.558737047,,,59.458132
364,Zerega Av (6),Bronx,1713.303761,7.446762307,FALSE,41.67,0,0.666666222,8.668711839,10.41828528,2.138512494,1.791759469,2.098698541,2.833213344,37.5,37.5,1,observed_gtfs,3.650658241,0,,,1917.513765,3.767943904,1,0,37.5,3.650658241,0.025974026,1,41.67,3.753496097,57.67,194665905,19.08679534,4.237211035,,,49.80555234
365,Castle Hill Av (6),Bronx,3721.175194,8.222063506,FALSE,41.67,0,0.49999975,8.723394022,10.85724746,1.857744187,1.386294361,1.927182483,2.833213344,36.5,36.5,1,observed_gtfs,3.624340933,0,,,3084.190138,-33.89987014,1,0,36.5,3.624340933,0.026666667,1,41.67,3.753496097,57.67,318922752,19.58045948,3.78492667,,,82.24507035
366,Parkchester (6),Bronx,10015.43487,9.21198251,FALSE,54.33,0,0.999999,8.269756948,11.1542342,1.825840327,1.386294361,1.846100741,2.772588722,34,35.12,2,observed_gtfs,3.555348061,0,,,5175.332989,-86.84485563,1,0,34,3.555348061,0.028571429,2,108.66,4.013315257,69.33,272655774,19.42372066,3.671941068,,,147.8666568
367,St Lawrence Av (6),Bronx,2473.508406,7.813797031,FALSE,45.33,0,0.999999,8.04334217,11.02606048,1.830306643,0.693147181,1.989378602,2.833213344,35,35,1,observed_gtfs,3.583518938,0,,,4811.362051,-41.33689796,1,0,35,3.583518938,0.027777778,1,45.33,3.835789699,61.33,191244848,19.0690651,3.819685245,,,133.6489459
368,Morrison Av-Soundview (6),Bronx,3705.94261,8.217962722,FALSE,45,0,0.666666222,7.571473649,11.05181022,1.775332959,1.098612289,2.011136679,2.772588722,33.75,33.75,1,observed_gtfs,3.548179572,0,,,6288.363452,-56.42527075,1,0,33.75,3.548179572,0.028776978,1,45,3.828641396,60,122393637,18.62275295,3.786469638,,,180.9600993
369,Elder Av (6),Bronx,3694.769533,8.214944075,FALSE,45.33,0,0.666666222,7.711101252,10.89139172,2.106796245,0.693147181,1.934735573,2.833213344,32.5,32.5,1,observed_gtfs,3.511545439,0,,,7755.707744,-10.28264334,1,0,32.5,3.511545439,0.029850746,1,45.33,3.835789699,61.33,119882952,18.60202643,4.041531818,,,231.513664
370,Whitlock Av (6),Bronx,1227.233007,7.113331836,FALSE,45.67,0,0.666666222,5.988961417,10.85560864,2.271875227,1.098612289,2.413278698,1.386294361,31,31,1,observed_gtfs,3.465735903,0,,,2527.709448,-32.50629321,1,0,31,3.465735903,0.03125,1,45.67,3.84310156,48.67,20625554,16.8420414,4.685153925,,,78.99092025
371,Hunts Point Av (6),Bronx,6638.904209,8.800852816,FALSE,54.33,0,0.999999,8.402006782,10.7629751,2.334338821,2.079441542,2.373651576,2.397895273,28.5,29,2,observed_gtfs,3.384390263,0,,,4240.680798,-18.76728491,1,0,28.5,3.384390263,0.033898305,2,108.66,4.013315257,64.33,210445290,19.16473628,4.707990397,,,143.7518915
372,Longwood Av (6),Bronx,2259.832305,7.723488301,FALSE,45.33,0,0.999999,8.783549477,10.77760121,2.186467943,2.302585093,2.453037146,2.63905733,28,28,1,observed_gtfs,3.36729583,0,,,3922.118078,-71.2368438,1,0,28,3.36729583,0.034482759,1,45.33,3.835789699,58.33,312769350,19.56097658,4.639505089,,,135.245451
373,E 149 St (6),Bronx,3062.890239,8.027440708,FALSE,46,0,0.999999,8.075271546,10.62478478,2.113467364,1.791759469,2.358546085,2.772588722,26.5,26.5,1,observed_gtfs,3.314186005,0,,,6082.538354,115.2531661,1,0,26.5,3.314186005,0.036363636,1,46,3.850147602,61,132186033,18.69972084,4.472013449,,,221.1832129
374,E 143 St-St Mary's St (6),Bronx,930.4300919,6.836721138,FALSE,46,0,0.999999,7.944137491,10.47522952,2.154512099,0,2.22265413,2.564949357,25.5,25.5,1,observed_gtfs,3.277144733,0,,,2140.681773,58.48908024,1,0,25.5,3.277144733,0.037735849,1,46,3.850147602,58,99830468,18.418984,4.377166229,,,80.78044426
375,Cypress Av (6),Bronx,1833.398283,7.514471795,FALSE,46.33,0,0.999999,8.126813721,10.36394577,1.857940905,0.693147181,2.358047279,2.48490665,24,24,1,observed_gtfs,3.218875825,0,46.1,-0.51958042,4839.611616,-21.69051187,0,0,24,3.218875825,0.04,1,46.33,3.857144344,57.33,107224185,18.4904324,4.215988184,223106.0955,12.31540718,193.5844646
