station_complex_id,station_complex_name,borough,avg_annual_ridership,log_avg_ridership,subway_trips_per_hour_am_peak,subway_lines_serving_station,jobs_access_network,pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,pct_walked_access_network,bus_routes_access_network,avg_headway_min_am_peak,service_x_jobs_access,density_x_service,jobs_x_density,entropy_x_density,inv_headway,log_jobs_access,log_density,cluster
463,Hunters Point Av (7),Queens,4007.243166,8.296108311,89.0,0,9224,14940,1.955123616,2.48490665,4.094512279,15,0.5,820936.0,1329660.0,137806560,29209.54682,1.999996,9.129672469,9.611864391,1
464,Vernon Blvd-Jackson Av (7),Queens,12553.25568,9.437814985,88.67,0,6454,23014,2.145814929,2.197224577,3.833659141,15,0.5,572276.18,2040651.38,148532356,49383.78478,1.999996,8.772610303,10.04390146,1
143,Inwood-207 St (A),Manhattan,5839.652092,8.672597729,40.33,0,1349,53367,1.842021225,2.944438979,10.53539263,8,1.5,54405.17,2152291.11,71992083,98303.14671,0.666666222,7.207859871,10.88496659,1
144,Dyckman St (A),Manhattan,4287.628991,8.363722378,41.67,0,1543,64894,1.612953253,2.708050201,10.54936025,10,1.0,64296.81,2704132.98,100131442,104670.9884,0.999999,7.342131731,11.08052586,1
145,190 St (A),Manhattan,3165.123307,8.060263187,42.67,0,1943,67301,1.811200428,2.995732274,9.802545156,15,1.0,82907.81,2871733.67,130765843,121895.6,0.999999,7.572502985,11.11694523,1
146,181 St (A),Manhattan,6179.13395,8.729095225,42.67,0,9361,88610,2.012903455,3.663561646,11.38211187,13,1.5,399433.87,3780988.7,829478210,178363.3751,0.666666222,9.144414222,11.39201128,1
147,175 St (A),Manhattan,7329.712325,8.89982797,42.0,0,10984,85018,1.921867591,3.526360525,13.10753983,14,1.5,461328.0,3570756.0,933837712,163393.3389,0.666666222,9.304285985,11.35063004,1
149,163 St-Amsterdam Av (C),Manhattan,2679.987179,7.893940356,30.33,0,1934,77471,1.816616926,3.401197382,12.01120183,17,2.0,58658.22,2349695.43,149828914,140735.1299,0.49999975,7.567862605,11.25767186,1
150,155 St (C),Manhattan,1697.622762,7.437573062,30.67,0,2009,90303,1.932899496,3.663561646,8.706985508,17,1.5,61616.03,2769593.01,181418727,174546.6232,0.666666222,7.605890001,11.41093704,1
151,"145 St (A,C,B,D)",Manhattan,15651.16824,9.658364732,49.67,0,2194,100202,1.920020087,3.583518938,6.741979898,15,1.0,108975.98,4977033.34,219843188,192389.8528,0.999999,7.693937326,11.51495341,1
152,"135 St (C,B)",Manhattan,3785.780056,8.239271347,45.67,0,3452,93915,1.979796837,3.871201011,7.786988853,18,1.0,157652.84,4289098.05,324194580,185932.6199,0.999999,8.146998697,11.45015604,1
154,"116 St (C,B)",Manhattan,4606.427129,8.435424874,45.33,0,8516,84262,1.832761556,3.931825633,13.78894783,21,1.5,386030.28,3819596.46,717575192,154432.1542,0.666666222,9.049819445,11.34169814,1
155,"Cathedral Pkwy (110 St) (C,B)",Manhattan,5360.755987,8.58704681,46.0,0,6707,84263,1.432772433,3.526360525,13.89777872,19,1.0,308522.0,3876098.0,565151941,120729.7035,0.999999,8.811056123,11.34171001,1
156,"103 St (C,B)",Manhattan,3277.341014,8.095092785,46.33,0,4416,67561,1.124597907,3.295836866,9.846439964,21,1.0,204593.28,3130101.13,298349376,75978.95919,0.999999,8.393216012,11.12080097,1
157,"96 St (C,B)",Manhattan,7289.854741,8.894376067,45.67,0,5257,65211,1.055982777,3.663561646,9.106271279,39,1.5,240087.19,2978186.37,342814227,68861.69287,0.666666222,8.567506005,11.08539878,1
158,"86 St (C,B)",Manhattan,8421.418723,9.038652325,45.33,0,5554,63671,1.628810765,3.610917913,8.877443507,37,1.0,251762.82,2886206.43,353628734,103708.0102,0.999999,8.622453702,11.06150018,1
159,"81 St-Museum of Natural History (C,B)",Manhattan,10126.18777,9.222978945,45.33,0,6718,57352,1.705200468,3.737669618,10.79202359,38,1.5,304526.94,2599766.16,385290736,97796.65724,0.666666222,8.812694613,10.95698043,1
160,"72 St (C,B)",Manhattan,7349.744799,8.90255692,45.0,0,9868,57090,1.10984079,4.127134385,15.20743036,49,1.0,444060.0,2569050.0,563364120,63360.8107,0.999999,9.19715381,10.95240177,1
173,"High St (A,C)",Brooklyn,6920.523403,8.842391169,73.67,0,13221,39377,2.064518912,4.007333185,11.96470585,15,1.0,973991.07,2900903.59,520603317,81294.5612,0.999999,9.489637388,10.58096256,1
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,27337.58841,10.21605448,38.0,3,15417,58245,2.026646565,3.828641396,11.95906003,16,1.5,585846.0,2213310.0,897963165,118042.0292,0.666666222,9.643290937,10.9724307,1
176,Lafayette Av (C),Brooklyn,3960.780479,8.284448819,30.67,0,6633,49643,1.924250365,4.262679877,8.779507766,17,1.5,203434.11,1522550.81,329282019,95525.56087,0.666666222,8.79996322,10.81263282,1
177,Clinton-Washington Avs (C),Brooklyn,5434.62367,8.600729544,30.33,0,3313,51501,1.963856918,4.094344562,7.743784257,18,1.5,100483.29,1562025.33,170622813,101140.5951,0.666666222,8.105911198,10.84937592,1
627,"Franklin Av (C,S)",Brooklyn,3908.192368,8.271086076,36.0,3,2331,55409,1.841583443,2.833213344,6.671150522,14,6.5,83916.0,1994724.0,129158379,102040.297,0.15384613,7.754481547,10.92251536,1
179,"Nostrand Av (A,C)",Brooklyn,12318.265,9.418919576,72.33,0,2751,59428,1.756511572,3.218875825,5.441073505,14,1.0,198979.83,4298427.24,163486428,104385.9697,0.999999,7.920083199,10.9925376,1
180,Kingston-Throop Avs (C),Brooklyn,4734.070513,8.462751897,30.67,0,3311,59885,1.941202646,2.833213344,4.501687674,15,2.0,101548.37,1836672.95,198279235,116248.9205,0.49999975,8.105307516,11.00019803,1
181,"Utica Av (A,C)",Brooklyn,9306.330672,9.138557613,72.33,0,3127,55740,1.722076557,2.564949357,3.80580241,16,1.0,226175.91,4031674.2,174298980,95988.54729,0.999999,8.048149102,10.92847124,1
182,Ralph Av (C),Brooklyn,3429.85075,8.140563541,30.67,0,2111,58122,1.729268315,2.48490665,3.66957985,18,2.0,64744.37,1782601.74,122695542,100508.533,0.49999975,7.655390645,10.97031673,1
183,Rockaway Av (C),Brooklyn,3677.054366,8.210139187,30.0,0,1588,53159,1.706440416,1.386294361,4.907176993,16,2.0,47640.0,1594770.0,84416492,90712.66607,0.49999975,7.370860167,10.88106151,1
621,"Broadway Junction (A,C,J,Z,L)",Brooklyn,5483.081096,8.609604828,61.0,4,1541,30541,2.087523946,0.693147181,3.879952902,11,1.0,94001.0,1863001.0,47063681,63755.06883,0.999999,7.340835554,10.32685806,1
185,Liberty Av (C),Brooklyn,1682.952165,7.428898789,30.33,0,1448,30282,2.21688217,1.791759469,3.377737158,10,2.0,43917.84,918453.06,43848336,67131.62587,0.49999975,7.278628942,10.31834178,1
186,Van Siclen Av (C),Brooklyn,1788.456338,7.489667131,30.33,0,1151,41639,1.906255828,1.791759469,3.435933287,13,2.0,34909.83,1262910.87,47926489,79374.58642,0.49999975,7.049254841,10.63681652,1
187,Shepherd Av (C),Brooklyn,1829.998065,7.512616488,29.67,0,1920,47364,1.703647598,1.098612289,4.478630815,12,1.5,56966.4,1405289.88,90938880,80691.56483,0.666666222,7.560601163,10.76563884,1
188,"Euclid Av (A,C)",Brooklyn,7029.331035,8.857989073,72.33,0,1719,53584,1.792982036,1.098612289,5.040740693,9,1.0,124335.27,3875730.72,92110896,96075.14942,0.999999,7.45007957,10.88902446,1
189,Grant Av (A),Brooklyn,3866.183358,8.260281706,43.33,0,1465,48828,1.567604977,0.693147181,4.804719101,10,1.0,63478.45,2115717.24,71533020,76543.01582,0.999999,7.290292882,10.79607968,1
190,80 St (A),Queens,3027.787615,8.015917691,43.67,0,1242,39757,1.48990351,0.693147181,4.519511496,15,1.5,54238.14,1736188.19,49378194,59234.09385,0.666666222,7.125283092,10.59056636,1
191,88 St (A),Queens,1987.171807,7.594970805,44.0,0,2254,33016,1.274282239,0.0,4.69076068,15,1.5,99176.0,1452704.0,74418064,42071.7024,0.666666222,7.720905252,10.40477786,1
192,Rockaway Blvd (A),Queens,5091.325169,8.535489817,44.33,0,3177,31463,1.495720384,0.0,4.956941565,14,1.0,140836.41,1394754.79,99957951,47059.85044,0.999999,8.064007347,10.35659931,1
193,104 St (A),Queens,1269.104802,7.146854697,21.33,0,3573,31640,1.345960758,0.0,4.853059973,17,2.75,76212.09,674881.2,113049720,42586.19838,0.363636231,8.181440696,10.36220903,1
194,111 St (A),Queens,1633.012941,7.398794195,21.33,0,4031,41314,1.119616448,0.0,4.613650001,15,2.25,85981.23,881227.62,166536734,46255.83393,0.444444247,8.30201781,10.62898091,1
195,Ozone Park-Lefferts Blvd (A),Queens,4610.596093,8.4363293,21.33,0,4579,45822,0.77054551,0.693147181,3.52305144,12,2.5,97670.07,977383.26,209818938,35307.93636,0.39999984,8.429454277,10.73254143,1
221,21 St-Queensbridge (M),Queens,5337.413703,8.582683829,33.67,2,7914,20403,2.131360712,2.302585093,7.12693738,14,2.0,266464.38,686969.01,161469342,43486.15261,0.49999975,8.976514972,9.923486239,1
222,Roosevelt Island (M),Manhattan,5416.318699,8.597356267,33.33,2,3200,36798,1.877783375,2.833213344,1.87032419,3,1.5,106656.0,1226477.34,117753600,69098.67263,0.666666222,8.07121854,10.51322595,1
59,9 Av (D),Brooklyn,3987.379415,8.291140266,35.0,0,4446,39053,1.388755239,1.609437912,18.67354631,11,2.5,155610.0,1366855.0,173629638,54235.05835,0.39999984,8.399984991,10.57270058,1
60,Fort Hamilton Pkwy (D),Brooklyn,2930.160256,7.983153616,34.67,0,7251,61867,1.948239489,1.386294361,23.71414666,11,2.0,251392.17,2144928.89,448597617,120531.7325,0.49999975,8.889032572,11.03275836,1
61,50 St (D),Brooklyn,2538.286768,7.839638521,34.33,0,8313,67013,1.611262735,0.693147181,27.83321516,7,1.5,285385.29,2300556.29,557079069,107975.5497,0.666666222,9.02569612,11.11265683,1
62,55 St (D),Brooklyn,1395.530842,7.24174647,35.0,0,8798,56269,1.896922809,1.098612289,27.93215412,8,2.0,307930.0,1969415.0,495054662,106737.9495,0.49999975,9.082393358,10.93791681,1
615,"62 St/New Utrecht Av (D,N)",Brooklyn,3751.465409,8.230168345,34.67,1,7416,50843,1.785037348,0.693147181,18.55709846,8,1.5,257112.72,1762726.81,377051688,90756.65388,0.666666222,8.911529942,10.8365174,1
64,71 St (D),Brooklyn,3459.854439,8.149270785,34.0,0,5431,50157,1.707274748,1.098612289,10.92247486,9,1.75,184654.0,1705338.0,272402667,85631.77954,0.571428245,8.600062669,10.8229333,1
65,79 St (D),Brooklyn,4432.119436,8.396858777,34.0,0,4373,51136,1.330738601,1.609437912,8.141814777,10,1.5,148682.0,1738624.0,223617728,68048.6491,0.666666222,8.383433201,10.84226358,1
66,18 Av (D),Brooklyn,4355.382862,8.379397373,34.33,0,3958,53177,1.441715688,1.791759469,6.505023461,10,2.0,135878.14,1825566.41,210474566,76666.11514,0.49999975,8.283746747,10.88140006,1
67,20 Av (D),Brooklyn,3597.546746,8.188285361,34.33,0,3366,56064,1.607818234,1.791759469,7.093908339,10,1.5,115554.78,1924677.12,188711424,90140.72147,0.666666222,8.121777419,10.93426701,1
68,Bay Pkwy (D),Brooklyn,5435.647073,8.600917803,35.0,0,3817,53422,1.532427268,1.098612289,8.131429364,10,1.5,133595.0,1869770.0,203911774,81865.32951,0.666666222,8.247482004,10.88599664,1
69,25 Av (D),Brooklyn,3088.780721,8.035855403,34.0,0,2295,49740,1.413561873,1.386294361,7.084913877,10,2.0,78030.0,1691160.0,114153300,70310.56756,0.49999975,7.738923757,10.81458482,1
70,Bay 50 St (D),Brooklyn,1906.832668,7.553723148,32.0,0,2222,25276,1.933273135,1.386294361,5.562700796,12,2.0,71104.0,808832.0,56163272,48865.41176,0.49999975,7.706612914,10.13765017,1
210,Norwood-205 St (D),Bronx,4387.130685,8.386658603,34.33,2,6309,60957,1.802075942,2.302585093,8.989815303,18,2.0,216587.97,2092653.81,384577713,109849.1432,0.49999975,8.749890956,11.01794038,1
211,"Bedford Park Blvd (B,D)",Bronx,4265.993529,8.358664767,46.67,2,3078,69508,1.983608156,2.48490665,7.972231898,19,1.5,143650.26,3243938.36,213945624,137876.6357,0.666666222,8.032360148,11.14921152,1
212,"Kingsbridge Rd (B,D)",Bronx,4024.570936,8.300422027,47.67,2,3626,89830,2.037484593,2.302585093,8.803440615,20,1.5,172851.42,4282196.1,325723580,183027.241,0.666666222,8.196161139,11.40568541,1
213,"Fordham Rd (B,D)",Bronx,6138.099238,8.722433306,47.67,2,7132,103907,2.062062022,2.079441542,12.54108597,22,1.5,339982.44,4953246.69,741064724,214262.6785,0.666666222,8.872487182,11.55126117,1
214,"182-183 Sts (B,D)",Bronx,2871.285377,7.962863291,41.67,2,5955,104389,2.115071621,1.098612289,8.282619846,20,1.0,248144.85,4349889.63,621636495,220790.2114,0.999999,8.692154394,11.55588916,1
215,"Tremont Av (B,D)",Bronx,4451.407716,8.401200289,48.0,2,4859,89808,2.249045456,1.609437912,7.239597882,17,1.5,233232.0,4310784.0,436377072,201982.2743,0.666666222,8.488793717,11.40544047,1
216,"174-175 Sts (B,D)",Bronx,2735.793602,7.914542296,42.67,2,3387,88389,2.147413238,1.098612289,7.835840384,16,1.5,144523.29,3771558.63,299373543,189807.7087,0.666666222,8.127995056,11.38951412,1
217,"170 St (B,D)",Bronx,3495.997158,8.159659924,42.33,2,3775,100273,2.081559651,0.693147181,9.704287083,18,1.5,159795.75,4244556.09,378530575,208724.2309,0.666666222,8.236420527,11.51566172,1
218,"167 St (B,D)",Bronx,4899.177492,8.497026706,42.33,2,5066,104531,2.016725218,1.609437912,9.978247446,15,1.5,214443.78,4424797.23,529554046,210810.3038,0.666666222,8.530504205,11.55724852,1
220,"155 St (B,D)",Manhattan,1884.604197,7.542003577,42.67,2,773,75741,2.007013355,3.526360525,5.418238146,16,1.5,32983.91,3231868.47,58547793,152013.1985,0.666666222,6.651571874,11.23508811,1
41,"7 Av (B,Q)",Brooklyn,7446.334664,8.915611484,53.67,0,3790,56989,1.672839702,3.36729583,6.79976076,15,1.0,203409.3,3058599.63,215988310,95333.46178,0.999999,8.240385116,10.95063109,1
42,"Prospect Park (B,Q,S)",Brooklyn,6856.920295,8.833159511,90.0,0,1415,36404,1.256540974,2.772588722,3.632068225,12,1.0,127350.0,3276360.0,51511660,45743.11762,0.999999,7.255591274,10.50246141,1
43,Parkside Av (Q),Brooklyn,4463.658563,8.403948021,39.0,0,1925,60529,1.539043466,2.772588722,4.23614859,15,1.5,75075.0,2360631.0,116518325,93156.76195,0.666666222,7.563200592,11.01089439,1
44,"Church Av (B,Q)",Brooklyn,10076.11865,9.218022653,53.33,0,2569,62597,1.770489444,3.044522438,5.335336172,18,1.0,137004.77,3338298.01,160811693,110827.3277,0.999999,7.851661178,11.04448861,1
45,Beverley Rd (Q),Brooklyn,2752.405479,7.920593781,38.33,0,3811,65951,1.77231946,2.944438979,6.25058071,15,1.5,146075.63,2527901.83,251339261,116886.2407,0.666666222,8.245909265,11.09668248,1
46,Cortelyou Rd (Q),Brooklyn,4235.578374,8.351511235,38.33,0,3027,65223,1.560650865,2.772588722,6.557555689,15,1.5,116024.91,2499997.59,197430021,101790.3314,0.666666222,8.015657615,11.08558278,1
47,"Newkirk Plaza (B,Q)",Brooklyn,7258.503024,8.890066651,53.33,0,2494,56461,1.380552933,2.079441542,6.994012207,14,1.0,133005.02,3011065.13,140813734,77947.39915,0.999999,7.822044008,10.94132312,1
48,Avenue H (Q),Brooklyn,2296.420416,7.739542214,39.0,0,2417,44249,1.501574042,1.791759469,7.610122137,15,1.5,94263.0,1725711.0,106949833,66443.14978,0.666666222,7.790696031,10.69761065,1
49,Avenue J (Q),Brooklyn,3910.300919,8.271625314,39.0,0,6518,41250,1.495423836,1.945910149,9.992572669,13,1.5,254202.0,1608750.0,268867500,61686.23324,0.666666222,8.782476269,10.62743063,1
50,Avenue M (Q),Brooklyn,4057.600931,8.308593595,38.67,0,12033,45621,1.572793303,1.386294361,11.44496328,16,1.5,465316.11,1764164.07,548957493,71752.40328,0.666666222,9.395491256,10.72814534,1
51,"Kings Hwy (B,Q)",Brooklyn,14519.16691,9.583293783,53.0,0,13291,47553,1.541958966,1.098612289,9.676484975,13,1.0,704423.0,2520309.0,632026923,73324.77471,0.999999,9.494917629,10.76962119,1
52,Avenue U (Q),Brooklyn,5073.417271,8.531966974,38.67,0,8825,45963,1.425287836,0.693147181,7.564649829,15,1.5,341262.75,1777389.21,405623475,65510.50481,0.666666222,9.08545719,10.73561376,1
53,Neck Rd (Q),Brooklyn,3245.563558,8.085352349,38.67,0,9707,46150,1.563503433,0.693147181,7.484592877,15,1.5,375369.69,1784620.5,447978050,72155.68343,0.666666222,9.180705567,10.73967391,1
54,"Sheepshead Bay (B,Q)",Brooklyn,9700.038945,9.179988267,53.0,0,15533,38333,1.832079811,1.098612289,8.119086047,8,1.0,823249.0,2031649.0,595426489,70229.1154,0.999999,9.650786449,10.55409251,1
55,"Brighton Beach (B,Q)",Brooklyn,8323.772375,9.026990972,52.33,0,9565,46934,1.879936956,1.945910149,14.44866001,6,1.0,500536.45,2456056.22,448923710,88232.96109,0.999999,9.165970424,10.75651894,1
56,Ocean Pkwy (Q),Brooklyn,2278.678882,7.731789871,38.33,0,6165,38294,1.786199234,1.791759469,15.07288408,10,1.5,236304.45,1467809.02,236082510,68400.71347,0.666666222,8.726805608,10.55307462,1
57,"W 8 St-NY Aquarium (F,Q)",Brooklyn,1853.903302,7.525587845,71.0,0,1678,25392,1.846808428,2.197224577,13.02508595,9,1.0,119138.0,1802832.0,42607776,46894.1596,0.999999,7.425953657,10.14222882,1
58,"Coney Island-Stillwell Av (D,F,N,Q)",Brooklyn,9972.860426,9.207722992,137.0,0,4410,19731,2.148936637,2.197224577,7.974577704,9,0.5,604170.0,2703147.0,87013710,42400.66878,1.999996,8.3918567,9.889996962,1
254,Jamaica-179 St (F),Queens,14015.57668,9.547995957,41.67,4,6309,34462,1.57758438,0.693147181,5.090387747,43,1.5,262896.03,1436031.54,217420758,54366.7129,0.666666222,8.749890956,10.44764156,1
255,169 St (F),Queens,5545.630382,8.620945884,39.67,4,6660,44270,1.877374708,1.791759469,6.618695845,51,1.25,264202.2,1756190.9,294838200,83111.37832,0.79999936,8.804024902,10.69808511,1
256,Parsons Blvd (F),Queens,5091.986091,8.535619596,42.33,4,9484,45780,1.869029407,2.995732274,8.218765853,51,1.5,401457.72,1937867.4,434177520,85564.16625,0.666666222,9.157466882,10.73162444,1
257,Sutphin Blvd (F),Queens,2987.223029,8.002434185,40.67,4,4366,45034,2.057990989,1.386294361,8.442274057,39,1.5,177565.22,1831532.78,196618444,92679.5662,0.666666222,8.381831553,10.71519524,1
258,"Briarwood (E,F)",Queens,3622.088292,8.195082061,60.33,0,4948,38613,1.861889769,1.386294361,4.97612915,35,1.0,298512.84,2329522.29,191057124,71893.14965,0.999999,8.506940815,10.56137018,1
259,"Kew Gardens-Union Tpke (E,F)",Queens,17000.72466,9.741070069,83.33,0,7897,25985,1.877202083,1.386294361,3.835002996,29,0.75,658057.01,2165330.05,205203545,48779.09613,1.333331556,8.974364842,10.16531321,1
260,"75 Av (E,F)",Queens,2400.909712,7.784019413,59.67,0,9087,28816,1.800229028,1.386294361,4.175163681,22,1.0,542221.29,1719450.72,261850992,51875.39967,0.999999,9.114710141,10.26872077,1
234,East Broadway (F),Manhattan,10936.61345,9.299962903,41.0,4,8395,78465,1.854035382,4.219507705,23.11049262,43,1.5,344195.0,3217065.0,658713675,145476.8862,0.666666222,9.035510681,11.27042069,1
235,York St (F),Brooklyn,10216.07807,9.23181592,41.33,4,12067,29765,2.063582088,3.63758616,11.90759886,15,1.5,498729.11,1230187.45,359174255,61422.52085,0.666666222,9.3983126,10.30112208,1
236,"Bergen St (F,G)",Brooklyn,8518.586176,9.050123048,76.0,3,13699,56188,1.899887222,3.610917913,11.3076138,15,1.0,1041124.0,4270288.0,769719412,106750.8632,0.999999,9.525151112,10.93647629,1
237,"Carroll St (F,G)",Brooklyn,8869.807632,9.090521123,76.67,3,5521,41409,2.093869323,3.091042453,12.93525201,22,1.0,423295.07,3174828.03,228619089,86705.0348,0.999999,8.616495392,10.63127768,1
238,"Smith-9 Sts (F,G)",Brooklyn,3113.835752,8.043931702,76.0,3,5294,23746,2.166324368,2.772588722,14.74479061,15,1.0,402344.0,1804696.0,125711324,51441.53844,0.999999,8.574518258,10.07521149,1
608,"4 Av-9 St (F,G,R)",Brooklyn,9184.428943,9.125373697,38.67,2,5682,37505,2.06345817,3.496507561,8.307816349,18,1.5,219722.94,1450318.35,213103410,77389.99867,0.666666222,8.645234541,10.5322562,1
240,"7 Av (F,G)",Brooklyn,8977.216316,9.102556513,77.0,0,5034,49624,1.553368212,3.135494216,8.428498704,9,1.0,387618.0,3821048.0,249807216,77084.34415,0.999999,8.524168805,10.81225002,1
241,"15 St-Prospect Park (F,G)",Brooklyn,4473.498972,8.406149663,77.0,2,3777,35023,1.23407864,2.397895273,8.327152687,8,1.0,290829.0,2696771.0,132281871,43221.13621,0.999999,8.236950048,10.46378882,1
242,"Fort Hamilton Pkwy (F,G)",Brooklyn,4403.413643,8.390362418,75.67,2,2781,32547,1.44714404,2.772588722,5.988586193,11,1.0,210438.27,2462831.49,90513207,47100.19707,0.999999,7.930925372,10.3904712,1
243,"Church Av (F,G)",Brooklyn,6645.110547,8.801787082,76.33,2,7595,47947,1.81637995,1.945910149,11.36453822,14,1.0,579726.35,3659794.51,364157465,87089.96946,0.999999,8.935377072,10.77787237,1
244,Ditmas Av (F),Brooklyn,2993.049831,8.004382208,40.33,2,9044,61137,1.760046377,1.098612289,16.85371139,13,1.5,364744.52,2465655.21,552923028,107603.9554,0.666666222,9.109967398,11.02088888,1
245,18 Av (F),Brooklyn,2542.006713,7.841102405,39.67,2,5971,47788,1.596347094,0.693147181,19.81342465,14,1.0,236869.57,1895749.96,285342148,76286.23493,0.999999,8.694837159,10.77455077,1
246,Avenue I (F),Brooklyn,1316.716195,7.183655362,40.0,2,4023,31723,1.747080798,0.0,18.62122999,9,1.5,160920.0,1268920.0,127621629,55422.64415,0.666666222,8.300031712,10.36482877,1
247,Bay Pkwy (F),Brooklyn,949.877298,6.85738503,39.67,2,2740,31053,1.660066911,0.0,15.25983664,5,1.5,108695.8,1231872.51,85085220,51550.05779,0.666666222,7.916078096,10.3434829,1
248,Avenue N (F),Brooklyn,2090.69261,7.645728878,40.0,4,4110,41525,1.744078013,1.386294361,12.04152445,8,1.5,164400.0,1661000.0,170667750,72422.83949,0.666666222,8.321421587,10.63407502,1
249,Avenue P (F),Brooklyn,1863.310111,7.53064635,40.0,4,4817,49660,1.458648631,1.386294361,10.50379591,11,1.5,192680.0,1986400.0,239212220,72436.49102,0.666666222,8.480114183,10.8129752,1
250,Kings Hwy (F),Brooklyn,2588.819485,7.859343455,40.33,4,4685,43262,1.582730955,1.098612289,9.211203449,12,1.5,188946.05,1744756.46,202682470,68472.10658,0.666666222,8.452334619,10.67505305,1
251,Avenue U (F),Brooklyn,1398.070392,7.243563289,34.33,4,2787,38947,1.343008249,1.791759469,7.459867474,7,1.5,95677.71,1337050.51,108545289,52306.14227,0.666666222,7.933079772,10.5699827,1
252,Avenue X (F),Brooklyn,1847.546444,7.522154903,34.0,4,2805,34577,1.779459047,1.386294361,8.878459657,8,1.5,95370.0,1175618.0,96988485,61528.35547,0.666666222,7.939515261,10.45097292,1
253,Neptune Av (F),Brooklyn,1180.052612,7.074161364,33.0,4,4684,34327,1.861141233,1.791759469,11.23080855,9,2.0,154572.0,1132791.0,160787668,63887.39511,0.49999975,8.452121195,10.44371663,1
278,"Jamaica Center-Parsons/Archer (E,J,Z)",Queens,21249.52044,9.964136665,76.0,0,5494,36468,2.292630342,3.091042453,6.845771688,42,1.0,417544.0,2771568.0,200355192,83607.64331,0.999999,8.611593867,10.50421786,1
279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Queens,20143.23561,9.910673452,75.67,0,4975,33296,2.190964098,2.079441542,5.425282797,36,1.0,376458.25,2519508.32,165647600,72950.34061,0.999999,8.512381634,10.41322258,1
280,Jamaica-Van Wyck (E),Queens,3365.09688,8.121509156,39.33,0,4220,34542,2.053352087,0.693147181,6.01904259,42,1.5,165972.6,1358536.86,145767240,70926.88779,0.666666222,8.347827346,10.4499602,1
262,"67 Av (M,R)",Queens,5792.080189,8.664419413,56.33,0,15765,64777,1.639476359,1.791759469,6.420958162,22,1.0,888042.45,3648888.41,1021209405,106200.3601,0.999999,9.665611002,11.07872132,1
263,"63 Dr-Rego Park (M,R)",Queens,10059.19805,9.216342131,56.0,0,11328,64130,1.748297311,1.609437912,8.686035145,29,1.0,634368.0,3591280.0,726464640,112118.3066,0.999999,9.335121089,11.06868315,1
264,"Woodhaven Blvd (M,R)",Queens,13554.8984,9.514577038,55.33,0,10766,55798,1.905804737,1.386294361,8.830371975,27,1.0,595682.78,3087303.34,600721268,106340.0927,0.999999,9.28424118,10.92951123,1
265,"Grand Av-Newtown (M,R)",Queens,12980.76929,9.47130129,56.0,0,6332,55925,1.974951218,2.197224577,6.200291339,30,1.0,354592.0,3131800.0,354117100,110449.1469,0.999999,8.753529337,10.93178467,1
266,"Elmhurst Av (M,R)",Queens,8889.776306,9.092769648,55.67,0,4299,79858,1.953184448,2.48490665,7.757268167,24,1.0,239325.33,4445694.86,343309542,155977.4036,0.999999,8.366370302,11.28801786,1
268,"65 St (M,R)",Queens,2402.65052,7.784743911,51.67,0,3664,52696,1.992185048,2.302585093,8.16172539,12,1.5,189318.88,2722802.32,193078144,104980.1833,0.666666222,8.206583614,10.87231381,1
269,"Northern Blvd (M,R)",Queens,4790.307511,8.47455862,51.33,0,4051,34722,2.147716036,1.791759469,8.014046992,12,1.5,207937.83,1782280.26,140658822,74572.9962,0.666666222,8.306965865,10.45515757,1
270,"46 St (M,R)",Queens,5350.221759,8.58508018,51.33,0,5366,34494,2.117703072,1.791759469,6.689751078,10,1.0,275436.78,1770577.02,185094804,73048.04977,0.999999,8.588024372,10.44856966,1
271,"Steinway St (M,R)",Queens,8784.150943,9.080818182,51.33,0,4310,39329,1.932903569,2.772588722,6.2734896,11,1.5,221232.3,2018757.57,169507990,76019.16447,0.666666222,8.368925175,10.57974287,1
272,"36 St (M,R)",Queens,2685.979076,7.896172821,51.0,0,7186,18283,1.995230473,2.48490665,5.883556724,13,1.5,366486.0,932433.0,131381638,36478.79874,0.666666222,8.880029117,9.813781639,1
273,"Queens Plaza (E,F,R)",Queens,13098.53985,9.480332383,102.67,0,10552,13378,1.848422482,2.708050201,5.875131571,15,0.5,1083373.84,1373519.26,141164656,24728.19596,1.999996,9.264165459,9.501441592,1
282,21 St (G),Queens,1319.085847,7.185452049,36.0,0,8779,20504,2.105075863,2.63905733,3.80727394,15,2.0,316044.0,738144.0,180004616,43162.47549,0.49999975,9.080231687,9.928424038,1
283,Greenpoint Av (G),Brooklyn,7495.129898,8.922142153,35.33,0,7073,25781,2.008244233,2.48490665,8.964697838,6,1.5,249889.09,910842.73,182349013,51774.54457,0.666666222,8.86418137,10.15743185,1
284,Nassau Av (G),Brooklyn,6954.974233,8.847356171,36.0,0,9058,33864,2.067945223,2.63905733,8.353774706,7,1.5,326088.0,1219104.0,306740112,70028.89703,0.666666222,9.111514018,10.43013731,1
629,"Metropolitan Av/Lorimer St (G,L)",Brooklyn,11482.82747,9.348695017,68.33,4,6926,56164,1.921859819,2.63905733,9.446993188,13,1.0,473253.58,3837686.12,388991864,107939.3349,0.999999,8.843182098,10.93604907,1
