station_complex_id,station_complex_name,buffer_area_sqmi,pop_density_0p5mi,pop_rank,population_0p5mi,population_access_network,jobs_access_network,landuse_entropy_0p5mi,landuse_entropy_relative_0p5mi,landuse_simpson_0p5mi,landuse_k_categories_0p5mi,intersection_count_0p5mi,intersection_density_0p5mi,citibike_count_0p5mi,pct_hh_no_vehicle_access_network,median_hh_income_access_network,pct_car_truck_van_access_network,pct_transit_access_network,pct_taxicab_access_network,pct_bicycle_access_network,pct_walked_access_network,pct_other_means_access_network,pct_wfh_access_network,avg_bg_median_hh_income_access_network,bus_routes_access_network,subway_lines_access_network,commuter_lines_access_network,dist_to_commuter_stop_ft_network,dist_to_commuter_stop_mi_network,has_commuter_stop_within_1mi_network,transfer_subway_station_complexes_0p25mi_network,transfer_subway_station_complexes_0p10mi_network,has_subway_station_complex_within_1mi_network,dist_to_subway_station_complex_ft_network,dist_to_subway_station_complex_mi_network,is_ibx_planned,peak_tph_bidir,midday_tph_bidir,peak_tph_perdir,midday_tph_perdir,subway_lines_serving_station,is_terminal_subway,has_university_0p25mi,has_university_0p5mi,has_hospital_0p25mi,has_hospital_0p5mi,has_stadium_0p1mi,cultural_count_0p25mi,cultural_count_0p5mi,has_cultural_0p25mi,cultural_count_0p25mi_capped10,cultural_count_0p25mi_log1p,has_cultural_0p5mi,cultural_count_0p5mi_capped10,cultural_count_0p5mi_log1p,adjacent_major_park_0p25mi,adjacent_major_park_0p5mi,subway_trips_per_hour_am_peak,avg_headway_min_am_peak
303,157 St (1),0.784137123,80026,61,62751,16053,1918,1.817454055,0.757937211,0.804285246,11,498,635.093003,22,9.093944161,53299.3685,6.452332466,69.52205659,0.580544656,1.365494902,10.32446809,0.328865964,8.623717438,56093,12,5,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,14,31,1,10,2.708050201,1,10,3.465735903,1,1,46.67,1.5
304,145 St (1),0.784137123,72591,84,56921,17366,2005,1.959170676,0.817037632,0.838628532,11,364,464.2045243,21,7.201325651,56826.84923,5.45883332,73.50844288,0.757170883,1.625523215,6.310334029,0.482261031,9.998521162,57037,17,6,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,5,33,1,5,1.791759469,1,10,3.526360525,0,0,47,1.5
305,137 St-City College (1),0.784137123,64688,122,50724,16984,2980,2.011932214,0.839040902,0.830028066,11,412,525.4183077,20,7.390106561,56105.73059,5.772072763,70.95170507,0.848244864,1.66519852,8.224436414,0.465309168,10.35714399,58598,18,6,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,5,28,1,5,1.791759469,1,10,3.36729583,0,0,50.67,1
306,125 St (1),0.784137123,58403,161,45796,16373,8880,1.997356139,0.832962207,0.838139683,11,485,618.51427,18,6.790258453,61374.9248,5.530124878,60.3218866,0.788014637,1.815325653,15.79686681,0.592265994,13.87617946,69422,20,7,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,14,40,1,10,2.708050201,1,10,3.713572067,1,1,51,1
307,116 St-Columbia University (1),0.784137123,61471,139,48202,14460,10366,1.785818746,0.744744262,0.805078027,11,430,548.3734765,12,6.558557168,88774.65738,5.473703281,53.19855718,1.349515505,2.563026323,20.75039715,0.432259343,15.14768733,106252,16,5,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,18,48,1,10,2.944438979,1,10,3.891820298,1,1,51,1.5
308,Cathedral Pkwy (110 St) (1),0.784137123,68806,96,53953,15241,10113,1.819313776,0.790117934,0.812882225,10,431,549.6487637,12,6.085094286,105137.777,4.772674496,55.76270738,1.348002111,2.217794518,17.24908857,0.391830486,16.91676268,114560,15,6,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,18,52,1,10,2.944438979,1,10,3.970291914,1,1,51.33,1
309,103 St (1),0.784137123,91536,31,71777,17174,7133,1.778581228,0.772428013,0.790042712,10,493,628.7165673,15,6.290750795,114867.2515,4.524943917,58.94925121,1.734872681,1.948091959,12.57589735,1.050433592,17.38372084,115630,13,6,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,35,53,1,10,3.583518938,1,10,3.988984047,1,1,51.33,1.5
310,"96 St (1,2,3)",0.784137123,101244,13,79389,19598,5107,1.682327114,0.730625382,0.744170712,10,493,628.7165673,15,6.057849738,132333.3131,4.290160327,61.80985733,2.27710603,2.006227632,7.896870497,1.738234625,18.08165761,123354,12,6,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,27,62,1,10,3.33220451,1,10,4.143134726,1,1,126.67,0.5
311,86 St (1),0.784137123,95403,26,74809,19116,6333,1.759991371,0.76435454,0.806226012,10,439,559.8510609,18,6.390826117,144083.3413,4.719152777,60.25437766,2.635779451,2.270157595,8.45686341,1.635419235,18.16070924,136771,35,9,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,27,59,1,10,3.33220451,1,10,4.094344562,1,1,52.33,1
312,79 St (1),0.784137123,88467,41,69370,19407,7841,1.850500444,0.771718626,0.824900235,11,363,462.9292371,17,6.840762101,144748.9259,5.154164931,57.46460918,3.337090982,2.770760957,10.9942344,1.074109492,17.18553314,143508,14,3,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,18,63,1,10,2.944438979,1,10,4.158883083,1,1,52.33,1
313,"72 St (1,2,3)",0.784137123,94054,29,73751,20715,10903,1.923526123,0.802172699,0.833073426,11,428,545.8229022,17,7.129029089,138757.7972,5.355078158,53.1487095,3.718772003,3.559800552,15.79119197,0.645947292,15.63406982,143582,14,7,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,1,0,24,71,1,10,3.218875825,1,10,4.276666119,1,1,127.33,0.5
314,66 St-Lincoln Center (1),0.784137123,89926,36,70514,20388,16038,1.686627595,0.767617299,0.750964659,9,430,548.3734765,19,7.214927023,127440.3631,5.316221361,49.31680982,3.919936737,3.59632163,20.37216969,0.878309737,14.36100469,139864,44,14,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,1,0,30,78,1,10,3.433987204,1,10,4.369447852,1,1,52.67,1.5
614,"59 St-Columbus Circle (1,A,C,B,D)",0.784137123,65768,114,51571,14850,29454,1.594097534,0.664790307,0.760573116,11,362,461.65395,22,6.894461807,115814.8899,5.118482523,44.4505425,3.780975806,3.031588197,26.07773337,1.168721583,14.37155405,132260,76,20,0,,,0,0,0,0,0,0,0,21,24,10.5,12,1,0,1,1,0,1,0,29,78,1,10,3.401197382,1,10,4.369447852,1,1,122.33,0.5
316,50 St (1),0.784137123,54132,199,42447,7764,56863,1.464688058,0.610822364,0.687305858,11,181,230.826975,36,4.987166437,103549.8539,3.859378565,39.77707751,3.863269017,2.719538931,34.50596084,1.844785854,12.30220141,110188,87,22,12,4088.278742,0.774295216,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,31,140,1,10,3.465735903,1,10,4.94875989,0,1,51.67,1
611,"Times Sq-42 St/Port Authority Bus Terminal (1,2,3,7,A,C,E,N,Q,R,W,S)",0.784137123,36152,342,28348,8519,72379,1.299708494,0.542020542,0.575226269,11,259,330.2993731,35,5.202896997,122733.8465,3.5873623,42.80321894,2.723648181,2.2794285,33.57188897,1.704571732,11.71434668,121040,86,22,12,3331.05717,0.63088204,1,0,0,0,0,0,0,20,24,10,12,1,0,1,1,0,0,0,58,202,1,10,4.077537444,1,10,5.313205979,0,0,123.67,0.5
318,"34 St-Penn Station (1,2,3)",0.784137123,41562,302,32590,7093,51489,1.61021559,0.671512058,0.715389709,11,237,302.2430557,36,4.436819727,115250.6975,3.219750339,44.24652664,1.821928663,2.746448816,33.81055054,1.184856899,11.75286871,126752,83,21,11,1199.607534,0.227198397,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,68,190,1,10,4.234106505,1,10,5.252273428,0,0,127.33,0.5
319,28 St (1),0.784137123,58991,157,46257,7836,44514,1.672080112,0.697311568,0.741144882,11,229,292.0407584,32,4.845127129,119033.076,3.557419213,47.20746335,2.456689486,3.048208277,28.86452955,1.153507004,12.41331276,131315,81,23,11,2178.87927,0.412666528,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,44,182,1,10,3.80666249,1,10,5.209486153,0,0,53,1
320,23 St (1),0.784137123,75475,78,59183,8755,36701,1.759693679,0.733849263,0.793009151,11,225,286.9396098,31,5.4262861,124484.6094,4.198486483,50.02320826,3.177735558,2.92761205,24.44794396,1.047581917,12.91488303,131365,80,22,11,3465.783939,0.656398473,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,49,136,1,10,3.912023005,1,10,4.919980926,0,0,53,1
321,18 St (1),0.784137123,80457,60,63089,9727,28253,1.841462063,0.767949328,0.824552465,11,245,312.4453529,38,6.187633785,127562.4926,4.941630122,51.36176643,3.446402305,3.179246757,21.67643052,0.955081853,13.11168859,133906,73,20,11,4753.266562,0.900239879,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,0,26,132,1,10,3.295836866,1,10,4.890349128,0,0,53,1
601,"14 St/6 Av (1,2,3,L,F,M)",0.784137123,81302,56,63752,10375,23922,1.830199727,0.763252569,0.819183424,11,279,355.8051162,37,6.065969758,135341.5213,4.976494275,50.66766871,3.396170659,3.366829397,22.21643962,0.842793538,13.29592824,140772,73,20,0,,,0,0,0,0,0,0,0,15,15,7.5,7.5,2,1,1,1,1,1,0,29,118,1,10,3.401197382,1,10,4.779123493,0,0,68.67,0.5
323,Christopher St-Stonewall (1),0.784137123,75667,76,59333,9382,17531,1.963672768,0.81891515,0.838370433,11,406,517.7665848,36,6.539429599,135122.3167,5.308498892,48.99594235,4.018937267,3.611820389,21.16004833,1.000418093,14.52641996,136038,31,20,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,1,0,21,93,1,10,3.091042453,1,10,4.543294782,0,0,52.67,1
324,Houston St (1),0.784137123,49254,242,38622,6567,14619,1.939390149,0.808788512,0.823123708,11,466,594.2838141,32,6.553803325,138822.0495,5.182115383,47.07128501,4.84063275,3.835195222,20.1562399,1.123203862,16.22592334,137004,30,21,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,26,83,1,10,3.295836866,1,10,4.430816799,0,0,53.33,1
325,Canal St (1),0.784137123,38561,326,30237,5484,17574,1.772037262,0.738996937,0.775430674,11,432,550.9240508,30,6.325122666,149413.2303,5.017900071,44.45572957,4.831420353,3.300887959,22.99774094,1.243707713,16.67001254,130251,40,21,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,32,103,1,10,3.496507561,1,10,4.644390899,0,0,53.33,1
326,Franklin St (1),0.784137123,45553,274,35720,5422,20179,1.663964072,0.693926916,0.757242233,11,468,596.8343884,34,6.779405564,159856.0861,5.032825831,44.49514334,5.298470725,2.647265818,24.7784427,1.3321821,14.60392601,121253,37,18,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,41,120,1,10,3.737669618,1,10,4.795790546,0,0,53,1
327,"Chambers St (1,2,3)",0.784137123,50140,222,39317,6021,22422,1.548378651,0.645724052,0.713894601,11,655,835.3130863,34,6.322937059,174560.3109,4.829173849,46.93152436,4.938528886,1.803599528,25.899258,1.348627655,12.69433576,138919,43,16,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,0,26,109,1,10,3.295836866,1,10,4.700480366,0,0,125.33,0.5
328,WTC Cortlandt (1),0.784137123,62768,133,49219,5737,25651,1.459125418,0.633690117,0.68629119,10,727,927.1337614,31,4.919362446,190460.3881,4.083576062,49.23836046,4.205421434,1.224280754,26.80357896,1.148592624,12.3444109,170110,41,15,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,0,24,109,1,10,3.218875825,1,10,4.700480366,0,0,51.33,1
329,Rector St (1),0.784137123,49490,234,38807,4398,24663,1.512141941,0.656714901,0.690830334,10,769,980.6958219,31,4.298294632,192584.9099,3.641702396,50.79918859,3.242497989,0.780362165,27.83103784,0.981069421,11.92834706,181660,41,15,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,0,41,112,1,10,3.737669618,1,10,4.727387819,0,0,51.33,1
635,"Whitehall St-South Ferry (1,R,W)",0.784137123,28063,391,22005,3045,18936,1.660677518,0.75580691,0.752344198,9,704,897.8021569,21,3.703544724,188013.1676,3.086683004,52.29249584,1.980866637,0.495761158,28.14212218,0.902711476,12.36623333,182546,41,15,0,,,0,0,0,0,0,0,0,84,60,42,30,4,0,1,1,0,0,0,37,80,1,10,3.63758616,1,10,4.394449155,0,0,49,1.5
416,Wakefield-241 St (2),0.784137123,21631,410,16962,11960,1864,1.705850204,0.71139479,0.729384402,11,239,304.79363,0,44.9714413,62191.39327,37.99544855,47.46125531,0.671681857,0,3.156117466,0.561654437,3.177849624,72310,4,2,1,1561.022026,0.295648111,1,0,0,0,0,0,0,30,30,15,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1.5
417,"Nereid Av (2,5)",0.784137123,31371,378,24599,16532,3097,1.809267699,0.754523235,0.738650004,11,325,414.4683253,0,45.81159992,63323.00427,38.3147639,44.97798671,1.314785856,0.151503248,4.497835023,0.33538624,2.80346024,70820,7,2,1,3675.376692,0.69609407,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.693147181,0,1,41.33,1.5
418,"233 St (2,5)",0.784137123,40165,316,31495,21386,3262,1.962247908,0.818320938,0.818767939,11,295,376.2097106,0,44.40516977,64347.21999,36.94567871,44.83966663,1.599523953,0.259445616,5.012029807,0.110247397,3.638317858,68368,7,2,1,1775.227734,0.336217374,1,0,0,0,0,0,0,49,30,24.5,15,2,0,0,0,1,1,0,0,1,0,0,0,1,1,0.693147181,1,1,42,1.5
419,"225 St (2,5)",0.784137123,43903,284,34426,20748,2261,1.782420997,0.774095603,0.779415719,10,227,289.4901841,0,39.23646373,48507.31106,31.72847162,51.9630033,1.033412998,0.879684181,3.660940981,0.061208568,3.048020573,49512,11,2,1,3644.071231,0.690165006,1,0,0,0,0,0,0,50,31,25,15.5,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0.693147181,1,1,42.33,1
420,"219 St (2,5)",0.784137123,43617,285,34202,18351,1702,1.725185729,0.71945833,0.757801896,11,214,272.9114511,0,38.76438266,45237.21868,31.90995115,51.80070767,1.085285502,0.337893419,3.858898626,0.321194349,3.794774273,49544,9,2,1,3723.301939,0.705170822,1,0,0,0,0,0,0,48,30,24,15,2,0,0,0,0,0,0,1,2,1,1,0.693147181,1,2,1.098612289,1,1,42,1.5
421,"Gun Hill Rd (2,5)",0.784137123,42584,294,33392,19301,4317,1.884976077,0.818634709,0.802137877,10,420,535.620605,2,32.01864887,45174.95214,26.76226496,56.74879725,0.946703949,0.3588078,5.25297706,0.766021033,3.902093087,47948,15,4,1,1424.477043,0.269787319,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,2,1,1,0.693147181,1,2,1.098612289,1,1,41.67,1.5
422,"Burke Av (2,5)",0.784137123,44740,278,35082,18149,2042,1.972000692,0.822388164,0.83052981,11,539,687.3797764,1,33.84513771,50021.03972,29.63246527,55.77655271,1.031559745,0.502484768,4.779729862,0.527641837,3.53689337,49999,10,2,1,3324.916927,0.629719115,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.693147181,1,1,41.33,1.5
423,"Allerton Av (2,5)",0.784137123,49171,243,38557,17381,2505,1.627446841,0.678698048,0.700389115,11,438,558.5757737,0,30.23035892,47620.45305,26.47828374,58.6287521,0.829433409,0.537825442,6.090524922,0.40436703,3.278738181,49347,16,2,0,,,0,0,0,0,0,0,0,45,30,22.5,15,2,0,0,0,0,0,0,1,2,1,1,0.693147181,1,2,1.098612289,1,1,42,1.5
424,"Pelham Pkwy (2,5)",0.784137123,45316,276,35534,15747,3658,1.552487721,0.67423685,0.684222001,10,503,641.4694388,0,28.8646299,50196.29292,24.84217493,58.97031964,0.802554585,0.611795096,6.709299502,0.249072986,3.776969867,51350,17,2,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,6,1,2,1.098612289,1,6,1.945910149,1,1,42.67,1.5
425,"Bronx Park East (2,5)",0.784137123,32130,370,25194,14025,3679,1.908385811,0.795858698,0.810432883,11,315,401.7154537,0,31.86271954,52343.25198,26.87609626,54.91897154,1.167026721,0.785890523,5.610551894,0.550911369,5.037373882,55198,15,2,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,3,1,2,1.098612289,1,3,1.386294361,1,1,42.67,1.5
426,"E 180 St (2,5)",0.784137123,36378,340,28525,18971,3281,2.129864101,0.888222319,0.855721318,11,578,737.1159754,5,27.21996782,35723.18413,22.64421854,59.97634881,1.588706915,0.509295308,5.894997825,0.357370193,4.281464072,41293,15,3,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,3,1,1,0.693147181,1,3,1.386294361,1,1,79.33,1
427,"West Farms Sq-E Tremont Av (2,5)",0.784137123,44311,281,34746,25230,4054,1.995208127,0.832066417,0.819910097,11,693,883.7739982,13,24.45045069,26375.79697,20.87946061,62.2948412,1.448952294,0.33562644,6.108868215,0.662213315,4.503235456,30407,18,3,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.693147181,1,1,65,1
428,"174 St (2,5)",0.784137123,40325,314,31620,24148,4197,1.859549481,0.775492367,0.762281925,11,493,628.7165673,18,24.137831,27107.87827,20.11608819,61.82395799,1.03612769,0.188778678,6.631657991,0.918524596,5.149531031,28856,15,3,1,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,65,1
429,"Freeman St (2,5)",0.784137123,53200,205,41716,22142,4851,1.999037251,0.833663285,0.824755921,11,459,585.356804,21,23.21324747,30212.32897,18.7917406,60.38223773,1.085886127,0.404919372,9.273418759,0.434619903,5.205670634,31053,14,4,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.693147181,0,1,65,1
430,"Simpson St (2,5)",0.784137123,56197,180,44066,14648,3440,2.173529145,0.906432057,0.867961981,11,720,918.2067514,21,22.05451073,31300.05312,17.68292405,62.80890817,0.956003207,0.617435168,8.235732351,0.618522467,4.708887906,33032,12,4,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,5,1,1,0.693147181,1,5,1.791759469,0,0,65.33,1
431,"Intervale Av (2,5)",0.784137123,63676,128,49931,17107,3703,2.02871156,0.846038433,0.848299417,11,648,826.3860762,21,20.27855964,32401.96919,16.83791203,61.04723462,1.130105766,0.847563583,11.70800639,0.555871938,4.432658063,34385,15,4,1,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,9,1,2,1.098612289,1,9,2.302585093,0,0,65.67,1
432,"Prospect Av (2,5)",0.784137123,70680,87,55423,19161,4502,1.961356802,0.817949318,0.829900233,11,610,777.9251644,20,20.57664286,32693.87618,16.8684347,60.65883077,1.039251368,0.676367568,11.80694195,0.804763133,4.437202358,34561,14,4,1,5189.255201,0.982813485,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4,9,1,4,1.609437912,1,9,2.302585093,0,0,66,1
433,"Jackson Av (2,5)",0.784137123,63903,126,50109,16625,4713,2.152677627,0.897736299,0.869896178,11,465,593.0085269,20,20.59157015,31126.82725,15.85248992,60.80898525,0.888029713,0.756457755,11.37492245,0.975781,4.604253687,33602,15,3,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,3,12,1,3,1.386294361,1,10,2.564949357,0,0,66,1
434,"3 Av-149 St (2,5)",0.784137123,59157,156,46387,20557,7560,2.062324309,0.860056039,0.849885096,11,539,687.3797764,24,17.51129922,25512.67848,13.65803989,64.0692156,0.931093128,0.736248408,11.22603681,1.436380513,4.089726319,30221,17,5,1,4106.43385,0.777733684,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4,9,1,4,1.609437912,1,9,2.302585093,0,0,77.67,1
603,"149 St-Grand Concourse (2,4,5)",0.784137123,38352,329,30073,15794,7219,2.187884226,0.912418591,0.871337122,11,779,993.4486935,16,15.89691312,32211.44114,12.99949993,66.59784237,1.229503304,1.162298682,10.18384698,0.564213553,4.344201565,37823,21,8,1,3216.250912,0.60913843,1,0,0,0,0,0,0,15,15,7.5,7.5,2,0,1,1,0,0,0,7,12,1,7,2.079441542,1,10,2.564949357,0,0,45.33,1
438,"135 St (2,3)",0.784137123,79883,62,62639,15248,4191,1.938046008,0.808227961,0.825923883,11,732,933.5101972,23,10.87325821,56481.29161,9.07567494,67.7198191,0.710357446,1.579050435,8.594882385,0.666741097,9.714997649,58538,24,8,1,4787.003565,0.906629463,1,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,0,16,42,1,10,2.833213344,1,10,3.761200116,0,0,74.67,1
439,"125 St (2,3)",0.784137123,76646,74,60101,17268,6144,1.996111216,0.832443034,0.841639635,11,444,566.2274967,20,9.716233316,58910.18559,8.177887723,68.00718318,0.852998559,1.0717187,9.267566804,0.791891296,10.16998365,60948,28,11,1,2047.553709,0.387794263,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,0,25,62,1,10,3.258096538,1,10,4.143134726,0,0,75.67,0.5
440,"116 St (2,3)",0.784137123,84574,49,66318,15172,5289,1.794133476,0.779182268,0.795956286,10,552,703.9585094,18,8.233968033,60403.08137,7.008995503,69.08059998,0.865145306,1.515682002,9.661402439,1.027337699,9.550630283,61215,28,10,1,4232.291356,0.801570333,1,0,0,0,0,0,0,0,0,,,0,0,0,1,0,1,0,18,40,1,10,2.944438979,1,10,3.713572067,0,1,75.33,0.5
441,"110 St-Malcolm X Plaza (2,3)",0.784137123,79166,65,62077,14323,5349,1.467345043,0.637259855,0.692708108,10,578,737.1159754,18,8.023480605,56827.81421,6.513684184,67.70798327,1.143320314,1.399361398,10.76916284,1.06944321,9.787807403,59426,24,10,1,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,7,34,1,7,2.079441542,1,10,3.555348061,1,1,75,1
624,"Chambers St/WTC/Park Place/Cortlandt St (2,3,A,C,E,R,W)",0.784137123,67136,105,52644,6623,26689,1.533412886,0.639482843,0.709269237,11,755,962.8418018,35,5.64117295,175736.9534,4.30931934,48.78180096,4.021451049,1.435264955,27.03799919,1.128134352,11.87440307,149202,43,16,0,,,0,0,0,0,0,0,0,36,30,18,15,3,0,1,1,0,1,0,32,121,1,10,3.496507561,1,10,4.804021045,0,0,49.67,1
628,"Fulton St (2,3,4,5,A,C,J,Z)",0.784137123,64013,125,50195,6468,28342,1.512338524,0.630694151,0.69341527,11,930,1186.017054,38,5.695350908,167021.9975,4.10693037,49.81118579,2.985285647,1.179090547,28.16416184,0.946618706,11.13973002,146178,42,16,0,,,0,0,0,0,0,0,0,37,30,18.5,15,3,0,1,1,1,1,0,41,137,1,10,3.737669618,1,10,4.927253685,0,0,37.33,1.5
333,"Wall St (2,3)",0.784137123,52185,213,40920,4989,24734,1.638297754,0.68322323,0.727231146,11,1027,1309.719908,34,4.907115585,172606.3982,3.813453973,51.56904995,2.244806562,0.823664738,28.22737393,0.925898071,11.19483885,157507,41,15,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,0,65,127,1,10,4.189654742,1,10,4.852030264,0,0,74.67,1
334,"Clark St (2,3)",0.784137123,40013,317,31376,8513,13900,2.029496202,0.846365654,0.83657491,11,902,1150.309014,27,5.7638899,150545.6954,4.43709193,62.0744384,1.688841417,2.250756706,11.77133933,0.650148757,15.79292275,135991,15,15,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,15,43,1,10,2.772588722,1,10,3.784189634,0,0,75.33,1
620,"Borough Hall/Court St (2,3,4,5,R)",0.784137123,57365,165,44982,10684,15740,2.034762207,0.848561749,0.859210529,11,663,845.5153835,29,5.99700985,139883.4587,4.888860528,63.0342231,1.37906239,2.76660879,11.74217086,0.552284948,14.49997769,139154,16,15,8,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,0,17,43,1,10,2.890371758,1,10,3.784189634,0,0,37,1.5
336,"Hoyt St (2,3)",0.784137123,56519,175,44319,9664,14851,2.023403793,0.843824923,0.849098037,11,582,742.217124,29,6.304559656,128888.4287,5.373390516,63.42681531,1.101634496,2.982751387,11.90101022,0.622195943,13.64179637,126711,16,15,8,3869.163058,0.732796034,1,0,0,0,0,0,0,0,0,,,0,0,1,1,0,1,0,16,46,1,10,2.833213344,1,10,3.850147602,0,0,74,1
337,"Nevins St (2,3,4,5)",0.784137123,55511,194,43528,8535,13446,1.986217467,0.82831702,0.839465016,11,436,556.0251994,28,7.04325577,120397.4313,5.950158353,64.81403824,0.967957021,2.795996556,10.37827444,0.788804945,13.16592968,116928,16,15,8,2354.300089,0.445890168,1,0,0,0,0,0,0,0,0,,,0,0,1,1,1,1,0,12,73,1,10,2.564949357,1,10,4.304065093,0,0,139.33,0.5
617,"Atlantic Av-Barclays Ctr (2,3,4,5,B,D,N,Q,R)",0.784137123,51780,216,40603,9032,8062,2.106024532,0.878280447,0.861516921,11,341,434.8729197,27,7.002668122,129146.3546,5.902655386,66.20009231,0.670258942,2.492067858,8.477844736,0.963928122,14.13341756,129395,16,15,8,617.9182133,0.117029965,1,0,0,0,0,0,0,22,22,11,11,1,0,0,1,0,1,0,45,68,1,10,3.828641396,1,10,4.234106505,0,0,107.33,0.5
339,"Bergen St (2,3)",0.784137123,54400,198,42657,9651,4499,1.893451176,0.789630472,0.802392366,11,302,385.1367207,26,7.06090684,141607.3802,5.984746594,65.88019154,0.525087397,2.62439254,7.192464616,1.000703155,15.66235601,140352,18,14,8,1269.987554,0.240527946,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,7,70,1,7,2.079441542,1,10,4.262679877,0,0,78.67,1
340,"Grand Army Plaza (2,3)",0.784137123,54006,200,42348,10808,3917,1.909906153,0.79649273,0.818004672,11,204,260.1585796,24,7.228690535,147539.7872,6.056020329,65.09287771,0.701894759,2.900228579,6.541431968,1.038714969,16.46181348,144321,15,16,8,3587.953988,0.67953674,1,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,8,25,1,8,2.197224577,1,10,3.258096538,1,1,78.33,1
341,"Eastern Pkwy-Brooklyn Museum (2,3)",0.784137123,48734,247,38214,9523,1879,1.848232126,0.770772663,0.800188117,11,209,266.5350153,21,9.579944732,116009.727,8.285081086,67.08621247,0.744399234,2.959798143,4.959475465,0.821614319,13.83656688,115578,15,9,0,,,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,7,17,1,7,2.079441542,1,10,2.890371758,1,1,78.33,1
626,"Franklin Av-Medgar Evers College/Botanic Garden (2,3,4,5,S)",0.784137123,59270,155,46476,11549,1726,1.922099661,0.801577818,0.824791165,11,189,241.0292722,22,11.84867483,84355.93684,10.08488229,67.07742496,0.694031978,3.177887173,4.638729934,0.89644764,11.64002669,88030,13,9,0,5003.681199,0.947666894,1,0,0,0,0,0,0,85,60,42.5,30,4,0,0,1,0,0,0,4,20,1,4,1.609437912,1,10,3.044522438,0,1,36,1
353,"President St-Medgar Evers College (2,5)",0.784137123,66047,110,51790,14607,2231,1.717222038,0.716137213,0.789156474,11,220,280.563174,26,15.35100156,67698.07169,13.03264476,63.62899751,1.302154622,2.581074971,7.464368397,0.796218125,8.85268592,71214,15,9,7,4099.582409,0.776436062,1,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,3,15,1,3,1.386294361,1,10,2.772588722,0,0,56,1
