station_complex_id,station_complex,borough,latitude,longitude,geometry,avg_annual_ridership,log_avg_ridership
345,"Crown Hts-Utica Av (3,4)",Brooklyn,40.668896,-73.932945,POINT (-73.932945 40.668896),16975.37996,9.739578243
375,Cypress Av (6),Bronx,40.805367,-73.91404,POINT (-73.91404 40.805367),1833.398283,7.514471795
86,Cypress Hills (J),Brooklyn,40.68994,-73.87255,POINT (-73.87255 40.68994),1018.869436,6.927429895
26,"DeKalb Av (B,Q,R)",Brooklyn,40.690636,-73.98183,POINT (-73.98183 40.690636),15352.07039,9.639070759
127,DeKalb Av (L),Brooklyn,40.70381,-73.91843,POINT (-73.91843 40.70381),8873.35456,9.090920886
625,"Delancey St (F)/Essex St (J,M,Z)",Manhattan,40.718613,-73.987434,POINT (-73.987434 40.718613),20860.25091,9.945648694
244,Ditmas Av (F),Brooklyn,40.63612,-73.97817,POINT (-73.97817 40.63612),2993.049831,8.004382208
299,Dyckman St (1),Manhattan,40.86053,-73.92554,POINT (-73.92554 40.86053),4658.865445,8.446741852
144,Dyckman St (A),Manhattan,40.86549,-73.92727,POINT (-73.92727 40.86549),4287.628991,8.363722378
374,E 143 St-St Mary's St (6),Bronx,40.80872,-73.90765,POINT (-73.90765 40.80872),930.4300919,6.836721138
373,E 149 St (6),Bronx,40.81212,-73.9041,POINT (-73.9041 40.81212),3062.890239,8.027440708
426,"E 180 St (2,5)",Bronx,40.841892,-73.87349,POINT (-73.87349 40.841892),5687.194364,8.646148142
137,East 105 St (L),Brooklyn,40.650574,-73.89948,POINT (-73.89948 40.650574),2036.415336,7.619437291
234,East Broadway (F),Manhattan,40.713715,-73.99017,POINT (-73.99017 40.713715),10936.61345,9.299962903
442,Eastchester-Dyre Av (5),Bronx,40.8883,-73.83083,POINT (-73.83083 40.8883),2699.211962,7.901085553
341,"Eastern Pkwy-Brooklyn Museum (2,3)",Brooklyn,40.671986,-73.96438,POINT (-73.96438 40.671986),3380.917755,8.126198211
369,Elder Av (6),Bronx,40.828583,-73.87916,POINT (-73.87916 40.828583),3694.769533,8.214944075
266,"Elmhurst Av (M,R)",Queens,40.742455,-73.88202,POINT (-73.88202 40.742455),8889.776306,9.092769648
188,"Euclid Av (A,C)",Brooklyn,40.675377,-73.87211,POINT (-73.87211 40.675377),7029.331035,8.857989073
209,Far Rockaway-Mott Av (A),Queens,40.603996,-73.7554,POINT (-73.7554 40.603996),3065.57402,8.028316263
359,"Flatbush Av-Brooklyn College (2,5)",Brooklyn,40.632835,-73.94764,POINT (-73.94764 40.632835),13072.46825,9.478340131
287,Flushing Av (G),Brooklyn,40.70038,-73.95023,POINT (-73.95023 40.70038),2241.859035,7.715506686
98,"Flushing Av (M,J)",Brooklyn,40.70026,-73.941124,POINT (-73.941124 40.70026),5355.548016,8.58607502
447,Flushing-Main St (7),Queens,40.7596,-73.83003,POINT (-73.83003 40.7596),44700.40627,10.70776024
382,Fordham Rd (4),Bronx,40.862804,-73.90103,POINT (-73.90103 40.862804),6240.195573,8.738927041
213,"Fordham Rd (B,D)",Bronx,40.861298,-73.89775,POINT (-73.89775 40.861298),6138.099238,8.722433306
110,Forest Av (M),Queens,40.704422,-73.903076,POINT (-73.903076 40.704422),3251.764937,8.087260664
261,"Forest Hills-71 Av (E,F,M,R)",Queens,40.72169,-73.84452,POINT (-73.84452 40.72169),19062.96414,9.855555138
60,Fort Hamilton Pkwy (D),Brooklyn,40.640915,-73.9943,POINT (-73.9943 40.640915),2930.160256,7.983153616
242,"Fort Hamilton Pkwy (F,G)",Brooklyn,40.650784,-73.97578,POINT (-73.97578 40.650784),4403.413643,8.390362418
72,Fort Hamilton Pkwy (N),Brooklyn,40.631386,-74.00535,POINT (-74.00535 40.631386),4945.477927,8.506431072
626,"Franklin Av (2,3,4,5)/Botanic Garden (S)",Brooklyn,40.67068,-73.95813,POINT (-73.95813 40.67068),10738.78078,9.281709956
627,"Franklin Av (C,S)",Brooklyn,40.68138,-73.95685,POINT (-73.95685 40.68138),3908.192368,8.271086076
326,Franklin St (1),Manhattan,40.71932,-74.00689,POINT (-74.00689 40.71932),4729.817066,8.461853208
429,"Freeman St (2,5)",Bronx,40.829994,-73.89187,POINT (-73.89187 40.829994),2699.229136,7.901091914
109,Fresh Pond Rd (M),Queens,40.706184,-73.895874,POINT (-73.895874 40.706184),4201.165336,8.343355228
628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.71037,-74.00657,POINT (-74.00657 40.71037),63320.64653,11.05598252
292,Fulton St (G),Brooklyn,40.68712,-73.97537,POINT (-73.97537 40.68712),4529.588292,8.418607076
95,"Gates Av (J,Z)",Brooklyn,40.68963,-73.92227,POINT (-73.92227 40.68963),4668.944485,8.448902463
122,Graham Av (L),Brooklyn,40.714565,-73.94405,POINT (-73.94405 40.714565),7105.981313,8.868832864
340,"Grand Army Plaza (2,3)",Brooklyn,40.675236,-73.97105,POINT (-73.97105 40.675236),5363.439042,8.587547091
265,"Grand Av-Newtown (M,R)",Queens,40.737015,-73.87722,POINT (-73.87722 40.737015),12980.76929,9.47130129
610,"Grand Central-42 St (S,4,5,6,7)",Manhattan,40.751778,-73.976845,POINT (-73.976845 40.751778),112565.4931,11.63129938
231,"Grand St (B,D)",Manhattan,40.718266,-73.99375,POINT (-73.99375 40.718266),17382.24178,9.763261905
123,Grand St (L),Brooklyn,40.711926,-73.94067,POINT (-73.94067 40.711926),4937.275822,8.504771525
189,Grant Av (A),Brooklyn,40.677044,-73.86505,POINT (-73.86505 40.677044),3866.183358,8.260281706
283,Greenpoint Av (G),Brooklyn,40.731354,-73.95445,POINT (-73.95445 40.731354),7495.129898,8.922142153
421,"Gun Hill Rd (2,5)",Bronx,40.87785,-73.86626,POINT (-73.86626 40.87785),4025.566219,8.300669237
444,Gun Hill Rd (5),Bronx,40.869526,-73.84638,POINT (-73.84638 40.869526),3085.45156,8.034777348
94,Halsey St (J),Brooklyn,40.68637,-73.91656,POINT (-73.91656 40.68637),3911.404088,8.27190732
129,Halsey St (L),Queens,40.695602,-73.90408,POINT (-73.90408 40.695602),5460.994255,8.60556925
436,Harlem-148 St (3),Manhattan,40.82388,-73.93647,POINT (-73.93647 40.82388),2240.882862,7.715071355
100,"Hewes St (M,J)",Brooklyn,40.70687,-73.95343,POINT (-73.95343 40.70687),1945.423803,7.57374902
173,"High St (A,C)",Brooklyn,40.699337,-73.99053,POINT (-73.99053 40.699337),6920.523403,8.842391169
324,Houston St (1),Manhattan,40.728252,-74.00536,POINT (-74.00536 40.728252),10404.56422,9.250095964
198,Howard Beach-JFK Airport (A),Queens,40.660477,-73.8303,POINT (-73.8303 40.660477),2313.723694,7.747045605
336,"Hoyt St (2,3)",Brooklyn,40.690544,-73.98506,POINT (-73.98506 40.690544),5683.629052,8.645521154
175,"Hoyt-Schermerhorn Sts (A,C,G)",Brooklyn,40.688484,-73.985,POINT (-73.985 40.688484),8667.331217,9.067431573
463,Hunters Point Av (7),Queens,40.742214,-73.94891,POINT (-73.94891 40.742214),4007.243166,8.296108311
371,Hunts Point Av (6),Bronx,40.82095,-73.89055,POINT (-73.89055 40.82095),6638.904209,8.800852816
431,"Intervale Av (2,5)",Bronx,40.82218,-73.896736,POINT (-73.896736 40.82218),1852.235426,7.524688269
143,Inwood-207 St (A),Manhattan,40.868073,-73.9199,POINT (-73.9199 40.868073),5839.652092,8.672597729
433,"Jackson Av (2,5)",Bronx,40.81649,-73.90781,POINT (-73.90781 40.81649),3122.304124,8.046646735
278,"Jamaica Center-Parsons/Archer (E,J,Z)",Queens,40.70215,-73.80111,POINT (-73.80111 40.70215),21249.52044,9.964136665
254,Jamaica-179 St (F),Queens,40.712646,-73.78381,POINT (-73.78381 40.712646),14015.57668,9.547995957
280,Jamaica-Van Wyck (E),Queens,40.702564,-73.81686,POINT (-73.81686 40.702564),3365.09688,8.121509156
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.692337,-73.98594,POINT (-73.98594 40.692337),27337.58841,10.21605448
126,Jefferson St (L),Brooklyn,40.706608,-73.92291,POINT (-73.92291 40.706608),6129.923137,8.721100611
451,Junction Blvd (7),Queens,40.749146,-73.86953,POINT (-73.86953 40.749146),19820.26203,9.894510481
349,Junius St (3),Brooklyn,40.663513,-73.90245,POINT (-73.90245 40.663513),1625.164006,7.39397915
259,"Kew Gardens-Union Tpke (E,F)",Queens,40.71444,-73.83101,POINT (-73.83101 40.71444),17000.72466,9.741070069
51,"Kings Hwy (B,Q)",Brooklyn,40.60867,-73.95773,POINT (-73.95773 40.60867),14519.16691,9.583293783
250,Kings Hwy (F),Brooklyn,40.603218,-73.97236,POINT (-73.97236 40.603218),2588.819485,7.859343455
77,Kings Hwy (N),Brooklyn,40.603924,-73.980354,POINT (-73.980354 40.603924),4077.813075,8.313561312
381,Kingsbridge Rd (4),Bronx,40.86776,-73.89717,POINT (-73.89717 40.86776),5749.886551,8.657109305
212,"Kingsbridge Rd (B,D)",Bronx,40.866978,-73.89351,POINT (-73.89351 40.866978),4024.570936,8.300422027
344,Kingston Av (3),Brooklyn,40.6694,-73.94216,POINT (-73.94216 40.6694),3181.817489,8.065522086
180,Kingston-Throop Avs (C),Brooklyn,40.67992,-73.94086,POINT (-73.94086 40.67992),4734.070513,8.462751897
113,Knickerbocker Av (M),Brooklyn,40.698666,-73.91971,POINT (-73.91971 40.698666),2889.460752,7.969171198
96,Kosciuszko St (J),Brooklyn,40.69334,-73.92882,POINT (-73.92882 40.69334),3923.294388,8.27494184
176,Lafayette Av (C),Brooklyn,40.68611,-73.973946,POINT (-73.973946 40.68611),3960.780479,8.284448819
613,"Lexington Av (N,R,W)/59 St (4,5,6)",Manhattan,40.76266,-73.967255,POINT (-73.967255 40.76266),39358.41509,10.58049049
612,"Lexington Av-53 St (E,M)/51 St (6)",Manhattan,40.757553,-73.969055,POINT (-73.969055 40.757553),42574.4336,10.65903269
223,"Lexington Av/63 St (F,Q)",Manhattan,40.76463,-73.96611,POINT (-73.96611 40.76463),12368.14871,9.422960644
185,Liberty Av (C),Brooklyn,40.67454,-73.896545,POINT (-73.896545 40.67454),1682.952165,7.428898789
135,Livonia Av (L),Brooklyn,40.66404,-73.90057,POINT (-73.90057 40.66404),1937.17979,7.569504559
372,Longwood Av (6),Bronx,40.816105,-73.89644,POINT (-73.89644 40.816105),2259.832305,7.723488301
629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,40.71406,-73.95027,POINT (-73.95027 40.71406),11482.82747,9.348695017
99,"Lorimer St (M,J)",Brooklyn,40.70387,-73.94741,POINT (-73.94741 40.70387),2869.982765,7.962409677
296,Marble Hill-225 St (1),Manhattan,40.87456,-73.90983,POINT (-73.90983 40.87456),3371.797896,8.123497915
101,"Marcy Av (M,J,Z)",Brooklyn,40.70836,-73.957756,POINT (-73.957756 40.70836),9079.049468,9.11383492
448,Mets-Willets Point (7),Queens,40.754623,-73.84563,POINT (-73.84563 40.754623),4962.468795,8.509860129
108,Middle Village-Metropolitan Av (M),Queens,40.711395,-73.8896,POINT (-73.8896 40.711395),2986.81882,8.002298908
362,Middletown Rd (6),Bronx,40.843864,-73.83632,POINT (-73.83632 40.843864),1505.461841,7.317519029
124,Montrose Av (L),Brooklyn,40.70774,-73.93985,POINT (-73.93985 40.70774),5071.414429,8.531572202
125,Morgan Av (L),Brooklyn,40.706154,-73.93314,POINT (-73.93314 40.706154),5248.069424,8.565806087
446,Morris Park (5),Bronx,40.854362,-73.8605,POINT (-73.8605 40.854362),1864.098331,7.531069055
368,Morrison Av-Soundview (6),Bronx,40.82952,-73.87452,POINT (-73.87452 40.82952),3705.94261,8.217962722
379,Mosholu Pkwy (4),Bronx,40.87975,-73.88466,POINT (-73.88466 40.87975),5111.977746,8.539537243
386,Mt Eden Av (4),Bronx,40.844433,-73.91469,POINT (-73.91469 40.844433),3081.630201,8.033538473
97,"Myrtle Av (M,J,Z)",Brooklyn,40.69721,-73.93565,POINT (-73.93565 40.69721),8614.009676,9.061261272
288,Myrtle-Willoughby Avs (G),Brooklyn,40.69457,-73.94904,POINT (-73.94904 40.69457),3746.301524,8.228791266
630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,40.699814,-73.91158,POINT (-73.91158 40.699814),15786.93953,9.667001606
284,Nassau Av (G),Brooklyn,40.724636,-73.95128,POINT (-73.95128 40.724636),6954.974233,8.847356171
53,Neck Rd (Q),Brooklyn,40.595245,-73.95516,POINT (-73.95516 40.595245),3245.563558,8.085352349
253,Neptune Av (F),Brooklyn,40.581013,-73.97457,POINT (-73.97457 40.581013),1180.052612,7.074161364
417,"Nereid Av (2,5)",Bronx,40.89838,-73.85438,POINT (-73.85438 40.89838),1891.40566,7.545604135
337,"Nevins St (2,3,4,5)",Brooklyn,40.688248,-73.98049,POINT (-73.98049 40.688248),7209.72061,8.883324171
352,New Lots Av (3),Brooklyn,40.666237,-73.88408,POINT (-73.88408 40.666237),3646.56888,8.201816164
136,New Lots Av (L),Brooklyn,40.658733,-73.89923,POINT (-73.89923 40.658733),2384.396831,7.777120776
615,New Utrecht Av (N)/62 St (D),Brooklyn,40.626472,-73.99635,POINT (-73.99635 40.626472),3751.465409,8.230168345
358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,40.63997,-73.94841,POINT (-73.94841 40.63997),4822.976234,8.481353812
47,"Newkirk Plaza (B,Q)",Brooklyn,40.635082,-73.96279,POINT (-73.96279 40.635082),7258.503024,8.890066651
269,"Northern Blvd (M,R)",Queens,40.752884,-73.906006,POINT (-73.906006 40.752884),4790.307511,8.47455862
88,"Norwood Av (J,Z)",Brooklyn,40.68141,-73.880035,POINT (-73.880035 40.68141),1548.587143,7.345743815
210,Norwood-205 St (D),Bronx,40.87481,-73.87885,POINT (-73.87885 40.87481),4387.130685,8.386658603
343,Nostrand Av (3),Brooklyn,40.669846,-73.95046,POINT (-73.95046 40.669846),2555.378628,7.846346938
179,"Nostrand Av (A,C)",Brooklyn,40.68044,-73.950424,POINT (-73.950424 40.68044),12318.265,9.418919576
56,Ocean Pkwy (Q),Brooklyn,40.576313,-73.9685,POINT (-73.9685 40.576313),2278.678882,7.731789871
195,Ozone Park-Lefferts Blvd (A),Queens,40.68595,-73.8258,POINT (-73.8258 40.68595),4610.596093,8.4363293
141,Park Pl (S),Brooklyn,40.67477,-73.95763,POINT (-73.95763 40.67477),1146.151851,7.045037498
366,Parkchester (6),Bronx,40.833225,-73.86082,POINT (-73.86082 40.833225),10015.43487,9.21198251
43,Parkside Av (Q),Brooklyn,40.655293,-73.961494,POINT (-73.961494 40.655293),4463.658563,8.403948021
256,Parsons Blvd (F),Queens,40.707565,-73.80333,POINT (-73.80333 40.707565),5091.986091,8.535619596
360,Pelham Bay Park (6),Bronx,40.852463,-73.82812,POINT (-73.82812 40.852463),4094.668118,8.317685138
424,"Pelham Pkwy (2,5)",Bronx,40.857193,-73.867615,POINT (-73.867615 40.857193),5333.610728,8.581971195
445,Pelham Pkwy (5),Bronx,40.858986,-73.85536,POINT (-73.85536 40.858986),2093.033503,7.646847391
350,Pennsylvania Av (3),Brooklyn,40.664635,-73.8949,POINT (-73.8949 40.664635),2721.089381,7.909155019
353,"President St-Medgar Evers College (2,5)",Brooklyn,40.667885,-73.95068,POINT (-73.95068 40.667885),2549.272799,7.843955612
17,"Prince St (R,W)",Manhattan,40.72433,-73.9977,POINT (-73.9977 40.72433),8492.151367,9.047015396
432,"Prospect Av (2,5)",Bronx,40.819584,-73.90177,POINT (-73.90177 40.819584),4109.270138,8.321244032
30,Prospect Av (R),Brooklyn,40.665413,-73.992874,POINT (-73.992874 40.665413),4406.090167,8.390969925
42,"Prospect Park (B,Q,S)",Brooklyn,40.661613,-73.96225,POINT (-73.96225 40.661613),6856.920295,8.833159511
273,"Queens Plaza (E,M,R)",Queens,40.748974,-73.93724,POINT (-73.93724 40.748974),13098.53985,9.480332383
461,"Queensboro Plaza (7,N,W)",Queens,40.750584,-73.9402,POINT (-73.9402 40.750584),10573.88238,9.266236881
182,Ralph Av (C),Brooklyn,40.67882,-73.920784,POINT (-73.920784 40.67882),3429.85075,8.140563541
329,Rector St (1),Manhattan,40.70751,-74.01379,POINT (-74.01379 40.70751),5365.829826,8.587992664
22,"Rector St (R,W)",Manhattan,40.70722,-74.01334,POINT (-74.01334 40.70722),4028.109095,8.301300562
348,Rockaway Av (3),Brooklyn,40.662548,-73.90894,POINT (-73.90894 40.662548),2940.906023,7.986812957
183,Rockaway Av (C),Brooklyn,40.67834,-73.91195,POINT (-73.91195 40.67834),3677.054366,8.210139187
192,Rockaway Blvd (A),Queens,40.680428,-73.84386,POINT (-73.84386 40.680428),5091.325169,8.535489817
203,"Rockaway Park-Beach 116 St (A,S)",Queens,40.580902,-73.835594,POINT (-73.835594 40.580902),504.8189405,6.22617878
222,Roosevelt Island (F),Manhattan,40.759144,-73.95326,POINT (-73.95326 40.759144),5416.318699,8.597356267
347,Saratoga Av (3),Brooklyn,40.661453,-73.91633,POINT (-73.91633 40.661453),3154.713836,8.056970005
111,Seneca Av (M),Queens,40.702763,-73.90774,POINT (-73.90774 40.702763),2105.812893,7.652931607
54,"Sheepshead Bay (B,Q)",Brooklyn,40.586895,-73.954155,POINT (-73.954155 40.586895),9700.038945,9.179988267
187,Shepherd Av (C),Brooklyn,40.67413,-73.88075,POINT (-73.88075 40.67413),1829.998065,7.512616488
430,"Simpson St (2,5)",Bronx,40.824074,-73.89307,POINT (-73.89307 40.824074),4497.658261,8.411534467
238,"Smith-9 Sts (F,G)",Brooklyn,40.67358,-73.99596,POINT (-73.99596 40.67358),3113.835752,8.043931702
635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,40.703087,-74.01299,POINT (-74.01299 40.703087),20708.2725,9.938336826
409,Spring St (6),Manhattan,40.7223,-73.99714,POINT (-73.99714 40.7223),8547.047472,9.05345817
168,"Spring St (C,E)",Manhattan,40.726227,-74.00374,POINT (-74.00374 40.726227),10598.88238,9.268598184
501,St George (SIR),Staten Island,40.64375,-74.07365,POINT (-74.07365 40.64375),7165.520501,8.87717553
367,St Lawrence Av (6),Bronx,40.83151,-73.867615,POINT (-73.867615 40.83151),2473.508406,7.813797031
271,"Steinway St (M,R)",Queens,40.756878,-73.92074,POINT (-73.92074 40.756878),8784.150943,9.080818182
354,"Sterling St (2,5)",Brooklyn,40.662743,-73.95085,POINT (-73.95085 40.662743),4067.635704,8.311063014
257,Sutphin Blvd (F),Queens,40.70546,-73.81071,POINT (-73.81071 40.70546),2987.223029,8.002434185
279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Queens,40.700485,-73.80797,POINT (-73.80797 40.700485),20143.23561,9.910673452
134,Sutter Av (L),Brooklyn,40.66937,-73.90198,POINT (-73.90198 40.66937),1726.838353,7.454626399
346,Sutter Av-Rutland Rd (3),Brooklyn,40.66472,-73.92261,POINT (-73.92261 40.66472),4210.435414,8.345558822
611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",Manhattan,40.75731,-73.986755,POINT (-73.986755 40.75731),140864.1038,11.855558
502,Tompkinsville (SIR),Staten Island,40.636948,-74.07484,POINT (-74.07484 40.636948),465.4226536,6.145092205
215,"Tremont Av (B,D)",Bronx,40.85041,-73.90523,POINT (-73.90523 40.85041),4451.407716,8.401200289
28,Union St (R),Brooklyn,40.677315,-73.98311,POINT (-73.98311 40.677315),5532.907112,8.618649375
181,"Utica Av (A,C)",Brooklyn,40.679363,-73.93073,POINT (-73.93073 40.679363),9306.330672,9.138557613
293,Van Cortlandt Park-242 St (1),Bronx,40.889248,-73.89858,POINT (-73.89858 40.889248),4830.149734,8.482839758
351,Van Siclen Av (3),Brooklyn,40.665447,-73.8894,POINT (-73.8894 40.665447),1624.314344,7.393456519
186,Van Siclen Av (C),Brooklyn,40.67271,-73.89036,POINT (-73.89036 40.67271),1788.456338,7.489667131
90,"Van Siclen Av (J,Z)",Brooklyn,40.678024,-73.891685,POINT (-73.891685 40.678024),1702.305273,7.440325921
464,Vernon Blvd-Jackson Av (7),Queens,40.742626,-73.95358,POINT (-73.95358 40.742626),12553.25568,9.437814985
167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,40.732338,-74.000496,POINT (-74.000496 40.732338),31019.42864,10.34240125
57,"W 8 St-NY Aquarium (F,Q)",Brooklyn,40.576126,-73.97594,POINT (-73.97594 40.576126),1853.903302,7.525587845
328,WTC Cortlandt (1),Manhattan,40.711834,-74.01219,POINT (-74.01219 40.711834),11500.40614,9.35022458
416,Wakefield-241 St (2),Bronx,40.903126,-73.85062,POINT (-73.85062 40.903126),2810.395743,7.941436345
333,"Wall St (2,3)",Manhattan,40.70682,-74.0091,POINT (-74.0091 40.70682),14290.07741,9.567390664
413,"Wall St (4,5)",Manhattan,40.707558,-74.01186,POINT (-74.01186 40.707558),12426.29082,9.427650206
427,"West Farms Sq-E Tremont Av (2,5)",Bronx,40.840294,-73.88005,POINT (-73.88005 40.840294),3228.187954,8.079985977
363,Westchester Sq-E Tremont Av (6),Bronx,40.839893,-73.84295,POINT (-73.84295 40.839893),2566.653362,7.850747672
370,Whitlock Av (6),Bronx,40.826527,-73.886284,POINT (-73.886284 40.826527),1227.233007,7.113331836
130,Wilson Av (L),Brooklyn,40.688763,-73.904045,POINT (-73.904045 40.688763),3053.686925,8.024432387
355,"Winthrop St (2,5)",Brooklyn,40.65665,-73.9502,POINT (-73.9502 40.65665),5575.986393,8.626403837
83,"Woodhaven Blvd (J,Z)",Queens,40.69388,-73.85158,POINT (-73.85158 40.69388),1969.657837,7.586122694
264,"Woodhaven Blvd (M,R)",Queens,40.733105,-73.86923,POINT (-73.86923 40.733105),13554.8984,9.514577038
378,Woodlawn (4),Bronx,40.886036,-73.87875,POINT (-73.87875 40.886036),4368.079584,8.382307644
235,York St (F),Brooklyn,40.701397,-73.98675,POINT (-73.98675 40.701397),10216.07807,9.23181592
364,Zerega Av (6),Bronx,40.836487,-73.84704,POINT (-73.84704 40.836487),1713.303761,7.446762307
