station_complex_id,year,weighted_pop
433.0,2017,5716.6951541980725
433.0,2018,5729.200924777366
433.0,2019,5978.790703172499
433.0,2020,5702.65793173107
433.0,2021,5508.581544771696
433.0,2022,5566.16268074511
433.0,2023,5830.939713504966
433.0,2024,5659.861944309862
434.0,2013,2859.776398102577
434.0,2014,3200.124352364105
434.0,2015,3135.233179300643
434.0,2016,3069.86769140995
434.0,2017,3311.959417446892
434.0,2018,3365.368556888083
434.0,2019,3108.906496968782
434.0,2020,2988.8092366485253
434.0,2021,2951.831189496607
434.0,2022,2567.6856203645516
434.0,2023,2587.053820964096
434.0,2024,2358.716302878338
436.0,2013,7107.413511515582
436.0,2014,6633.256093325521
436.0,2015,6362.54186412402
436.0,2016,6603.349574144696
436.0,2017,6753.179766898144
436.0,2018,6900.645971128725
436.0,2019,7441.377168809846
436.0,2020,7003.939402321082
436.0,2021,7064.019824240595
436.0,2022,7429.446128592621
436.0,2023,7529.971126977805
436.0,2024,8132.871632619125
437.0,2013,4087.68608645556
437.0,2014,4007.1341153783023
437.0,2015,4361.046897105383
437.0,2016,4426.441668746029
437.0,2017,4652.55325554366
437.0,2018,4804.365687576545
437.0,2019,4902.1702678330075
