station_complex_id,station_complex_name,borough,avg_annual_ridership,log_avg_ridership,subway_trips_per_hour_am_peak,subway_lines_serving_station,jobs_access_network,pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,pct_walked_access_network,bus_routes_access_network,avg_headway_min_am_peak,service_x_jobs_access,density_x_service,jobs_x_density,entropy_x_density,inv_headway,log_jobs_access,log_density
305,137 St-City College (1),Manhattan,8579.733551,9.057274684,50.67,0,2980,64688,2.011932214,3.36729583,8.224436414,18,1.0,150996.6,3277740.96,192770240,130147.87105923201,0.9999990000010001,8.000014093678072,11.077346450578775
306,125 St (1),Manhattan,6426.772013,8.768383258,51.0,0,8880,58403,1.997356139,3.713572067,15.79686681,20,1.0,452880.0,2978553.0,518618640,116651.590586017,0.9999990000010001,9.091669442258505,10.975139659621455
307,116 St-Columbia University (1),Manhattan,11143.2038,9.318674803,51.0,0,10366,61471,1.785818746,3.891820298,20.75039715,16,1.5,528666.0,3135021.0,637208386,109776.06413536599,0.6666662222225186,9.246382963323112,11.026337065568283
308,Cathedral Pkwy (110 St) (1),Manhattan,8882.613994,9.091963734,51.33,0,10113,68806,1.819313776,3.970291914,17.24908857,15,1.0,519100.29,3531811.98,695835078,125179.703671456,0.9999990000010001,9.221675881639928,11.139060762931893
309,103 St (1),Manhattan,8875.611212,9.091175143,51.33,0,7133,91536,1.778581228,3.988984047,12.57589735,13,1.5,366136.89,4698542.88,652926288,162804.211286208,0.6666662222225186,8.872627365918836,11.424498541112158
310,"96 St (1,2,3)",Manhattan,25178.07765,10.13376868,126.67,0,5107,101244,1.682327114,4.143134726,7.896870497,12,0.5,646903.6900000001,12824577.48,517053108,170325.526329816,1.999996000008,8.53856321715243,11.52529860103337
311,86 St (1),Manhattan,12503.78586,9.433866719,52.33,0,6333,95403,1.759991371,4.094344562,8.45686341,35,1.0,331405.89,4992438.99,604187199,167908.45676751298,0.9999990000010001,8.753687227098585,11.465875785278568
312,79 St (1),Manhattan,10515.42979,9.260694055,52.33,0,7841,88467,1.850500444,4.158883083,10.9942344,14,1.0,410319.52999999997,4629478.109999999,693669747,163708.222779348,0.9999990000010001,8.967249182852276,11.390396183688612
313,"72 St (1,2,3)",Manhattan,28415.36224,10.25472039,127.33,0,10903,94054,1.923526123,4.276666119,15.79119197,14,0.5,1388278.99,11975895.82,1025470762,180915.325972642,1.999996000008,9.296884973376368,11.45163499652712
314,66 St-Lincoln Center (1),Manhattan,15573.27897,9.653376048,52.67,0,16038,89926,1.686627595,4.369447852,20.37216969,44,1.5,844721.4600000001,4736402.42,1442233188,151671.67310797,0.6666662222225186,9.682778535337379,11.406753509072688
