station_complex_id,station_complex_name,borough,log_avg_ridership,subway_trips_per_hour_am_peak,subway_lines_serving_station,inv_headway,log_jobs_access_network,log_pop_density_0p5mi,landuse_entropy_0p5mi,cultural_count_0p5mi_log1p,pct_walked_access_network,log_pct_walked_access_network,log_bus_routes_access_network
344,Kingston Av (3),Brooklyn,8.065522086,39.0,0,0.6666662222225186,8.005367067316664,11.103888987106272,1.698246359,2.397895273,9.424574122,2.3441659152437007,2.833213344056216
345,"Crown Hts-Utica Av (3,4)",Brooklyn,9.739578243,83.0,0,0.999999000001,8.356554845453426,11.12300392723786,1.783960074,1.386294361,7.567323424,2.1479553645746643,2.772588722239781
346,Sutter Av-Rutland Rd (3),Brooklyn,8.345558822,40.33,0,0.6666662222225186,8.367532416861831,10.940933405966751,1.697919217,1.386294361,6.261262885,1.9825537648108944,2.639057329615259
347,Saratoga Av (3),Brooklyn,8.056970005,40.0,0,0.6666662222225186,7.952966790923131,10.805192426081865,1.856215003,0.693147181,6.394887938,2.0007889422954084,2.639057329615259
348,Rockaway Av (3),Brooklyn,7.986812957,40.33,0,0.6666662222225186,7.676473646389156,10.61861635720246,2.001428084,1.609437912,6.981503623,2.0771268176469944,2.4849066497880004
349,Junius St (3),Brooklyn,7.39397915,39.67,0,0.6666662222225186,6.947937068614969,10.629416491370415,1.95452427,1.386294361,5.477471771,1.8683302754361408,2.5649493574615367
350,Pennsylvania Av (3),Brooklyn,7.909155019,39.67,0,0.6666662222225186,7.56734567601324,10.64354217367223,1.946761073,1.098612289,4.424340246,1.6908962783904318,2.833213344056216
351,Van Siclen Av (3),Brooklyn,7.393456519,39.67,0,0.6666662222225186,7.0967213784947605,10.74453736301957,1.635252754,1.386294361,4.325298296,1.6724687280547066,2.3978952727983707
352,New Lots Av (3),Brooklyn,8.201816164,40.0,0,0.6666662222225186,8.01862546504575,10.708041930670204,1.445706176,1.609437912,4.285535917,1.6649740175870886,2.3978952727983707
436,Harlem-148 St (3),Manhattan,7.715071355,34.0,0,0.499999750000125,6.161207321695077,11.130199843831551,2.174889835,2.708050201,5.596851115,1.8865924313942752,2.5649493574615367
437,145 St (3),Manhattan,7.603452091,34.33,0,0.6666662222225186,7.908019444632471,11.070817119163223,2.055813137,3.091042453,7.27196039,2.112871529311669,3.258096538021482
378,Woodlawn (4),Bronx,8.382307644,41.33,0,0.6666662222225186,8.530109416682784,9.894900791598806,0.693600634,1.098612289,11.49820067,2.525584687546978,2.4849066497880004
379,Mosholu Pkwy (4),Bronx,8.539537243,41.33,0,0.6666662222225186,8.698180525197056,10.730203625017488,2.092947217,2.397895273,8.496939538,2.250969592809045,2.833213344056216
380,Bedford Park Blvd-Lehman College (4),Bronx,8.211943845,41.67,0,0.7999993600005121,7.416378479192928,11.060180052280762,1.774461782,2.397895273,6.919429728,2.069319199193515,2.995732273553991
381,Kingsbridge Rd (4),Bronx,8.657109305,42.33,0,0.6666662222225186,8.329899292995725,11.466797753326444,1.963344809,2.302585093,7.420152198,2.130627903862842,3.044522437723423
382,Fordham Rd (4),Bronx,8.738927041,42.67,0,0.6666662222225186,8.4368504387337,11.520863872271748,1.990690094,2.079441542,9.813687337,2.3808126777436054,3.1354942159291497
383,183 St (4),Bronx,8.153779545,43.0,0,0.6666662222225186,8.022896869601457,11.548389129245798,1.981342092,1.791759469,8.209237299,2.2202070345688174,2.995732273553991
384,Burnside Av (4),Bronx,8.701789483,43.0,0,0.6666662222225186,8.024207485778577,11.531069855406209,1.99861164,2.079441542,7.474191055,2.1370251979733395,2.772588722239781
385,176 St (4),Bronx,8.100471221,43.67,0,0.6666662222225186,7.877017895622398,11.48615018513324,2.084467121,1.609437912,7.882520888,2.1840854005004857,2.833213344056216
386,Mt Eden Av (4),Bronx,8.033538473,43.0,0,0.6666662222225186,7.921535632133549,11.483692309699952,2.10712115,0.693147181,8.538709969,2.255358252941428,2.833213344056216
387,170 St (4),Bronx,8.41126153,43.0,0,0.6666662222225186,7.905441649060286,11.519404431067937,2.065993428,1.609437912,8.182542308,2.2173041061609133,2.8903717578961645
388,167 St (4),Bronx,8.631782,43.33,0,0.6666662222225186,8.285261134068948,11.527577596302542,2.047639134,2.079441542,8.810103421,2.2834128159274094,2.833213344056216
604,"161 St-Yankee Stadium (4,B,D)",Bronx,9.770279136,42.67,2,0.6666662222225186,8.55429627936774,10.97635459145238,2.172833531,1.791759469,8.287133731,2.228629972496376,2.995732273553991
391,"138 St-Grand Concourse (4,5)",Bronx,7.870715422,70.67,0,0.999999000001,8.622093601241607,10.643804537572464,2.030236576,2.708050201,10.69524779,2.459182587498732,2.9444389791664403
413,"Wall St (4,5)",Manhattan,9.427650206,83.67,1,0.999999000001,10.146590581589942,10.917231620558995,1.584442073,4.812184355,27.92283983,3.364631588527738,3.737669618283368
414,"Bowling Green (4,5)",Manhattan,9.773769641,83.0,1,0.999999000001,9.978966013712034,10.558803054787068,1.597350393,4.564348191,28.23518882,3.375373080303544,3.737669618283368
442,Eastchester-Dyre Av (5),Bronx,7.901085553,32.33,0,0.6666662222225186,8.52595469708481,9.60521627853008,2.21205105,1.098612289,2.799835862,1.334957871588917,2.3978952727983707
443,Baychester Av (5),Bronx,7.543953193,32.67,0,0.499999750000125,8.25582842728183,10.483130032299252,1.848498411,1.098612289,8.741382641,2.276383062507928,2.70805020110221
444,Gun Hill Rd (5),Bronx,8.034777348,32.67,0,0.499999750000125,8.48590890137647,10.387671415355683,1.37758833,0.693147181,3.851735496,1.579336475168798,2.639057329615259
445,Pelham Pkwy (5),Bronx,7.646847391,33.0,0,0.6666662222225186,9.41654120256008,10.349422593198003,1.314923302,1.098612289,10.39275797,2.4329778877441672,2.70805020110221
446,Morris Park (5),Bronx,7.531069055,33.67,0,0.5714282448981458,8.304742269640771,10.730815914562092,1.758197724,1.609437912,7.686872029,2.16181292384661,2.5649493574615367
360,Pelham Bay Park (6),Bronx,8.317685138,41.67,0,0.6666662222225186,6.923628628138427,9.654128354403506,1.365046746,0.0,2.824704119,1.341481109776681,2.302585092994046
361,Buhre Av (6),Bronx,7.879884125,41.67,0,0.6666662222225186,7.374629015218945,10.093859947519794,1.844091504,0.693147181,2.598274261,1.2804543585821566,2.639057329615259
362,Middletown Rd (6),Bronx,7.317519029,42.0,0,0.6666662222225186,9.090542808520588,9.941024156064854,1.888730477,1.098612289,4.208053992,1.650206271980026,2.639057329615259
363,Westchester Sq-E Tremont Av (6),Bronx,7.850747672,41.33,0,0.6666662222225186,8.915566545710645,9.967353972864542,2.12455464,1.791759469,10.40648903,2.4341824066179845,2.70805020110221
364,Zerega Av (6),Bronx,7.446762307,41.67,0,0.6666662222225186,8.668711839055147,10.41828527705452,2.138512494,1.791759469,7.155548887,2.0986985406136167,2.833213344056216
365,Castle Hill Av (6),Bronx,8.222063506,41.67,0,0.499999750000125,8.723394022000136,10.857247464524756,1.857744187,1.386294361,5.870126248,1.927182482775743,2.833213344056216
366,Parkchester (6),Bronx,9.21198251,54.33,0,0.999999000001,8.269756947532983,11.1542342039154,1.825840327,1.386294361,5.335069224,1.846100740943077,2.772588722239781
367,St Lawrence Av (6),Bronx,7.813797031,45.33,0,0.999999000001,8.043342170441608,11.02606047864908,1.830306643,0.693147181,6.310989316,1.989378601950516,2.833213344056216
368,Morrison Av-Soundview (6),Bronx,8.217962722,45.0,0,0.6666662222225186,7.571473648851271,11.051810216769898,1.775332959,1.098612289,6.471805566,2.0111366789070293,2.772588722239781
369,Elder Av (6),Bronx,8.214944075,45.33,0,0.6666662222225186,7.711101251840158,10.891391719219817,2.106796245,0.693147181,5.922213391,1.934735572677883,2.833213344056216
370,Whitlock Av (6),Bronx,7.113331836,45.67,0,0.6666662222225186,5.988961416889864,10.855608641411113,2.271875227,1.098612289,10.17052595,2.4132786979170957,1.3862943611198906
